X11.PDX8.ccRCC.htseq2	X17.PDX2.2180.P1.htseq2	X26.PDX2.2181.P1.htseq2	X29.PDX2.2192.P1.htseq2	X2.PDX2.normal.htseq2	X34.PDX2.2194.P1.htseq2	X4.PDX3.normal.htseq2	X6.PDX4.ccRCC.htseq2	X7.PDX5.ccRCC.htseq2	X8.PDX5.normal.htseq2
BAP1	346.830337762291	359.951534525041	363.4955733406	366.546789350006	667.399686786428	395.490126174015	791.089724799505	374.469336699775	349.177195885031	912.501697950381
SHARPIN	451.49511424677	987.617022853082	1547.2165475634	1226.17075440927	365.496074861865	1095.90646307463	407.352171725118	679.592499936629	637.529977002993	497.868325064144
ERRFI1	1524.30907321267	1399.3115904661	690.405553260555	1053.98507400286	2791.00254002601	536.736599807591	2445.09697279449	2331.57245443111	7449.86443091483	2529.41771340638
ZCCHC11	316.559642602565	191.224252716428	160.504538877667	168.272369488081	304.473004366474	220.178326546458	270.584172039632	188.005181388365	268.077976195605	286.698168612788
ZCCHC17	346.317275132466	427.442447248486	678.603748931314	568.734520130258	369.992511635209	436.202345044869	348.31562509829	414.536014700574	324.396878757707	550.275517176159
ZCCHC14	485.870310445104	206.972132351899	129.819847621643	256.974083636837	422.665056694388	209.377125621537	482.131797452435	297.418032852085	455.056732701783	561.065233199221
UBE2J2	315.533517342913	381.323656887465	643.198335943594	616.998688122963	346.867979658009	452.819577237055	437.854387482313	536.277074779925	353.68270809	570.313561218988
PCBP4	69.2634550264931	119.23394581142	293.864927798082	217.840974453562	283.917864831185	177.804384456385	254.841092939144	175.676972772734	117.143317329172	453.168072968601
PTGR1	931.721735763789	3514.02685580071	1842.2616557944	2860.63028129738	916.630753651812	2605.58200773469	1622.52108979401	876.843837786717	860.552831148916	1233.11040263565
PTGR2	411.989291750178	250.841225622138	202.991034462932	190.44779802527	206.193743463372	244.273313225127	292.230905802802	92.4615646172285	355.935464192484	198.839052424998
MTUS1	405.832540192267	330.705472344882	204.171214895856	260.887394555164	901.856747110823	296.617594630511	1070.52937883316	229.612885466117	457.309488804267	557.982457192631
IFRD1	368.378968214978	383.573353978247	413.063151523409	348.284671731144	330.166928785586	419.585112852684	829.463480106944	477.718083855681	473.078781521655	642.758797373832
IFRD2	206.764239819828	167.602433263222	241.936988749425	191.752234998046	279.42142805784	201.068509525444	348.31562509829	274.302641697778	225.275610248407	312.901764668796
ALS2CL	36.4274467176371	31.4957592709411	54.2882999145052	18.2621176188615	1300.75492371753	29.0801563363246	1277.15729202706	84.7564342324594	56.3189025621018	2019.21828431588
IMPAD1	550.516201803164	626.54063978265	574.747870834	709.613713190047	729.707453502774	724.511323579288	759.60356659853	690.379682475306	718.62919669242	545.651353166275
ADARB1	229.338995532166	42.7442447248486	61.3693825120493	46.9597310199296	272.355598842585	35.7270492131988	217.451280075486	151.020555541473	225.275610248407	221.959872474417
CHKA	151.866538428459	65.2412156326637	108.57659982901	121.312638468151	373.204252187598	92.2256386666295	559.863250511093	238.85904192784	470.826025419171	605.765485294763
BMS1	402.754164413312	476.93578324568	634.937072913126	550.472402511397	462.490639544012	467.775086210022	604.140660481214	557.851439857278	355.935464192484	554.899681186042
MAPK1IP1L	739.323249579086	717.653371959301	836.747926943134	971.805544717987	845.330113388777	913.116908960593	1289.94854379621	584.048883165493	1103.8504902172	924.832801976737
DST	841.422712914435	1583.78675191018	1162.47772643016	1193.55983008988	1733.69755017957	1498.04348212552	1735.67447082876	636.443769781923	497.85909864898	1028.10579819747
DSP	812.691205644186	1340.81946610578	747.054214040908	1143.9912251244	1388.11426674251	1055.19424420378	1914.75199559681	748.938673399551	351.429951987515	910.960309947086
THBD	194.963799333832	41.6193961794579	57.8288412132772	32.6109243193955	634.63993315206	49.0208349669472	436.870445038533	66.2641213090137	141.923634456497	124.85242826686
DSE	136.474659533683	50.6181845425839	31.8648716889487	36.524235237723	340.444498553231	65.6380671591327	163.33444566756	191.087233542272	146.429146661465	235.832364504068
PDAP1	827.05695927931	1451.05462355407	1698.27964297767	1613.58853532369	770.817732573353	1425.75852208952	812.736458562676	946.190011249638	660.057538027834	793.814821696699
SLC22A23	91.8382107388316	592.795183420927	955.94615066846	828.317477712646	130.396666426992	849.140565020679	331.588603554021	50.8538605394757	245.550415170764	138.724920296511
ZNF83	606.440028454184	1115.84975702763	1605.04538877667	1600.54416559593	1112.54692734754	1464.80901774115	452.61352413902	1462.43374702916	975.443392375604	1046.60245423701
AUH	465.860867881894	206.972132351899	143.982012816731	169.576806460857	375.773644629509	184.451277333259	532.312862085239	243.482120158702	518.133903571337	471.664729008136
CAPZA2	1458.12399396514	1961.73586316147	1051.54076573531	1278.3482333203	1490.24761630848	1770.56609007736	1335.20989621011	805.956638246842	774.948099254521	1240.81734265212
CAPZA1	1148.74722818013	1710.89463753934	1215.58584591175	1407.48749362511	1006.5594891187	1574.48275020958	867.837235414382	1587.25685926242	1358.4119297979	827.72535776918
TRPC4AP	635.684598354259	613.042457237961	559.405525205988	540.03690672919	637.851673704449	635.609131351095	696.631250196579	705.789943244844	491.100830341528	653.548513396894
PEX26	164.693104174106	273.338196529953	202.991034462932	250.451898772958	220.967750004361	234.302973909815	249.921380720242	238.85904192784	148.681902763949	252.787632540308
CPVL	669.033669292941	22.4969709078151	4.7207217316961	24.7843024827406	2180.12948696163	11.6320625345298	1773.06428369242	953.895141634407	340.166171475095	890.922265904257
RGCC	1163.11298181526	0	3.54054129877208	1.30443697277582	255.012199859684	1.66172321921855	272.552056927193	528.571944395156	2007.20568731331	123.311040263565
LIN7A	721.879120165006	299.20971307394	319.828897322411	180.012302243063	174.076337939482	262.552268636531	247.953495832681	124.823112233258	702.859903975031	192.67350041182
LIN7C	303.733076856918	206.972132351899	136.900930219187	156.532436733099	253.085155528251	206.0536791831	284.359366252558	224.989807235256	265.825220093121	226.584036484301
IMMP2L	312.968204193784	393.696990886764	328.090160352879	373.068974213885	312.823529802686	388.843233297141	306.006100015729	280.466746005593	344.671683680063	336.022584718214
RPL37A	4645.26905044347	7614.09980375001	9946.56068868368	10319.4008916295	3984.48532929376	7362.26472274778	4259.48683912569	5379.72203464574	6904.69745411369	6262.6594573858
NFATC4	95.4296491476127	3.37454563617226	15.3423456280123	0	282.633168610229	2.49258482882782	221.387049850608	32.36154761603	148.681902763949	308.277600658912
AP2B1	1845.48627948367	519.680027970528	580.64877299862	451.335192580434	2331.72364103439	530.089706930717	2233.54934738169	1517.9106857995	1425.99461287242	2435.39304520541
GFER	147.762037389852	282.336984893079	388.279362432004	302.629377683991	143.243628636548	267.537438294186	188.916949205852	184.923129234457	186.978756506178	188.049336401937
PPP1R14B	215.486304526867	727.777008867818	1065.70293093039	949.630116180798	282.633168610229	778.51732820389	279.439654033656	758.184829861274	396.485074037197	480.913057027903
PPP1R14C	44.6364487948511	425.192750157705	444.928023212358	353.502419622248	146.455369188937	481.06887196377	113.153381034755	577.884778857678	227.528366350891	188.049336401937
PPP1R14A	57.9760771703239	2.24969709078151	2.36036086584805	2.60887394555164	288.414301604529	2.49258482882782	177.109639880486	57.0179648472909	76.5937074844585	137.183532293216
SRRT	810.638955124882	816.640043953687	1660.5138691241	1280.95710726586	815.13975219632	916.44035539903	989.846098443162	750.479699476504	723.134708897388	1413.45279902111
PCDH12	437.642423241471	1.12484854539075	1.18018043292403	0	167.652856834704	0.830861609609275	182.029352099389	100.166695001998	310.880342142802	100.190220214147
PCDH17	488.435623594233	0	4.7207217316961	3.91331091832746	237.668800876784	0.830861609609275	137.751942129267	292.794954621224	434.781927779426	349.895076747866
ALKBH7	440.720799020427	484.809723063415	719.910064083655	553.081276456948	371.919555966643	547.537800732512	518.537667872312	497.75142285608	439.287439984394	463.957788991663
ALKBH2	140.066097942464	465.687297791772	703.387538022719	579.170015912465	107.272134449792	461.959054942757	139.719827016828	57.0179648472909	205.000805326051	123.311040263565
ALKBH3	200.094425632091	241.842437259012	325.729799487031	300.020503738439	164.441116282315	234.302973909815	123.97674791634	181.841077080549	153.187414968917	154.138800329456
PVR	106.717027003782	193.47394980721	316.288356023639	316.978184384525	223.537142446272	289.139840144028	344.379855323168	194.16928569618	117.143317329172	473.20611701143
LIME1	714.696243347444	106.860611812122	421.324414553877	216.536537480786	192.704433143338	176.142661237166	456.549293914142	1254.3952266404	1198.46624652153	360.684792770927
FAM219B	699.304364452668	557.924878513814	824.946122613894	618.303125095739	652.625680245439	648.072055495234	733.037120616457	735.069438706966	765.937074844585	627.344917340887
FAM219A	281.158321144579	247.466679985966	252.558612645741	346.980234758368	186.28095203856	311.573103603478	197.772431199876	277.384693851685	220.770098043439	183.425172392053
NRIP1	503.827502489009	449.939418156301	305.666732127323	305.238251629542	618.581230390115	392.166679735578	676.95240132097	412.994988623621	443.792952189362	417.716148892826
VTI1B	849.118652361823	842.511560497674	849.729911705298	926.150250670833	644.917502919705	898.992261597235	785.186070136822	490.046292471311	966.432367965668	914.043085953675
CDKN2AIP	338.108273055252	155.229099263924	73.1711868412896	92.6150250670833	397.613480385754	138.753888804749	386.689380405728	194.16928569618	193.73702481363	241.997916517246
CHSY1	295.011012149878	100.111520539777	70.8108259754415	80.8750923121009	504.885614835546	95.5490851050666	512.63401320963	240.400068004794	380.715781319808	357.602016764338
OCIAD2	1576.12839882509	2067.47162642821	1648.71206479486	2092.31690433242	716.860491293218	2130.32916703818	667.112976883165	3515.08048153164	1759.40251604006	1185.32737453352
OCIAD1	1341.65877699466	1211.46188338584	1071.60383309501	1170.07996457991	1131.17502255139	1166.52969989142	1117.75861613462	1539.48505087685	1471.0497349221	1171.45488250387
AHCTF1	339.134398314903	238.46789162284	244.297349615273	207.405478671356	334.021017448453	223.501772984895	367.010531530119	212.661598619626	385.221293524777	225.042648481006
TRMU	212.407928747912	185.600009989474	328.090160352879	296.107192820111	174.71868604996	220.178326546458	272.552056927193	351.353945545468	261.319707888153	206.545992441471
SH3GLB1	789.090324672196	824.513983771422	718.729883650731	630.043057850722	725.211016729429	815.075239026699	707.454617078164	762.807908092135	880.827636071273	547.192741169569
SH3GLB2	477.66130836789	511.806088152793	728.171327114124	704.395965298943	887.082740569833	627.300515255002	1081.35274571475	804.415612169888	394.232317934713	1217.6965226027
CHERP	370.944281364108	401.570930704499	567.666788236456	550.472402511397	309.611789250297	402.137019050889	434.902560150972	388.33857139236	376.21026911484	385.34700082364
RCBTB2	898.372664825107	218.220617805806	165.225260609364	207.405478671356	540.214760911825	196.914201477398	305.022157571948	365.223180238053	810.992196894266	334.48119671492
RCBTB1	340.673586204381	212.596375078852	114.47750199363	215.23210050801	304.473004366474	233.472112300206	257.792920270486	249.646224466517	423.518147267006	291.322332622672
HELZ	409.423978601048	265.464256712218	246.657710481121	255.669646664061	437.439063235378	269.199161513405	383.737553074387	394.502675700175	504.617366956433	450.085296962012
MYADM	258.583565432241	155.229099263924	460.27036884037	344.371360812817	382.839473844765	221.840049765676	492.95516433402	204.956468234856	214.011829735987	406.926432869764
CLUH	934.287048912918	523.0545736067	885.135324693019	705.700402271719	737.415630828507	610.683283062817	1533.96626985377	1035.56952371296	1063.30088037248	1644.6609995153
HMCES	319.124955751694	437.566084157003	581.828953431544	508.73041938257	366.78077108282	485.223180011816	416.207653719143	337.484710852884	234.286634658344	339.105360724804
FOS	14066.1250593062	403.820627795281	623.135268583885	750.051259346097	16676.6416442245	433.709760216041	1967.88488756096	744.315595168689	1628.74266209599	3016.49632244746
KIAA0753	240.113310758509	136.106673992281	148.702734548427	122.617075440927	226.748882998661	99.703393153113	217.451280075486	241.941094081748	229.781122453376	292.863720625967
SAFB2	984.567186635854	968.494597581439	2327.31581372618	2045.35717331249	952.602247838568	1258.75533855805	1344.06537820413	1578.0107028007	1308.85129554325	2191.85374068487
SEC14L2	226.773682383037	859.384288678536	1351.30659569801	1283.56598121141	109.199178781225	1134.95695872627	133.816172354145	160.266712003196	322.144122655223	107.897160230619
SEC14L1	1404.76548046325	1058.4824812127	874.513700796703	940.499057371367	1672.0321315737	1002.01910118879	2163.68943387327	548.605283395556	1689.56707686306	1083.59576631608
UPF1	857.327654439037	618.666699964915	767.117281400616	725.266956863357	973.799735484335	599.882082137896	1227.96016983804	832.154081555056	583.463830543375	943.329458016272
UPF2	556.159890731248	663.660641780545	1554.29763016094	1112.68473777778	661.618553792128	653.05722515289	612.996142475238	881.466916017578	880.827636071273	1243.90011865871
COMT	460.21717895381	483.684874518024	421.324414553877	422.637579179366	732.919194055163	461.959054942757	629.723164019507	890.713072479301	394.232317934713	650.465737390305
GNAQ	993.80231397272	602.918820329444	566.486607803532	534.819158838087	1113.83162356849	579.110541897664	836.351077213407	1084.88235817548	1360.66468590038	1162.2065544841
EFHD2	445.851425318685	521.92972506131	811.964137851729	918.323628834178	351.364416431353	638.101716179923	276.487826702315	993.961819635206	770.442587049553	351.43646475116
EFHD1	196.50298722331	3.37454563617226	5.90090216462013	3.91331091832746	1628.99480817169	2.49258482882782	2202.06318918071	275.843667774732	371.704756909872	1697.06819162731
AEBP1	588.482836410279	897.629139221821	987.811022357409	1275.73935937475	2166.6401766416	2213.41532799911	627.755279131946	302.041111082946	1311.10405164573	940.246682009683
AEBP2	340.160523574555	232.843648895886	186.468508401996	206.10104169858	343.013890995142	209.377125621537	332.572545997802	215.743650773533	376.21026911484	263.57734856337
ZDHHC20	335.029897276296	269.963650893781	244.297349615273	292.193881901784	364.211378640909	313.234826822697	209.579740525242	246.564172312609	216.264585838471	229.66681249089
ZDHHC21	343.751961983336	199.098192534163	218.333380090945	189.143361052494	488.184563963123	206.884540792709	300.102445353046	246.564172312609	283.847268912993	371.474508793989
KIFAP3	603.874715305055	681.658218506797	443.747842779433	588.301074721895	461.848291433534	614.006729501254	354.219279760972	527.030918318202	464.067757111719	490.161385047671
MS4A7	228.312870272514	0	0	1.30443697277582	379.627733292376	0	69.859913508414	411.453962546667	511.375635263885	78.6107881680227
ZNF146	344.778087242988	362.201231615823	253.738793078665	213.927663535235	324.385795791286	310.742241993869	315.845524453534	101.707721078951	193.73702481363	208.087380444766
ZNF148	605.926965824358	379.073959796684	266.72077784083	281.758386119577	604.449571959604	343.14584476863	422.111308381825	309.746241467715	596.980367158279	442.378356945539
DSC2	284.749759553361	428.567295793877	218.333380090945	284.367260065129	222.252446225317	288.308978534418	153.495021229755	174.13594669578	252.308683478216	131.017980280038
DDX31	150.840413168807	255.340619803701	316.288356023639	298.716066765663	156.090590846104	256.736237369266	142.671654348169	228.071859389164	186.978756506178	169.552680362402
MAGOH	417.119918048436	317.207289800193	278.52258217007	276.540638228474	294.837782709307	272.522607951842	351.267452429631	454.602692701373	434.781927779426	331.398420708331
DDX3X	3386.21335685077	1868.37343389404	1475.22554115503	1447.92503978116	2961.22478930263	1829.55726435962	2915.42146092156	1901.626178961	1937.3702481363	2404.56528513952
C20orf27	162.640853654802	263.214559621436	402.441527627093	258.278520609613	133.608406979381	265.044853465359	88.5548199402431	138.692346925843	177.967732096242	126.393816270154
SOD1	2714.6143744087	3640.00989288448	3182.9466275961	3897.65767465415	2329.79659670296	3644.15901974628	3211.58813649948	4330.2832762402	4356.8303022042	3110.52099064843
RANGAP1	265.766442249803	1086.60369484747	1655.79314739241	1447.92503978116	562.05459666807	1085.10526214971	648.418070451336	547.064257318602	283.847268912993	863.177281844955
VWA1	1983.50012690683	460.063055064818	481.513616633002	393.939965778298	1360.49329799197	428.724590558386	769.442991036335	536.277074779925	2011.71119951828	1347.17311487945
ISLR	10.2612525965175	1.12484854539075	18.8828869267844	0	525.440754370835	1.66172321921855	110.201553703414	7.70513038476904	4.50551220496815	146.431860312983
PKIG	623.884157868264	347.578200525743	403.621708060017	477.423932035951	592.244957860526	422.908559291121	604.140660481214	587.130935319401	601.485879363248	490.161385047671
NIT2	1080.50989841329	2277.81830441628	2251.78426601904	2488.86574405627	559.485204226158	2283.20770320629	595.28517848719	2573.51354851286	1202.9717587265	1034.27135021065
NIT1	526.915320831174	517.430330879747	658.540681571606	640.478553632928	350.079720210398	571.632787411181	331.588603554021	679.592499936629	563.189025621018	557.982457192631
HCFC1R1	437.642423241471	972.993991763002	1998.04547294037	1673.59263607138	388.620606839065	1203.08761071423	378.817840855484	1243.60804410172	1076.81741698739	410.009208876353
INO80	298.089387928833	330.705472344882	368.216295072296	305.238251629542	314.108226023641	286.6472553152	382.753610630606	229.612885466117	223.022854145923	295.946496632556
KANSL1L	638.762974133214	392.572142341373	297.405469096854	320.891495302852	501.031526172679	361.424800180035	290.263020915241	641.066848012784	894.344172686177	500.951101070733
CYHR1	381.205533960625	512.930936698184	1036.19842010729	684.829410707306	371.919555966643	609.021559843598	430.96679037585	335.94368477593	466.320513214203	527.15469712674
NUP153	545.898638134731	611.91760869257	483.87397749885	426.550890097694	467.629424427834	478.576287134942	475.244200345971	254.269302697378	414.50712285707	308.277600658912
REX1BD	348.369525651769	416.193961794579	711.648801053187	663.958419142893	404.036961490532	543.383492684466	339.460143104265	545.523231241648	272.583488400573	511.740817093795
SORCS3	1.53918788947762	1083.2291492113	1103.46870478396	1321.39465342191	26.9786206400673	1285.34291006555	11.8073093253657	6.16410430781523	0	64.7382961383716
CARS2	394.032099706272	772.770950683448	1017.31553318051	1133.55572934219	354.576156983742	980.416699338944	398.496689731094	403.748832161898	540.661464596178	591.892993265112
GPKOW	206.251177190002	269.963650893781	245.477530048197	236.103092072424	208.763135905283	241.780728396299	211.547625412803	197.251337850087	153.187414968917	184.966560395347
MAPK3	711.617867568488	793.018224500481	848.549731272374	764.400066046631	542.784153353736	742.790278990692	477.212085233532	477.718083855681	759.178806537133	352.977852754455
MAPK1	1946.04655492954	1794.13342989825	1101.10834391812	1515.7557623655	1179.35113083723	1750.62541144674	1125.63015568487	1408.49783433578	2099.56868751516	849.304789815304
MAPK6	275.514632216495	550.050938696079	410.702790657561	440.899696798228	237.026452766306	571.632787411181	286.327251140119	228.071859389164	216.264585838471	269.742900576548
MAPK8	386.84922288871	179.975767262521	172.306343206908	142.183630032565	312.823529802686	160.35629065459	366.026589086338	200.333390003995	364.94648860242	260.494572556781
BCOR	274.488506956843	173.226675990176	159.324358444743	110.877142685945	334.663365558931	178.635246065994	421.127365938045	163.348764157104	297.363805527898	249.704856533719
THNSL2	637.223786243737	656.9115505082	925.261459412436	1177.90658641657	406.606353932443	830.861609609275	635.626818682189	12.3282086156305	1162.42214888178	880.132549881195
GPBP1L1	891.189788007545	679.408521416015	644.378516376518	683.52497373453	976.369127926247	758.576649573268	970.167249567552	818.284846862472	1020.49851442529	920.208637966853
STAT5B	874.258721223291	177.726070171739	210.072117060476	270.018453364595	813.212707864887	253.412790930829	796.993379462188	673.428395628814	921.377245915986	664.338229419956
SERPINA3	1.02612525965175	11.2484854539075	18.8828869267844	14.348806700534	489.469260184079	10.8012009249206	110.201553703414	6.16410430781523	6.75826830745222	2285.87840888584
SERPINA5	2.0522505193035	44.9939418156301	24.7837890914045	24.7843024827406	285.844909162618	31.5727411651524	3101.38658279607	0	0	1179.16182252034
EXOC6B	254.479064393634	128.232734174546	100.315336798542	108.268268740393	288.414301604529	147.062504900842	226.30676206951	126.364138310212	220.770098043439	189.590724405231
ZC3HC1	359.656903507938	461.187903610209	542.882999145052	520.470352137553	143.885976747026	429.555452167995	148.575309010852	442.274484085743	331.155147065159	203.463216434882
FOXRED1	202.659738781221	204.722435261117	351.69376901136	281.758386119577	222.252446225317	183.62041572365	249.921380720242	295.877006775131	218.517341940955	262.035960560076
SYNPO	2449.87405741855	3997.71173031874	6151.10041640002	5586.90355439884	1795.36296878543	4202.49802140371	1949.18998112913	1767.55691026602	1804.45763808974	1795.71702383816
CTC1	221.129993454952	102.361217630559	121.558584591175	122.617075440927	233.814712213917	84.747884180146	306.990042459509	206.49749431181	250.055927375732	257.411796550192
ANP32E	815.769581423141	616.417002874133	516.919029620723	566.125646184706	752.189637369497	508.487305080876	900.307336059138	659.55916093623	914.618977608534	615.01381331453
ANP32B	804.995266196798	1391.43765064836	1905.9913991723	1535.32231695714	797.79635321342	1287.83549489438	815.688285894017	560.933492011186	1047.53158765509	841.597849798831
ANP32A	1308.82276868581	1721.01827444785	1584.98232141697	1637.06840083366	1136.31380743522	1597.74687527864	1241.73536405096	1502.50042502996	1554.40171071401	1020.398858181
SLC43A3	204.711989300524	1251.95643101991	1490.56788678304	1573.15098916764	138.747191863203	1502.19779017357	65.9241437332921	89.3795124633209	110.38504902172	44.7002520955423
ALMS1	303.220014227092	220.470314896588	228.955003987261	170.881243433633	253.085155528251	201.068509525444	172.189927661584	265.056485236055	236.539390760828	206.545992441471
MBTD1	266.279504879629	200.223041079554	179.387425804452	142.183630032565	240.238193318695	176.142661237166	197.772431199876	157.184659849288	268.077976195605	225.042648481006
SYAP1	453.034302136248	975.243688853783	760.036198803072	909.192570024747	393.759391722888	964.630328756368	533.29680452902	633.361717628015	452.803976599299	562.606621202515
CTCF	508.958128787268	557.924878513814	476.792894901306	465.683999280968	499.746829951724	505.163858642439	451.62958169524	325.156502237254	459.562244906751	349.895076747866
RARS2	358.630778248287	362.201231615823	279.702762602994	358.720167513351	283.275516720707	338.991536720584	271.568114483412	360.600102007191	182.47324430121	254.329020543603
RASGRP3	377.614095551844	103.486066175949	61.3693825120493	76.9617813937734	147.097717299415	87.2404690089738	106.265783928292	224.989807235256	301.869317732866	151.056024322867
C7orf26	171.362918361842	273.338196529953	264.360416974982	294.802755847336	209.405484015761	265.875715074968	205.64397075012	158.725685926242	139.670878354013	217.335708464533
ZNF428	243.704749167291	210.346677988071	221.873921389717	290.889444929008	368.065467303776	246.765898053955	336.508315772924	429.946275470112	175.714975993758	534.861637143213
CCDC183	30.7837577895525	604.043668874835	1464.60391725872	1342.26564498632	44.9643677334456	823.383855122791	56.0847192954873	36.9846258468914	27.0330732298089	33.9105360724804
NEDD8	355.039339839505	402.69577924989	473.252353602534	478.728369008726	296.122478930263	353.116184083942	316.829466897314	303.5821371599	484.342562034076	410.009208876353
NEDD9	452.008176876596	478.06063179107	414.243331956333	409.593209451608	1359.85094988149	357.270492131988	1171.87545054255	520.866814010387	844.783538431528	1086.67854232267
NEDD1	277.566882735798	177.726070171739	88.5135324693019	105.659394794842	237.668800876784	119.644071783736	166.286272998901	115.576955771536	195.989780916114	129.476592276743
NEDD4	210.355678228609	309.333349982457	200.630673597084	174.79455435196	197.843218027161	246.765898053955	89.5387623840236	67.8051473859676	139.670878354013	118.686876253681
LMOD1	92.8643359984834	0	3.54054129877208	0	287.129605383574	0.830861609609275	231.226474288413	32.36154761603	69.8354391770063	83.2349521779063
TIA1	1753.13500611501	1011.23884230629	993.711924522029	937.890183425815	1512.7298001752	1201.42588749501	867.837235414382	1185.04905317748	1153.41112447185	1438.11500707383
AGXT2	2025.57126255255	556.800029968423	385.919001566156	533.514721865311	84.7899505830688	574.956233849618	579.542099386702	873.761785632809	1248.02688077618	514.823593100384
DAB2	6228.0672634563	1625.40614808964	1082.22545699133	1845.77831647779	2051.65986486607	2103.74159553068	2006.2586428684	6295.09152435631	8308.16450596126	3987.57076452303
RAB5A	353.500151950028	155.229099263924	159.324358444743	156.532436733099	560.769900447114	138.753888804749	602.172775593653	332.861632622023	434.781927779426	440.836968942245
RAB5C	1160.0346060363	849.260651770019	765.937100967692	815.273107984888	1227.52723912306	891.514507110752	1350.9529753106	810.579716477703	914.618977608534	1174.53765851046
RAB5B	1253.41200466461	841.386711952284	583.009133864468	723.962519890581	1454.27612212173	859.941765945599	1614.64955024377	1188.13110533139	1430.50012507739	1462.77721512654
CSRNP1	671.085919812244	69.7406098142267	99.1351563656181	93.9194620398591	2005.41080091167	114.65890212608	799.945206793529	189.546207465318	373.957513012356	1066.64049827984
CSRNP2	254.99212702346	138.356371083063	134.540569353339	122.617075440927	380.912429513332	118.813210174126	471.308430570849	235.776989773933	195.989780916114	386.888388826935
COX6C	963.531618812993	1347.56855737812	1387.89218911865	1613.58853532369	758.613118474275	1497.21262051591	1149.2447743356	1918.57746580749	1308.85129554325	1062.01633426995
BUB3	826.030834019659	845.886106133847	731.711868412896	722.658082917805	642.990458588272	761.069234402096	586.429696493165	856.810498786317	734.398489409808	530.237473133329
NUPR1	1164.13910707491	2812.12136347688	2699.07265009725	4275.94439675914	572.974514546192	3596.79990799855	361.106876867436	3165.26756206312	1335.88436877306	487.078609041082
ADSSL1	3793.07202230269	1445.43038082712	1796.23461891037	1732.29229984629	71.9429883735129	1710.7440541855	141.687711904389	72.428225616829	1110.60875852465	57.0313561218988
NASP	918.895170018142	1249.70673392913	2501.98251779893	2151.01656810733	903.141443331778	1247.12327602352	1179.74699009279	1040.19260194382	1329.1261004656	1080.51299030949
TMEM131	350.934838800898	427.442447248486	311.567634291943	349.58910870392	468.914120648789	372.226001104955	425.063135713167	297.418032852085	394.232317934713	308.277600658912
TMEM134	307.324515265699	323.956381072537	402.441527627093	370.460100268333	219.040705672928	343.97670637824	303.054272684388	499.292448933034	556.430757313566	368.3917327874
TMEM135	548.46395128386	258.715165439873	228.955003987261	255.669646664061	224.17949055675	332.34464384371	191.868776537193	314.369319698577	569.947293928471	168.011292359107
TMEM139	329.899270978038	2.24969709078151	5.90090216462013	27.3931764282922	252.442807417773	14.1246473633577	238.114071394876	1181.96700102357	459.562244906751	302.112048645734
C11orf80	85.1683965510952	237.343043077449	456.729827541598	911.801443970299	498.462133730768	535.074876588373	327.652833778899	204.956468234856	99.1212685092992	519.447757110267
HCLS1	531.532884499606	31.4957592709411	34.2252325547967	22.175428537189	822.847929522054	26.5875715074968	237.130128951095	1132.65416656105	696.101635667579	352.977852754455
KRI1	208.303427709305	373.44971706973	678.603748931314	538.732469756414	247.304022533951	384.688925249094	263.696574933168	226.53083331221	247.803171273248	309.818988662207
TECPR1	171.362918361842	170.976978899395	289.144206066386	283.062823092353	255.654547970162	275.01519278067	211.547625412803	263.515459159101	189.231512608662	439.29558093895
COQ5	497.670750931099	367.825474342776	277.342401737146	270.018453364595	264.647421516851	335.668090282147	235.162244063534	412.994988623621	423.518147267006	325.232868695153
COQ4	431.998734313387	521.92972506131	1038.55878097314	915.714754888626	360.99963808852	544.214354294075	526.409207422556	718.118151860475	549.672489006114	921.750025970148
FCHO2	826.543896649485	284.586681983861	202.991034462932	178.707865270287	662.903250013083	260.890545417312	354.219279760972	354.435997699376	587.969342748343	366.850344784106
AUP1	1112.3197814625	1493.79886827892	2559.81135901221	2047.96604725804	818.993840859187	1704.92802291823	850.126271426334	1454.72861664439	1268.30168569853	1148.33406245445
PNPO	233.443496570773	284.586681983861	251.378432212817	263.496268500716	195.273825585249	298.27931784973	358.155049536094	365.223180238053	400.990586242165	329.857032705036
APBB1IP	222.66918134443	516.305482334356	480.333436200078	598.736570504102	205.551395352894	647.241193885625	38.3737553074387	852.187420555456	761.431562639617	120.228264256976
SKI	431.485671683561	209.22182944268	232.495545286033	180.012302243063	400.825220938143	229.31780425216	438.838329926094	292.794954621224	335.660659270127	262.035960560076
LIMCH1	612.083717382269	335.204866526445	330.450521218727	503.512671491467	1097.13057269607	330.682920624491	1054.78629973267	560.933492011186	1554.40171071401	1115.96491438526
CLDND1	790.629512561673	494.933359971932	385.919001566156	461.770688362641	589.033217308137	475.252840696505	503.778531215605	547.064257318602	608.2441476707	388.42977683023
ZFAS1	1104.11077938528	1100.10187739216	1491.74806721597	1360.52776260518	648.771591582572	1258.75533855805	405.384286837557	1157.31058379231	1052.03709986006	639.676021367243
GEM	583.35221011202	302.584258710113	408.342429791713	392.635528805522	589.033217308137	359.763076960816	211.547625412803	80.133356001598	126.154341739108	223.501260477711
RIC8A	686.990861336846	805.39155849978	888.675865991791	753.964570264425	655.837420797827	787.656805909592	679.904228652311	893.795124633209	727.640221102356	673.586557439723
