TCGA-KL-8323-01	TCGA-KL-8324-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8327-01	TCGA-KL-8328-01	TCGA-KL-8329-01	TCGA-KL-8330-01	TCGA-KL-8331-01	TCGA-KL-8332-01	TCGA-KL-8333-01	TCGA-KL-8334-01	TCGA-KL-8335-01	TCGA-KL-8336-01	TCGA-KL-8337-01	TCGA-KL-8338-01	TCGA-KL-8339-01	TCGA-KL-8340-01	TCGA-KL-8341-01	TCGA-KL-8342-01	TCGA-KL-8343-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8346-01	TCGA-KM-8438-01	TCGA-KM-8439-01	TCGA-KM-8440-01	TCGA-KM-8441-01	TCGA-KM-8442-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8418-01	TCGA-KN-8419-01	TCGA-KN-8421-01	TCGA-KN-8422-01	TCGA-KN-8423-01	TCGA-KN-8424-01	TCGA-KN-8425-01	TCGA-KN-8426-01	TCGA-KN-8427-01	TCGA-KN-8428-01	TCGA-KN-8429-01	TCGA-KN-8431-01	TCGA-KN-8432-01	TCGA-KN-8433-01	TCGA-KN-8434-01	TCGA-KN-8435-01	TCGA-KN-8436-01	TCGA-KN-8437-01	TCGA-KO-8403-01	TCGA-KO-8404-01	TCGA-KO-8405-01	TCGA-KO-8406-01	TCGA-KO-8407-01	TCGA-KO-8408-01	TCGA-KO-8409-01	TCGA-KO-8410-01	TCGA-KO-8411-01	TCGA-KO-8413-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KO-8416-01	TCGA-KO-8417-01
PUS7L	215.397	136.748	289.074	73.6621	125.472	149.071	190.681	213.656	162.451	163.909	266.05	260.082	129.628	247.923	151.388	141.917	291.667	188.176	303.013	115.851	406.524	178.007	260.465	141.448	165.435	104.884	311.348	191.156	196.561	172.199	99.6712	152.964	122.916	296.435	234.884	120.735	172.165	529.312	210.001	252.833	125.61	465.813	204.834	302.033	256.364	295.544	114.754	141.895	261.971	319.187	246.048	145.17	72.3684	117.139	220.086	150.415	105.235	142.659	422.002	239.245	148.032	171.742	79.5271	113.639	206.445
RTL6	1410.05	723.214	1298.16	303.547	302.83	392.388	1046.1	601.437	640.368	1086.42	1044.7	915.226	744.055	564.607	860.52	673.872	739.583	1122.34	1183.74	691.064	887.759	1051.97	1292.25	1058.92	228.504	607.014	766.014	825.838	1295.01	1133.19	395.916	907.434	1123.15	918.846	545.581	544.807	290.556	1596.21	1138.2	859.983	552.439	1282.38	1324.47	903.142	688.182	983.08	702.295	1279.09	579.806	643.948	866.667	567.641	240.132	503.12	1278.04	738.085	481.303	218.837	1200	660.377	1013.04	696.711	390.113	645.535	827.196
FYTTD1	1753.49	696.429	1579.89	827.586	895.283	968.283	1449.64	1216.6	1261.05	2115.58	1914.9	1609.14	1517.41	1654.09	1365.15	1186.09	1385.42	1161.82	1759.22	1052.09	1137.85	1559.86	1924.03	1107.93	1116.32	1418.11	1244.25	1744.06	1659.47	1401.24	757.224	1481.95	1328.72	1428.18	1044.19	622.422	1272.48	1138.76	1749.23	922.058	838.618000000001	2341.23	1271	1364.51	1375.45	786.238	648.525	1268.9	1665.86	1206.89	1818.9	1248.72	1254.39	1180.03	1412.07	1001.31	906.517	527.701	1771.33	1372.83	1122.28	554.202	665.234	1144.81	1202.2
POLDIP3	3197.85	3778.2	2077.26	1821.28	1568.87	2615.77	2531.49	1827.18	2429.79	2562.12	1543.09	2749.7	3418.08	1477.22	3115.78	3206.3	1631.47	2676.47	2797.76	2832.51	1378.11	1956.36	2520.54	3574.02	1747.02	1517.75	2550.47	1245.33	2604.18	2859.34	1958.82	1234.51	1557.35	2602.04	2245.58	2952.01	1505.2	2672.58	2076.71	2310.72	2141.87	2326.11	2403.32	2156.38	2570	2777.21	3264.3	2625.06	2492.02	2498.88	1408.59	1866.35	1283.44	1884.3	2223.93	2943.16	2719.02	1894.74	2386.65	2195.09	3188.94	3711.33	2603.44	2446.4	2781.16
SARNP	831.264	1173.1	797.868	1087.77	1460.2	1133.94	901.945	866.586	1211.97	935.955000000001	740.104	903.184	986.889	1123.45	852.006	1346.39	1215.89	926.196	864.479	1044.14	689.663	754.361000000001	805.023	1228.04	1074.63	895.055	820.144	581.106	938.722	1013.23	1358.12	441.35	698.031999999999	1035.97	659.065	1510.11	983.714	668.763	874.282	691.463	966.649999999999	930.804	942.018	888.325000000001	822.618	729.724	579.357	733.343999999999	879.029	1086.15	528.333	1238.5	1102.37	864.786	808.064	893.581	1069.54	1698.52	813.515	1126.65	754.07	872.887	1121.47	1096	1028.07
ZNF528	256.482	125.94	165.567	374.243	533.962	163.571	308.533	242.731	299.057	284.213	380.071	354.092	424.601	287.27	392.698	509.868	107.04	428.856	159.215	274.36	390.389	372.667	396.512	236.893	179.99	321.206	429.956	298.188	452.461	373.029	434.677	320.324	351.233	585.399	122.326	281.215	35.6981	169.439	401.032	245.161	151.22	32.5444	106.344	233.641	219.091	446.137	80.6557	292.76	167.592	137.485	313.058	272.085	307.566	254.921	430.285	380.411	475.962	283.241	87.6465	253.962	169.435	346.326	143.471	333.553	469.901
TMEM209	435.58	218.515	457.645	290.693	212.264	421.84	426.715	476.642	373.309	172.839	603.487	551.989	346.343	291.854	375.624	328.007	717.313	374.252	972.39	437.36	643.985	519.38	524.031	195.189	481.266	476.784	475.955	639.189	496.291	353.527	349.541	243.842	369.67	626.146	561.861	735.283	338.003	667.11	370.081	447.428	969.919	945.761	711.178	556.007	500.909	557.248	254.426	319.671	562.457	415.055	830.24	452.896	544.408	307.249	483.384	379.099	373.932	352.493	280.613	514.34	450.34	442.956	349.812	318.295	508.499
UBE3B	1937.38	1997.18	1902.35	1705.1	1572.64	2131.4	2297.44	2809.21	2450.71	1338.59	1174.25	2068.95	1744.16	2227.87	2366.81	2058.74	2083.33	2002.31	2495.87	1854.96	2502.28	1544.36	2541.86	2663	2208.88	1536.55	2569.09	1564.55	2662.17	2432.78	1804.46	1625.46	1622.49	2274.36	1590.23	1842.14	1551.74	2356.18	2006.82	1657.19	2221.54	1476.99	945.015	1925.32	2068.18	2243.65	1302.3	1767.98	2458.71	1864.96	1660.82	1515.16	792.763	1180.03	1779.73	2047.66	1830.66	1599.03	1462.58	1525.28	1343.89	2063.74	1481.46	2130.74	2715.65
ZNF551	260.87	58.9944	272.384	58.6726	198.113	121.441	229.082	232.277	202.243	254.794	169.545	244.858	151.809	278.865	201.05	150.93	170.966	234.38	85.9594	207.005	124.132	136.09	153.915	113.739	68.1001	88.2771	278.654	104.403	178.018	140.249	122.879	139.917	92.1871	157.212	56.2791	153.356	87.2119	178.606	211.665	206.078	54.0325	39.7765	157.22	288.521	122.727	238.015	43.2787	193.679	136.145	131.186	142.955	136.947	34.0515	68.1037	267.692	182.335	96.1538	51.2465	250.676	184.709	90.9598	143.321	76.4965	138.735	227.5
ZNF160	692.86	623.12	706.997	530.466	935.849	495.695	575.354	780.137	694.108	610.98	904.569	524.188	479.181	697.928	533.082	481.203	583.692	544.366	579.958	493.938	470.361	625.897	614.341	484.963	584.602	443.57	614.712	394.329	849.966	678.838	585.568	571.364	458.17	657.385	489.302	535.433	379.575	859.023	580.082	675.153	423.171	469.429	563.746	867.283	686.364	763.677	371.147	472.168	911.173	508.322	536.77	598.935	428.18	632.741	770.118	568.867	597.756	1169.67	957.98	629.434	489.577	502.233	398.71	558.727	675.283
CCDC32	680.287	514.22	726.915	669.895	1156.49	896.783	473.776	356.243	519.958	537.872	724.597	643.468	447.115	419.238	455.962	530.681	521.717	416.822	295.148	466.381	521.277	564.482	424.097	428.921	526.419	606.769	609.572	427.043	401.497	635.241	991.092	560.364	306.682	528.54	512.851	367.645	544.957	197.09	533.548	428.063	508.606	303.219	341.079	442.37	313.818	443.316	469.377	415.675	393.598	578.03	365.904	830.842	679.106	685.161	569.03	575.321	562.073	706.503	250.492	589.706	765.449	618.23	1011.84	557.29	706.834
TMEM259	3713.2	7060.62	2890.07	6413.05	6373.58	8763.93	5558.55	7393.34	6541.11	5086.42	2409.65	5289.07	4587.14	5152.9	7231.33	6858.08	4407.69	5894.36	3209.81	5873.37	4384.08	3730.69	4916.67	7531.12	5337.59	3035.51	5096.75	2396.39	4910.65	8113.69	7281.54	3249.58	3956.67	6134.8	2497.67	6037.87	4627.65	5648.85	4802.4	5183.26	5631.71	2926.7	4114.2	6288.35	6493.64	4598.98	5540.33	6259.28	4895.91	4670.76	2188.32	5203.52	5470.39	3570.81	5845.28	7387.41	7859.51	10306.8	4272.32	4840.75	3701.26	8271.62	6047.29	7156.65	4913.95
MYADM	1880.34	345.865	510.053	909.653	409.434	1113.73	1075.56	1171.84	795.845	599.422	3246.47	1412.35	1093.61	853.405	784.637	1121.71	1084.05	817.389	696.846	1157.16	445.808	2608.96	1518.22	815.151	1172.12	777.013	290.059	4835.6	3945.04	1581.33	438.83	292.88	397.019	514.092	879.07	1056.62	913.692	717.38	1159.16	342.11	1560.16	4752.47	1147.13	822.92	924.545	412.86	787.541	1219.97	1120.06	1022.22	577.32	1112.68	3196.27	3096.5	832.372	921.294	1058.76	251.385	3052.12	312.83	1132.98	866.423	803.869	592.924	490.793
TADA2B	1796.97	2200.19	1529.82	1429.74	2517.92	3235.16	1929.98	2390.72	2251.75	1681.11	1053.62	2075.17	2385.87	1948.62	2183.17	2015.51	1588.36	2274.49	1769.31	1794.34	1810.24	837.496	2068.22	3393.88	1920.21	1778.65	2366.85	1732.8	1630.82	2492.12	3241.39	1221.91	1769.38	1796.6	1869.77	2366.33	3085.86	2028.54	1705.97	3047.25	2074.39	781.724	1443.81	1561.55	1990	2031.02	1603.28	2307.02	1846.63	1585.16	1803.09	1535.15	872.258999999999	1352.38	1963.56	2066.9	3505.34	2025.62	2120.11	1540.75	1984.17	3027.61	3280.49	2426.41	2293.91
C12ORF57	900.279	936.09	348.158	513.163	930.189	1074.31	904.742	475.008	771.231	900.972	519.541	957.659	1173.07	906.504	699.647	1097.74	865.302	773.286	864.191	761.114	643.634	761.987	481.395	1330.21	779.146	1644.05	894.887	1308.42	688.132	824.066	1345.56	691.036	856.418	602.037	755.814	1752.53	1337.1	608.561	426.658	768.614	1024.39	1544.05	1967.67	519.039	669.091	887.761	1525.25	914.978000000001	696.738	2274.81	1113.06	863.197	2713.82	886.222	713.723	708.789	709.936	1738.23	792.426	640	1050.94	1481.93	902.203	1261.61	710.694
HELQ	288.791	231.203	330.132	240.761	339.623	214.318	246.627	281.607	272.392	274.757	378.088	363.969	275.71	284.596	346.409	276.316	481.322	217.578	288.437	242.03	247.632	453.632	306.977	135.429	249.366	238.173	286.637	357.15	466.622	233.61	262.329	340.569	322.348	323.599	315.814	303.337	276.096	270.866	278.226	252.136	281.301	166.996	274.925	443.993	188.182	548.223	184.918	221.813	345.94	577.064	313.402	339.02	223.136	230.437	336.171	344.119	179.487	180.748	386.655	377.736	386.579	280.958	195.056	313.034	311.261
CYGB	80.1755	227.913	33.0466	234.334	577.359	393.747	207.564	133.617	192.808	362.49	475.832	152.172	190.228	237.609	193.124	300.752	113.147	359.089	148.844	420.745	224.483	782.371	279.457	169.823	772.354	198.842	113.286	298.563	112.947	120.332	282.402	296.48	187.447	145.331	366.512	100.487	147.763	179.452	38.2727	166.347	201.626	110.783	183.988	187.061	402.727	211.506	522.623	363.3	108.258	139.714	239.175	152.124	2374.45	252.52	213.128	207.258	298.611	340.72	169.883	135.094	329.06	328.461	241.805	202.025	150.85
SMIM19	894.295999999999	683.741	836.847	1025.34	426.415	797.916	962.344	643.254	858.2	502.758	434.933	725.011	1061.1	588.292	454.543	744.361	737.428	867.373999999999	684.233	1027.84	385.829	413.15	668.992	805.692	748.097	793.183	701.007	402.591	818.611	926.556	620.177	516.477	421.603	746.01	677.674	1063.37	668.323	729.208	682.919	473.583	528.455	315.582	683.686	617.005	586.364	426.396	605.246	685.01	508.328	471.907	412.027	782.788	482.456	917.427000000001	700.54	787.495	547.543	1271.47	698.647	425.283	1019.28	565.976	1114.45	389.846	410.411
RMI2	224.172	181.861	105.148	186.874	132.076	289.986	181.412	389.742	243.676	105.595	156.655	305.807	230.762	102.378	251.554	306.391	152.658	306.206	159.495	176.471	170.116	46.7987	229.457	188.74	91.6928	223.752	279.795	104.403	272.084	271.784	374.459	107.974	430.207	200.34	100.465	109.111	109.806	96.3998	211.998	86.8352	159.756	255.753	847.734	153.789	197.273	128.596	165.246	133.332	205.066	83.6055	262.199	268.173	355.263	104.177	265.495	283.341	72.6496	148.199	126.24	243.396	64.6528	176.614	148.845	243.062	326.487
JDP2	59.4336	380.639	42.3931	113.707	331.132	106.026	195.978	39.5296	86.1482	221.172	597.868	160.585	98.3245	121.478	390.801	280.545	44.5402	145.752	49.6146	125.281	194.318	251.507	103.101	55.8911	203.277	905.495	51.321	532.532	217.127	93.7759	143.97	65.2345	388.415	91.3413	175.814	120.735	60.0994	172.1	149.43	278.989	1210.98	141.355	325.68	106.1	78.1818	94.7547	811.803	153.312	71.1312	159.779	607.904	265.566	1165.57	199.232	67.3808	199.388	357.906	111.496	354.554	84.5283	727.678	244.417	270.285	145.732	50.2833
IQCK	318.309	356.203	225.985	701.026	1150	875.396	495.572	372.427	482.84	139.743	342.725	440.421	394.101	351.447	346.029	390.038	799.569	653.155	142.116	222.721	554.192	1188.06	312.791	328.468	569.563	582.541	559.589	414.233	380.31	712.863	464.44	525.925	490.128	612.564	437.674	1347.58	933.121999999999	324.684	369.082	445.336	638.211	171.598	161.934	677.264	491.818	521.151	240.656	366.97	437.543	383.842	528.866	472.889	269.737	593.375	363.636	474.858	262.286	1040.17	551.848	346.415	484.673	838.002	419.667	573.984	434.136
ZC3H18	1237.73	1327.07	1173.99	752.441	1277.36	2037.15	1276.17	1553.41	1820.19	1060.15	1046.35	1480.02	1353.67	839.652	1252.46	1391.45	585.129	1354.62	1593.83	1193.53	1042.09	1001.15	1409.3	1684.9	1360.35	938.271999999999	1047.71	659.844	1261.97	1598.76	1184.98	711.731	700.622	1503.23	1055.81	1094.11	1359.69	1437.42	1211.42	1102.01	1987.8	916.504	664.653	1232.53	1298.18	1354.2	1237.38	1428.74	1481.96	1566.95	727.148	1206.13	1223.14	1248.2	1211.02	1417.58	699.786	1469.53	1064.02	1095.09	1360.83	1781.16	1228.91	1410.5	1504.6
ZNF441	241.324	190.32	462.652	84.5384	338.679	236.067	214.847	236.524	226.036	133.438	142.113	256.79	203.471	275.427	143.42	194.079	413.793	165.494	378.977	246.969	250.789	299.742	327.132	121.241	242.089	265.268	261.167	297.061	218.139	339.419	293.476	117.422	196.973	369.1	154.419	272.216	159.964	419.901	256.926	224.586	152.439	181.46	347.13	352.31	249.091	413.988	112.131	218.959	363.289	464.103	308.247	284.255	73.4649	101.296	391.834	224.311	275.641	278.393	138.143	358.113	147.141	260.252	145.621	210.969	322.592
KLHDC7A	810.132	1447.84	1853.28	189.841	285.849	273.675	1375.16	1857.89	551.759	381.403	440.221	439.323	486.004	325.852	509.179	1040.88	68.9655	435.577	387.106	537.494	500.175	1345.1	672.481	828.909	334.752	2066.64	777.419	2350.58	801.079	2321.58	267.174	449.443	3980.64	1280.48	526.512	727.409	603.705	745.472	207.006	1216.04	543.089	6.9034	458.006	493.531	22.7273	430.908	1908.85	2217.72	833.796	221.833	1167.35	372.922	0	579.453	684.794	251.421	334.936	2144.04	1076.65	360	572.511	1217.21	888.768999999999	1155.33	817.635
UHMK1	675.708	121.71	1644.99	188.357	179.245	194.835	938.177999999999	653.381	190.757	552.666	1485.91	787.197	633.691	984.051	342.615	92.5752	1397.27	412.055	1778.28	202.515	2413.19	2080.68	2373.64	98.4544	357.553	45.4496	827.599	413.107	373.904	504.979	99.6712	2886.96	518.092	726.655	1256.28	53.9933	265.251	1359.36	1004.08	951.002999999999	236.179	859.304	512.689	1369.69	349.091	1299.49	72.1311	615.286	1156.49	849.432	691.409	212.539	31.7982	131.541	1341.39	290.774	56.6239	77.5623	1118.12	864.151	319.251	107.186	192.907	441.405	643.414
SREK1	1552.85	523.966	1063.17	504.264	2061.32	1037.61	847.141	745.508	950.091	859.995	1221.52	1132.14	1382.96	1177.73	1078.31	752.35	1371.77	908.117	1446.95	834.755	879.341	956.934	1158.91	487.113	681.147	1162.9	1104.35	1073.33	869.858	751.452	1225.82	1113.04	1213.8	1111.38	1089.77	873.266	907.817	969.912	1310.92	1127.11	1282.11	1390.86	1622.96	1841.77	586.364	1586.58	571.803	966.762	1401.11	2024.74	1376.63	1050.96	1663.93	701.392	1131.19	1249.67	807.692	988.92	1048.15	1183.02	853.417	1136.01	862.977	1114.82	1066.22
ARHGAP42	227.363	112.782	684.949	134.965	82.0755	92.8863	292.937	472.323	157.118	361.965	552.514	236.305	460.05	310.954	389.894	159.304	324.63	243.125	162.859	52.537	562.203	481.424	91.8605	74.8081	219.175	448.815	285.877	577.223	277.748	7.4689	138.661	601.899	174.443	336.662	583.567	213.348	156.801	522.378	417.932	386.002	530.402	339.573	424.713	577.671	15.4545	438.646	156.066	184.619	508.89	164.554	699.969	184.722	529.605	259.155	234.675	188.894	160.791	145.429	299.729	309.434	306.32	376.663	142.934	190.451	295.97
CWF19L2	541.284	261.748	447.631	200.222	267.925	123.697	409.17	465.861	187.885	282.637	439.23	471.148	380.455	485.531	317.573	307.331	1328.3	333.088	500.911	309.834	294.283	419.753	237.984	152.196	345.425	218.071	366.47	274.528	439.986	197.095	330.161	269.036	235.385	319.525	406.046	241.095	243.109	480.225	389.051	401.395	244.715	311.638	266.767	472.089	233.636	561.76	213.77	313.555	485.774	293.92	256.701	389.004	133.224	244.839	460.679	339.746	211.004	218.144	519.747	513.962	359.38	253.756	233.745	338.288	475.567
SPINDOC	217.79	1005.17	174.579	384.13	808.491	241.957	288.008	520.418	467.251	387.707	208.874	357.019	331.895	373.603	300.878	326.598	211.566	418.776	350.385	180.063	403.367	467.126	106.589	795.374	895.582	453.622	371.792	224.58	570.128	262.241	353.694	175.008	222.786	295.755	304.651	368.204	451.875	413.987	266.911	400	970.325	674.229	573.112	423.29	415.454	258.883	725.902	393.473	395.212	222.577	256.701	342.497	2469.3	613.058	210.565	584.609	646.902	1096.26	340.848	176.604	1194.07	907.43	621.709000000001	510.851	348.796
RUNDC1	434.384	475.564	449.634	460.759	375.472	541.459	503.186	350.866	479.558	595.219	626.291	425.423	386.074	495.082	417.739	466.635	569.684	409.955	459.706	395.599	843.564	607.235	478.295	515.918	396.365	872.282	402.965	736.457	365.138	565.975	421.526	515.128	772.836	421.392	306.977	401.2	447.356	511.57	414.344	504.969	485.772	378.041	464.351	346.396	447.273	372.25	424.918	477.061	422.276	345.57	838.143999999999	434.206	425.987	354.777	400.256	386.533	510.684	348.338	424.527	480.755	489.577	535.932	406.771	426.674	405.807
TLCD4	619.613	201.598	1653.16	94.9203	166.981	271.599	490.865	629.111	428.69	740.473	354.636	542.844	343.582	351.294	196.231	346.123	439.641	578.255	974.901	841.899	410.354	149.483	523.643	357.316	206.988	324.134	564.532	506.15	713.719	412.822	374.549	149.814	355.91	649.844	244.191	179.385	431.089	854.862	627.044	382.312	183.569	14.7929	708.592	568.499	574.5	3046.29	219.672	538.618	861.606	273.829	601.649	783.949	72.3684	465.977	672.654	474.893	182.158	432.825	781.843	662.294	499.387	235.079	272.434	516.112	399.433
ADAL	293.977	284.774	372.859	375.726	468.868	345.718	277.414	417.184	366.745	131.862	497.067	317.878	453.898	312.1	270.525	292.293	940.374	369.631	542.957	185.9	419.502	485.214	379.845	243.341	260.039	592.156	379.776	375.927	258.26	331.535	532.964	370.712	228.317	426.486	263.256	446.569	282.874	101.427	234.629	352.223	376.829	221.894	411.48	459.519	355.454	417.936	310.164	196.94	552.741	925.234	509.966	284.255	238.487	349.496	376.087	379.099	323.184	424.515	215.69	593.207	353.138	278.522	333.154	337.761	375.708
SDE2	380.136	281.015	468.995	314.423	230.189	296.33	381.362	371.447	251.881	410.297	740.312	399.451	372.429	491.644	432.537	286.184	409.124	284.784	424.106	334.98	361.627	394.2	492.248	213.246	446.335	408.172	430.717	603.136	544.841	331.535	294.168	522.326	521.165	378.947	542.326	321.71	466.335	503.585	439.97	403.836	353.252	628.206	472.81	516.081	280	994.36	240.656	362.077	455.239	399.077	607.56	390.308	226.425	297.648	418.933	339.746	212.073	182.133	538.864	477.358	436.964	305.725	258.463	252.006	339.235
ZNF584	206.621	228.853	138.195	94.9203	115.094	234.708	194.654	214.636	180.501	233.255	89.5646	233.013	274.104	187.184	238.275	211.936	262.213	169.694	122.214	123.933	105.226	181.453	170.155	181.001	219.772	320.769	151.302	232.091	183.075	224.481	195.882	137.667	141.354	270.628	85.5814	309.336	182.558	219.413	196.689	145.423	171.545	271.204	233.837	123.845	247.273	112.239	260.984	165.544	288.688	183.189	280.412	176.03	178.18	99.856	153.804	202.011	218.483	117.036	230.117	150.566	94.9727	178.644	121.977	200.973	216.006
CMYA5	536.897	248.12	1075.52	236.806	739.623	90.1676	149.301	518.458	100.916	298.398	758.82	471.148	181.8	357.177	335.785	568.609	164.512	235.64	569.306	567.131	669.59	329.027	283.721	38.6939	95.574	443.133	354.685	825.462	449.09	168.88	457.519	1027.56	417.3	284.89	912.093	23.2471	37.0538	648.185	391.713	713.165	241.057	10.5194	328.701	365.25	244.546	231.246	268.197	649.129	263.359	73.9444	714.089	691.079	18.6404	341.815	1237.02	477.481	221.688	220.222	554.734	257.358	339.762	187.17	452.445	407.734	791.077
RSBN1L	406.801	251.917	582.248	116.277	281.028	292.773	390.949	366.364	347.624	215.272	312.481	460.891	321.569	441.299	214.189	283.59	376.789	300.821	660.264	385.478	600.603	453.867	503.415	267.56	206.391	185.382	361.456	160.601	380.371	382.875	189.881	272.613	222.862	407.131	263.116	251.796	259.096	710.96	420.368	501.625	308.711	393.86	476.287	501.49	288.191	459.21	188.308	387.663	564.469	397.869	232.265	351.846	184.54	229.601	547.619	324.482	177.126	173.442	211.845	495.668	315.853	280.962	215.476	362.31	529.834
KCTD20	508.975	329.417	435.948	394.512	187.736	161.305	519.076	300.229	417.614	1139.48	1221.52	355.19	462.727	548.563	349.065	351.034	359.195	372.152	436.72	373.148	653.104	1430.95	425.581	485.393	430.811	454.059	315.149	899.446	459.541	500.83	177.885	1225.51	812.169	285.569	611.163	256.468	201.536	531.382	691.572	485.44	372.764	1222.55	770.695	360.074	390	459.673	360	654.837	549.271	442.18	821.993	491.579	463.816	756.601	541.609	481.854	394.231	169.668	434.986	374.34	600.156	282.582	275.658	381.954	343.484
PHYHD1	550.06	1520.21	306.098	1746.63	2659.43	554.599	710.089	1056.52	1126.9	494.353	333.14	500.411	732.818	827.809999999999	918.191999999999	1015.98	326.149	675.417	784.022	774.585	319.537	511.915	690.698	882.65	1443.31	1148.91	525.756	454.793	888.402	567.635	2329.81	158.362	1437.81	652.292	503.256	719.16	0.9038	388.556	589.4	330.602	687.805	285.668	543.807	520.518	832.727	611.957	1171.15	634.042	318.182	2.2295	412.027	862.327	89.9123	746.519	634.624	557.499	823.718	1916.2	56.2669	841.509	386.579	920.422	369.156	1151.12	632.082
TCP11L2	410.85	116.541	448.299	65.2577	67.9245	199.366	303.567	381.901	180.501	405.569	241.262	279.835	333.099	505.778	278.493	175.752	473.06	261.682	661.808	171.98	264.469	212.46	291.085	144.457	214.92	47.1976	396.883	85.2502	379.973	202.49	146.046	647.396	95.26	422.071	648.837	104.987	343.425	516.596	296.863	245.859	324.39	78.8956	128.399	433.641	526.364	200.226	127.213	285.421	338.654	180.216	99.6564	185.157	28.5088	184.83	360.341	191.08	165.064	102.493	453.742	198.113	208.226	200.162	104.782	169.933	287.535
TAB3	737.136	1172.93	1794.86	787.047	521.698	937.472000000001	1401.64	1867.36	964.039	708.169	1713.62	951.074	1124.91	1937.54	1036.95	736.842	1939.66	1211.8	1706.8	827.571	2557	1117.43	978.295	932.522	1303.59	577.297	1968.07	1215.66	1395.48	829.875	673.473	1593.52	935.392	1222.41	2667.91	646.794	615.002	1919.72	1811.13	1393.2	1086.18	453.321	1283.08	2337.89	1087.27	1208.12	1152.79	812.227	1208.19	1938.9	1224.74	770.184	337.171	1121.94	1137.78	907.739	889.423	1175.21	1127.14	1046.79	1175.79	950.467000000001	926.384	963.304	1085.69
ZNF621	830.874	401.786	926.306	559.14	887.736	652.923	672.681	1005.55	647.752	665.616	595.224	730.133	837.564	801.834	885.562	637.218	1134.34	746.823	1612.05	583.296	1156.09	948.32	801.938	581.268	380.841	752.977	910.473	878.791	903.574	753.527	802.907	530.424	652.378	927.335000000001	523.721	328.084	742.431	514.231	799.068	491.717	495.529	584.814	838.973	1280.22	759.091	480.541	351.475	817.935	1094.73	1034.48	1089.69	707.161	595.395	509.842	1015.47	658.505	781.517	378.809	439.315	814.717	453.907	336.987	348.737	756.543	930.241
CYP4V2	696.45	759.399	1291.15	658.51	960.377	1589.49	872.962	241.098	527.555	413.974	950.508	889.255	264.874	371.311	474.273	690.319	437.141	613.252	836.16	578.356	540.512	515.073	852.326	579.978	578.295	2878.62	212.127	2881.61	585.637	785.062	1659.8	781.914	1318.58	707.301	2511.63	2095.99	3910.08	949.213	995.424	637.489	939.024	235.043	297.583	926.063	519.091	1325.44	1641.31	995.304	699.861	1650.93	1294.16	2346.63	401.864	353.337	1429.28	1241.36	294.872	1204.29	1373.85	1266.04	1404.08	1161.19	771.628	881.757	1457.51
TMEM179B	900.279	1590.23	864.218	1207.76	1141.51	740.371	1334.11	1617.45	1054.29	1020.23	633.562	1141.66	1475.27	1083.76	1259.29	1507.05	1183.39	1176.94	974.072	1691.06	836.549	756.819	596.512	1402.01	1417.12	1213.15	900.208999999999	825.838	1171.27	820.747	1740.09	966.82	841.976	1041.77	891.163	1211.85	959.782999999999	1255.56	1029.04	1417.96	1461.38	433.597	995.77	968.207	1059.09	1234.63	1080	1127.82	1033.66	410.968	738.488	1017.06	2043.86	1259.72	1188.68	1414.95	881.41	1976.45	1019.66	1042.26	1597.59	1383.27	1893.61	1253.19	1128.19
GTF2H2C	556.442	129.229	402.234	349.03	290.566	206.162	204.254	222.803	142.76	439.191	582.005	215.821	122.805	373.985	239.413	267.387	662.356	287.724	289.839	249.663	369.695	543.21	349.225	132.849	200.851	229.433	393.081	151.723	325.017	266.805	283.786	417.951	427.748	238.37	253.023	263.967	310.438	283.877	242.283	318.047	416.667	551.612	211.782	397.412	170.909	449.521	154.754	258.51	390.354	680.735	335.739	349.451	1049.89	191.071	564.314	145.168	219.017	234.072	616.411	526.793	262.178	509.541	343.901	279.363	360.127
CDK11A	310.658	340.893	94.3764	303.335	585.717	499.814	271.866	283.509	452.442	238.167	324.835	393.712	309.245	186.007	164.03	335.484	258.032	269.121	480.305	346.843	221.007	285.108	263.178	257.955	284.641	400.358	335.594	325.904	277.192	239.639	334.847	265.135	382.475	295.141	387.758	284.226	245.088	259.721	292.434	207.623	439.707	424.324	565.486	405.157	115.273	308.252	323.534	106.751	298.81	347.457	229.392	281.139	771.957	222.386	315.324	357.613	343.114	352.812	311.809	286.736	325.694	279.533	379	339.324	295.96
