TCGA-KL-8323-01	TCGA-KL-8324-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8327-01	TCGA-KL-8328-01	TCGA-KL-8329-01	TCGA-KL-8330-01	TCGA-KL-8331-01	TCGA-KL-8332-01	TCGA-KL-8333-01	TCGA-KL-8334-01	TCGA-KL-8335-01	TCGA-KL-8336-01	TCGA-KL-8337-01	TCGA-KL-8338-01	TCGA-KL-8339-01	TCGA-KL-8340-01	TCGA-KL-8341-01	TCGA-KL-8342-01	TCGA-KL-8343-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8346-01	TCGA-KM-8438-01	TCGA-KM-8439-01	TCGA-KM-8440-01	TCGA-KM-8441-01	TCGA-KM-8442-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8418-01	TCGA-KN-8419-01	TCGA-KN-8421-01	TCGA-KN-8422-01	TCGA-KN-8423-01	TCGA-KN-8424-01	TCGA-KN-8425-01	TCGA-KN-8426-01	TCGA-KN-8427-01	TCGA-KN-8428-01	TCGA-KN-8429-01	TCGA-KN-8431-01	TCGA-KN-8432-01	TCGA-KN-8433-01	TCGA-KN-8434-01	TCGA-KN-8435-01	TCGA-KN-8436-01	TCGA-KN-8437-01	TCGA-KO-8403-01	TCGA-KO-8404-01	TCGA-KO-8405-01	TCGA-KO-8406-01	TCGA-KO-8407-01	TCGA-KO-8408-01	TCGA-KO-8409-01	TCGA-KO-8410-01	TCGA-KO-8411-01	TCGA-KO-8413-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KO-8416-01	TCGA-KO-8417-01
STK19	124.787	210.005	101.146	254.807	154.689	177.68	142.789	144.564	179.82	197.006	159.141	147.581	135.969	132.297	153.604	182.415	147.137	157.261	92.0448	148.186	154.707	244.031	130.585	150.777	158.92	377.009	118.966	283.816	177.191	170.104	209.593	198.394	360.203	135.609	134.865	172.808	111.035	125.944	152.146	144.3	182.386	325.924	209.997	159.774	104.7	137.919	178.597	172.512	129.945	167.282	277.175	170.779	413.13	178.848	128.957	172.453	154.46	154.862	171.827	144.585	225.897	209.107	181.365	147.252	130.74
PRPF4B	1021.14	709.116	1345.9	1024.35	685.849	669.687	886.866	896.112	770.001	873.128	1478.97	984.362	956.757	969.535	984.969	692.199	1018.32	811.929	1052	857.656	1532.8	1523.4	915.116000000001	861.583000000001	699.582	790.997	967.877	1353.11	925.825999999999	776.348000000001	620.869	1209.31	1610.82	861.46	1126.98	838.77	611.387	1199.38	1089.28	1046.21	676.016	1623.93	895.77	1209.24	653.636	1041.74	827.541	925.58	1098.54	1509.73	1470.45	799.305	873.904	752.76	917.697	843.026	620.192	630.194	1242.2	983.396	959.536000000001	764.921	630.844	712.876	941.218
MBD4	723.175	324.718	933.984	606.6	715.094	541.459	678.639	703.038	752.771	678.224	1050.98	661.363	593.559	659.727	646.908	577.538	827.586	724.982	529.503	724.742	687.829	1138.96	718.217	440.68	406.068	659.893	680.099	532.532	693.864	805.394	763.454	458.891	406.853	854.669	406.046	317.21	568.459	427.294	668.608	373.496	399.594	869.495	706.042	906.47	539.091	457.981	295.738	571.25	917.418000000001	585.61	569.76	772.357	889.254	463.754	815.161	712.724	619.124	323.407	554.013	935.472	507.859	355.664	344.438	663.422	833.923
SART1	1310.33	2765.98	1282.81	1809.91	3559.43	1245.13	1696.6	2009.8	1339.81	1409.51	1323.97	1784	1730.51	1651.04	1635.67	1899.44	1869.97	1506.67	1531.89	1918.72	1370.05	1407.98	811.24	2246.82	1805.72	1532.18	1327.5	842.362	1725.89	1095.02	2924.38	1000.11	986.71	1667.91	1326.51	1897.26	1261.64	1562.8	1709.63	1525.02	2632.11	1464.17	1403.63	1565.25	1597.27	1398.2	1668.2	1426.7	1595.77	1160.82	860.481000000001	1787.24	3633.22	1715.79	1239.59	1881.5	2199.79	3700.14	1478.09	1421.13	2032.77	2118.15	2057.5	1876.63	1636.33
PRPF4	974.869999999999	330.357	356.837	416.265	672.641	724.513	842.506	664.815	913.581	468.611	723.788	826.703	752.082	843.09	1003.18	955.357	698.635	718.261	738.332	684.778	323.045	538.042	863.178	435.951	569.078	517.863	671.735	561.074	848.955	788.797	613.947	333.371	634.862	676.061	318.139	949.381	428.378	442.375	900.907	470.793	393.089	713.348	1151.36	682.44	457.273	532.431	474.098	724.154	743.581	348.542	531.959	787.569	1053.73	711.474	767.555	646.261	329.594	601.801	360.685	798.491	469.513	731.628	403.546	690.78	641.997
CBFA2T2	936.578	1408.83	1138.27	812.26	1465.09	1118.26	1125.22	1393.34	1332.84	792.225	590.267	963.146	495.234	738.038	1413.71	1226.03	1007.54	1155.94	1327.82	844.185	862.855	711.168	1079.85	1533.14	930.997	904.621	1328.26	992.207000000001	1162.17	1156.02	987.714	908.334	847.2	1066.55	532.093	1064.87	881.609	1256.45	900.907	1263.82	553.252	883.302	1326.89	1065.8	1152.73	1048.51	1323.93	966.762	1127.69	1208.01	1015.12	686.298	906.25	785.406	1029.39	1008.75	1357.37	1054.71	681.335	727.924	943.038999999999	1254.97	1053.2	851.243	1080.38
FIBP	1037.1	1880.64	1054.82	1864.29	1503.77	877.662	1282.13	1237.83	884.865	1401.63	882.426	819.387	1612.52	1481.81	1618.98	1403.2	1427.08	1166.86	834.198	1226.31	1069.45	1027.28	490.698	2575.72	1760.6	1393.64	1182.66	1220.17	1068.78	713.278	1935.28	887.639	1301.68	1141.94	1193.02	2311.59	1909.17	1227.77	920.543	1259.29	1357.32	1219.59	1352.87	941.959	1411.82	1023.12	2746.23	912.532	1041.64	893.279	1168.38	907.53	2459.98	1192.51	791.358000000001	1056.41	1809.83	2336.57	1222	1120.75	1537.4	2232.24	2289.09	1409.44	1143.06
STK17A	1453.13	1377.35	1484.76	1483.13	913.207	1785.23	869.321	2312.97	1264.74	603.625	2129.06	1037.77	1500.55	1549.42	776.669	1026.79	4123.56	847.632	1808.27	920.521	2104.52	1068.04	741.085	824.609	1199.77	239.484	718.495	1016.99	1502.7	1428.22	1162.14	1935.44	648.69	1143.97	2842.33	902.512	1176.68	1909.37	828.022	1625.81	1092.28	898.095	982.779	1089.09	1499.09	2106.03	675.41	813.858	1512.84	1015.53	318.213	999.674	331.689	1797.89	914.401	1084.39	785.256	1538.78	3042.74	1162.26	1465.61	1746.65	975.282	1718.8	1513.1
SRSF11	1102.91	965.696	1192.35	726.239	1383.02	834.164	943.474	1146.36	959.527	1101.65	1676.61	1284.68	1273.4	1152.52	1095.38	789.944	1148.71	1017.75	1456.2	960.485	966.678	1379.56	1163.18	807.842	969.809	1965.69	1038.59	1931.84	1353	1007.88	1223.74	1666.85	2454.33	1159.93	1623.26	1267.34	1088.12	1324.17	1310.92	1421.45	1087.4	2230.44	2757.1	1591.13	834.545	1445.01	976.393	1135.57	1459.4	1754.97	2160.14	1273.93	2148.57	1439.75	1294.88	1180.15	799.145	1349.72	1755.09	1464.15	1226.17	1085.67	903.277999999999	1371.04	1149.08
SOCS6	609.493	474.624	948.003	345.569	431.132	318.532	355.21	513.558	409.819	632.519	713.542	501.875	429.016	399.198	488.311	349.624	411.279	583.85	698.809	500.674	638.372	653.46	603.488	590.296	401.217	971.048	494.963	849.873	733.985	485.477	411.144	435.047	626.565	451.952	672.558	422.197	676.909	990.316	563.441	870.096	462.602	618.673	521.752	458.41	368.182	794.698	241.311	587.152	917.765	1076.84	996.22	618.494	239.035	924.148000000001	717.019	444.25	339.209	437.673	841.84	646.415	404.86	313.845	469.64	520.321	557.72
TRIP12	1786.2	805.451	2363.67	1660.12	860.377	869.053	1829.68	1496.24	894.711	1558.71	2799.31	1755.1	1583.63	2487.25	1136.36	1054.98	2035.92	1287.83	2194.81	1254.6	4243.77	4354.29	2071.32	877.921	1201.22	1642.3	1446.87	2844.8	1753.2	1212.03	818.827	4101.23	2962.28	1606.45	3368.84	1572.55	1965.21	2454.35	2213.5	2107.06	1460.16	3097.97	1061.63	2016.27	1186.36	2033.28	859.672	1833.63	2002.08	2598.83	3009.62	1588.61	852.522	1307.25	2036.8	1103.63	965.811999999999	735.457	3369.88	1730.57	1618.99	885.505	953.788	1520.45	1685.55
UBE4A	2545.27	1517.86	3786	1721.42	2183.96	1051.2	2077.3	2128.06	1345.96	2198.58	1889.78	2677.64	2415.17	2190.81	1959.69	1977.91	2758.26	2829.36	3676.52	2064.21	2028.76	1733.56	1184.88	1780.78	1814.45	1256.42	2906.67	1652.05	2264.33	1065.15	1443.85	2146.44	1527.85	2684.21	1935.35	2139.48	1442.84	2156.28	2728.35	2088.93	2002.85	813.939	1795.77	2656.93	1917.27	2427.52	1738.36	1949.43	3036.09	905.912	1704.47	1819.84	1190.79	1764.76	2156.18	2249.67	2263.89	1623.27	1950.95	2054.34	2126.85	2116.52	1929.07	1947.65	2078.97
PPIG	887.914	462.406	890.255	1318.01	628.302	591.754	577.671	726.887	778.616	658.786	1463.11	874.623	635.698	753.319	542.568	505.639	1014.01	607.792	1037.42	671.756	1462.64	1363.48	917.442	447.559	631.177	1121.82	735.982	1238.94	834.12	630.29	505.97	1091.89	981.486	957.216	993.953	1061.12	1120.65	837.14	892.919	818.133999999999	658.537	1523.67	693.656	971.164	540.909	936.830000000001	353.443	645.052	1107.91	1033.36	1284.54	972.726	685.307	725.876	895.725	727.154	599.893	586.565	1822.18	1054.72	733.92	517.255	594.841	557.149	911.827000000001
LPXN	181.492	124.53	93.7989	85.5271	229.245	117.807	303.236	142.764	137.017	156.028	227.382	267.764	258.854	207.812	246.242	148.496	221.983	124.331	207.148	192.636	85.584	89.0037	79.845	122.101	167.376	267.016	169.169	193.409	156.102	60.9959	371.691	144.416	197.588	197.284	214.419	244.469	142.793	155.837	286.214	250.044	424.797	212.032	352.87	195.564	127.273	126.904	389.508	188.786	204.719	129.31	169.072	333.804	1122.26	763.322	119.015	278.531	132.479	182.826	187.196	176.604	324.156	225.741	319.183	213.6	127.479
SNRNP40	316.314	240.132	253.357	173.032	216.981	247.848	358.189	314.603	276.905	304.702	349.335	388.112	284.94	382.389	278.872	367.011	410.92	296.965	315.908	291.873	234.304	370.945	324.806	274.296	239.663	378.455	304.505	420.618	354.012	257.676	251.255	376.111	330.337	339.898	244.651	302.587	251.243	315.813	308.179	306.887	249.594	626.234	722.356	319.039	204.546	315.285	288.525	311.924	326.162	359.318	395.189	339.454	314.693	347.096	309.439	313.074	260.15	189.751	381.605	397.358	280.905	214.779	234.82	291.99	330.028
CDYL	672.916	318.139	492.027	446.422	201.887	383.779	368.452	397.582	405.307	640.399	436.586	519.433	590.348	433.196	349.444	312.5	518.319	451.118	383.182	465.2	527.885	957.795	503.101	371.031	394.91	426.527	410.188	451.413	403.911	393.361	321.855	939.826999999999	955.673	433.277	580	257.218	705.377	365.787	632.998	549.608	686.179	698.226	792.145	462.477	593.636	359.278	344.918	492.147	513.185	521.698	512.371	405.085	537.829	452.232	495.468	363.795	336.004	182.826	344.815	383.396	391.93	451.076	559.377	471.919	432.365
MED17	379.737	318.609	495.365	321.345	255.66	267.331	384.342	500.163	322.03	460.73	485.5	366.164	611.217	686.467	627.178	438.44	375	533.445	549.404	386.17	446.159	736.434	274.806	210.237	309.524	392.003	469.112	488.593	594.066	241.909	419.45	583.961	301.759	392.19	534.419	552.681	403.976	542.914	516.183	386.748	732.52	437.87	356.495	549.353	295.454	479.977	343.607	406.113	399.375	567.403	623.368	525.481	364.583	471.435	430.651	489.724	330.662	272.853	580.343	572.83	521.235	377.994	386.889	371.432	455.736
ADAMTS4	538.492	630.639	61.7537	201.706	632.076	290.893	289.994	285.528	342.131	1012.35	9210.61	392.501	598.375	346.481	928.057	792.293	377.874	622.073	315.908	976.649999999999	210.452	1180.59	325.194	519.358	2553.82	500.819	95.039	2192.09	1193.53	119.917	269.943	2168.93	76.208	240.747	4372.09	106.487	236.783	229.467	689.908	89.2764	371.545	405.984	282.175	706.1	490	235.195	323.934	1479.3	382.026	398.705	134.021	1036.18	2235.2	2122.42	275.382	835.592	409.188	146.814	424.166	113.207	1864.68	545.676	177.324	292.516	191.926
CIR1	522.537	445.489	440.621	1193.42	1022.64	680.562	503.848	499.837	648.163	427.108	832.19	536.991	443.865	505.778	539.912	553.101	651.221	534.285	434.758	568.927	622.939	862.188	436.046	382.209	563.741	684.803	512.83	494.226	482.131	458.091	893.580000000001	785.513	540.524	664.856	527.907	1037.87	743.335	421.38	594.059	518.221	442.683	1256.74	297.885	644.732	389.091	593.345	379.672	464.829	660.305	581.523	486.598	746.278	1015.35	634.182	512.68	593.791	492.521	647.507	781.966	707.547	502.508	544.458	445.459	655.005	594.547
RBM39	2972.48	2783.83	3326.36	2397.73	6506.6	3217.49	2783.75	3551.13	3788.88	3271.34	3853.26	3399.73	2204.47	2317.64	3824.15	2755.17	3942.17	2807.1	4483.25	2904.8	2233.95	3167.67	3070.93	2604.96	3112.7	3279.36	2688.46	4092.76	3229.94	2921.99	3463.57	2470.36	2678.65	3339.9	3136.28	4146.61	2831	3127.08	3587.32	3292.41	2275.61	4716.31	3393.96	4621.44	2373.64	3333.33	2458.36	2699.27	3746.01	5015.59	3764.26	3342.82	3573.46	3016.32	3133.21	3001.75	2479.7	3859.42	5170.78	3166.42	3636.16	3447.42	2577.65	3071.95	3143.41
WTAP	662.146	817.199	726.357	1045.61	947.170000000001	678.749	839.527	855.603	675.648	938.271999999999	1288.94	796.342	711.548	857.989	847.998999999999	726.504	940.014	728.342	688.998	714.414	1087.69	1258.11	709.302	651.347	727.236	1126.19	669.835	1433.86	1264.67	608.299	675.549	1302.44	1338.56	673.005	1398.6	746.532	627.655	779.182	773.775	818.483	1074.8	1126.56	551.057	1061	649.091	774.958000000001	600.656	601.423	731.437	959.791	1236.43	848.854	1096.49	1430.63	660.258	674.246	552.885	539.474	1215.51	835.472	1227.07	696.711	749.06	694.463	669.264
SETD1A	751.097	1522.56	635.229	957.113000000001	1905.66	1164.02	959.364	1063.38	1265.15	883.635	667.934	735.62	709.542	516.474	1399.67	1059.21	623.563	867.373999999999	811.773	964.077	541.564	806.776000000001	834.109	1305.7	877.146	826.396	851.928999999999	677.12	1041.47	1077.59	1108.15	482.735	1028.19	872.326	487.442	1064.12	1088.12	954.830999999999	742.491	854.403	1091.87	763.644	930.514	886.876	829.091	980.259	949.508	1056.47	879.944	1289.38	805.842	758.883	2035.64	780.605	814.794	1110.19	557.692	1135.04	683.499	726.038	974.250000000001	1447.02	958.624	937.525000000001	1038.6
HDAC4	170.722	287.124	183.926	324.311	281.132	218.849	141.025	127.083	285.52	180.194	163.265	164.975	183.405	203.228	224.615	188.44	85.8477	202.877	169.306	176.022	263.416	406.833	146.899	335.777	112.554	703.594	180.574	651.958	239.042	266.805	209.725	230.795	584.159	153.481	221.861	543.682	314.505	227.693	140.777	233.304	202.032	316.24	197.885	99.0758	161.818	165.821	302.295	203.872	257.46	312.87	548.797	92.1439	222.04	169.947	177.241	218.19	209.402	166.205	331.47	92.8302	221.603	286.236	193.444	163.62	145.538
BCLAF1	2004.79	1234.49	2704.81	1440.61	1644.34	1327.14	2218.32	1525.65	1496.11	1576.04	2976.78	2061.27	1756.2	2233.98	1326.45	1172.93	2431.03	1736.43	2186.69	1693.76	2766.4	2757.39	2109.69	1003.89	1310.38	1176.88	1981.37	1682.47	1836.82	1440.25	1392.63	2088.4	1954.67	2062.48	1958.6	1646.79	1210.12	2681.75	2293.7	2048.82	1328.05	2041.75	1911.48	2605.55	1283.64	2258.88	878.688	1872.77	2172.8	2424.56	1966.32	2000.65	1457.79	1296.69	2285.82	1626.15	938.034	1333.1	2625.07	2305.28	1774.61	1546.49	996.776000000001	1548.34	1936.26
TATDN2	1538.09	1016.45	1718.42	1475.22	1250.94	1226.1	1170.9	2047.37	1848.9	1680.59	641.824	1045.08	1227.25	1043.64	1833.35	1820.49	938.937	1566.73	1332.03	1334.08	1115.75	1018.95	994.574	3025.86	915.473	1152.85	1380.35	1119.52	1785.23	1790.04	1626.58	698.684	1357.3	1087.95	936.279	722.91	1492.09	693.132	1591.81	867.306	1094.31	1037.48	2620.85	934.566	1398.18	781.162	965.246	1863.8	1291.46	1176.42	1217.87	1341.74	1942.98	1036.97	1443.93	1252.73	2367.52	802.632	821.28	960.377	1077.25	1146.98	1185.38	1427.86	1334.99
DAZAP2	11258.1	7576.13	14128.6	7192.68	6021.7	8760.76	11923.2	12335.2	10004.3	8384.03	8185.74	11118.8	9619.34000000001	11810.9	8571.05	8792.76000000001	12248.2	9924.59999999999	13082	12451.7	9492.46	7398.79	13438.8	7878.07	9481.72	7093.63	11573.1	7956.81	12169.6	12127.4	7691.99	8584.41000000001	9596.07	11039.4	10634.9	4623.55	8118.39	12317.9	10639.5	8138.8	9052.44	4341.23	5550.15	10578.6	11576.4	11615.3	3490.49	9001.77	10790.4	8536.68	7855.33	10474.4	3194.08	8865.58	12785.5	8466.55	7706.2	8241	11429	11630.2	9466.5	7315.87	7641.05	9186.37	10571.9
ZC3H11A	1766.65	1532.89	1860.96	2721.05	2583.02	1661.53	1364.23	1900.36	1805.01	1643.81	2374.95	1604.76	1490.12	1500.14	2004.47	1376.88	1559.63	1779.69	1876.94	1726.54	1894.07	2250.36	1726.74	1504.33	1298.25	2504.97	1939.56	2527.84	1840.19	1964.73	2389.34	2532.45	2517.02	1643.12	2043.26	1695.54	1918.66	2135.28	1752.89	1699.74	1899.59	3004.61	2035.05	2586.69	1423.64	3571.35	1396.72	1854.42	2234.21	2152.19	2847.77	2069.33	3424.34	1419.11	1966.13	1815.92	1523.5	1762.47	2389.54	1820.75	1969.46	1961.02	1379.37	1780.88	2047.1
DDX46	1049.86	415.884	1679.03	430.602	581.132	510.648	1005.38	680.823	598.115	1048.59	1409.57	1031.18	1141.37	1237.32	788.431	500.94	1981.68	729.602	1137.77	681.186	1033.67	1378.12	1035.66	343.945	457.494	694.417	902.49	1045.91	643.291	704.979	589.029	899.336	955.059	1140.24	934.883999999999	619.048	535.924	959.267	1393.79	864.516	729.675	1393.49	1945.62	1364.88	415.454	1358.71	360.656	908.454	1405.97	1742.34	1184.19	813.648	586.623	490.158	1152.8	595.103	486.111	336.565	947.881	1101.51	605.952	500.203	483.074	818.623999999999	1207.15
UBAP2L	1797.37	1910.71	2032.2	3030.53	2123.58	2330.31	2235.54	2738.32	2595.52	2427.63	1940.68	2252.95	1952.04	2897.91	1877.36	1950.66	2430.32	2036.75	2840.64	1908.85	3381.62	2210.45	1996.12	2244.24	2370.91	2463.02	1965.03	1695.99	2325.02	2100	2165.08	2208.08	2749.02	2173.17	3128.84	1468.32	1773.16	2321.58	2438.47	2397.21	2111.38	4622.62	2703.63	2405.55	1887.27	3140.44	1441.31	2139.43	2307.43	2175.23	2007.56	2201.46	2921.05	2200.67	2163.87	2183.65	1786.32	2189.06	2191.88	2002.64	2345.34	1830.29	1926.38	2375.38	2165.01
AP5Z1	532.509	1349.62	510.386	948.214	1465.09	1382.42	821.65	1052.6	1204.02	476.491	533.422	784.636	680.245	854.551	892.012	985.902	934.986	786.727	1100.77	689.717	1029.11	596.612	585.659	1380.08	988.73	702.72	605.208	678.246	1055.63	948.133	1088.77	725.678	593.378	674.363	911.163	1161.98	610.032	1039.4	674.599	980.645	1743.9	1091.72	1009.06	839.187	778.182	696.559	1497.05	946.782	570.09	849.804	743.299	823.21	2762.61	1106.1	636.455	1006.56	1647.44	1598.34	272.317	608.302	1446.88	1230.61	1931.22	851.769	605.17
RBM8A	910.207	672.622	947.929999999999	974.787	513.84	755.976	1020.54	818.203	805.756	982.905	1227.35	908.814	1017.14	1191.24	780.774	814.196	1134.11	827.668	896.774	771.145	1161.38	879.836	1050.71	696.545	928.383	1313.32	819.658	1252.77	1072.98	935.675999999999	589.721	921.624	1477.83	1076.27	949.856	422.767	1150.42	873.367	979.835	898.961	604.65	1715.87	1296.88	1047.33	828.718	1704.15	529.967	806.004	1030.79	1154.95	1279.93	776.499	1485.65	1047.14	790.556	815.689	711.763	549.536	1225.93	782.098	904.118	595.006	798.141000000001	647.202	997.687999999999
THRAP3	2233.35	1787.59	2071.92	1707.58	1207.55	1809.24	2555.99	1962.76	2355.95	1655.9	2332.31	2389.76	1959.67	2583.9	2103.11	1981.67	2037	2143.44	2658.44	2110.46	1800.42	2087.57	2422.48	2223.61	1791.65	1738.45	2140.66	2140.64	2102.49	2060.58	1414.09	2665.17	2803.72	2085.23	2326.05	1491.94	2004.97	2436.61	2147.27	2540.19	1491.87	2339.91	3459.21	2106.1	1645.45	2108.29	1951.48	2062.37	2360.17	2071.93	1875.6	2082.36	2353.07	1892.94	2277.03	1954.09	1557.69	1455.68	1945.9	2132.08	2120.16	1730	1730.25	1956.6	2472.73
THOC1	342.641	330.827	315.111	330.738	1131.13	212.506	142.349	338.125	441.407	292.619	325.87	265.569	219.926	210.104	346.029	368.421	312.5	272.603	327.961	392.007	168.713	210.451	298.45	348.245	261.494	305.474	249.382	224.955	411.328	227.386	481.052	96.727	267.957	313.073	207.442	394.076	365.115	338.286	239.621	278.989	300.406	277.778	436.556	191.127	225.454	402.707	148.197	238.123	364.33	396.476	206.873	453.765	770.285	348.056	314.932	343.244	399.573	618.421	448.692	301.132	194.404	164.028	319.721	280.416	379.249
HDAC5	1515.36	2363.72	1658.34	3119.52	4712.26	2509.74	1803.19	2273.77	3308.91	2687.16	2247.71	2489.25	2031.1	1292.71	3074.05	2954.42	1538.43	2186.71	1454.52	2097.89	1795.86	3083.55	1620.15	2911.07	1931.86	2252.81	1595.51	1395.93	2624.41	2044.81	3028.21	2648.52	1258.35	1463.16	1949.3	2164.6	1688.21	1330.08	2265.08	1818.66	1703.25	626.891	1632.02	2283.55	1940	2212.63	2466.23	2527.61	1728.31	1899.15	1207.9	2336.63	2020.83	1664.43	2514.33	3075.64	1978.63	2720.22	1091.43	2729.81	1850.41	2895.25	2094.57	3893.73	2439.09
SMC4	1389.31	141.917	530.748	194.29	447.17	1046.22	914.342	1056.84	1330.78	633.57	461.043	788.294	992.475	2067.81	597.583	850.564	1381.11	728.762	2176.03	558.599	452.122	744.76	1001.94	770.438	877.631	275.32	845.847	375.176	783.884	1026.14	510.123	520.976	253.822	1094.74	386.977	563.555	932.219	251.053	977.12	339.669	655.285	2489.48	4140.18	805.545	715.455	424.14	263.607	581.851	1338.65	213.287	480.069	1256.11	1997.26	375.42	1244.71	634.893	989.85	316.482	410.099	886.038	321.48	316.687	256.314	587.663	705.736
PQBP1	725.967	1297.46	463.32	1092.57	2767.92	1443.14	678.308	577.262	1081.78	993.958	699.661	797.074	821.511	698.692	902.636	898.026	848.06	730.862	764.681	803.772	585.058	699.11	574.806	870.182	783.998	1165.52	596.465	637.311	578.22	694.606	2127.7	546.17	847.507	768.761	820.465	1452.57	799.819	716.197	677.594	876.722	812.195	1360.62	1227.79	786.322	482.727	697.124	951.475	736.386	613.463	1307.22	651.546	969.249	2436.4	1045.13	633.159	1027.98	1103.1	1738.92	1059.69	959.623	1157.51	1420.63	1420.2	1040.64	847.734
NAMPT	2660.55	958.647	3075.67	562.6	2071.7	1554.6	2346.77	1184.25	2180.37	9283.43	6190.86	2276.73	3723.49	2769.94	2259.06	2456.3	3587.64	2229.13	4511	5000.9	2810.94	1080.1	3920.93	2797.14	2593.6	1403.26	1590.19	2509.44	2671.61	1669.71	3001.21	1646.61	781.132	3431.92	5787.44	6890.51	2267.96	1943.08	4374.41	2018.83	4689.43	3118.02	2849.55	2676.16	1971.82	4534.69	1923.28	2552.89	6421.24	1962.69	1770.1	3753.56	2524.67	4727.8	2497.85	2137.74	2788.46	1400.28	1776.38	10434.7	2850.52	1680.07	4110.69	3483.89	1892
RBM6	1196	1503.51	1054.72	920.252	3516.39	965.881	705.123	1242.86	1365.15	1050.68	759.696	880.999	714.341	1020.36	1421.14	1070.41	1269.3	1085.51	825.536	909.626999999999	977.050000000001	877.683	870.543	1400.5	836.748	932.254	915.191	839.106000000001	1333.78	1346.9	1607.2	625.351	1114.97	1217.84	685.888	527.529	781.274	902.329	952.488999999999	935.128	593.87	733.282	1009.38	1186.79	1097.66	862.38	1115.69	1015.04	1506.88	843.665	820.148	1047.78	1307.02	1082.91	1041.2	1033.24	1498.52	1668.19	1515.05	932.728	931.517	766.041000000001	665.508	958.69	1258.62
ALYREF	463.901	534.774	340.48	666.419	347.17	661.078	580.319	571.382	627.651	431.836	733.372	556.744	1128.12	551.237	435.192	531.015	1243.18	535.966	514.926	535.698	526.833	543.784	391.861	584.707	531.721	557.631	372.173	505.868	550.236	530.705	443.675	406.703	419.759	529.032	501.861	559.43	511.975	432.616	615.359	460.331	551.626	1186.39	1178.25	490.203	441.818	395.939	597.377	467.275	473.976	577.807	345.017	482.886	1050.44	682.669	455.553	492.785	509.081	563.712	629.756	591.321	631.814	528.218	560.989	549.257	517.705
DDX39A	664.938	652.256	387.213	824.126	1197.17	889.443	400.894	491.343	623.549	593.118	782.946	543.21	412.562	714.736	453.025	694.549	582.615	443.558	482.971	573.417	428.622	502.44	448.062	445.409	482.721	759.969	271.431	512.628	501.349	482.158	1034.78	372.961	493.509	393.888	486.512	1259.09	664.708	436.756	517.514	415.693	705.285	1174.89	1025.68	442.144	370	367.174	522.623	578.181	329.285	538.048	458.763	711.072	2969.3	808.449	484.116	666.375	748.932	1206.37	825.609	396.981	603.277	863.987	810.854	457.714	469.547
SRRM1	1132.43	826.128	1167.65	599.679	1194.34	944.720999999999	1185.8	976.152	1046.5	757.027	1162.03	1008.14	1084.78	1423.74	824.476000000001	748.59	1118.53	830.831	1138.05	890.885	872.326	880.275999999999	1179.46	874.481000000001	821.839	1058.01	958.373	1471.41	1036.41	1030.29	810.521	1459.45	1183.99	1121.56	1458.14	736.408	964.302	1226.58	1133.21	1245.34	824.39	1458.58	2417.52	1320.89	849.091	1060.35	891.148	946.374999999999	1213.05	1283.81	1196.22	973.161	1612.94	896.784	1038.91	890.687	652.778	825.485	1260.23	1162.64	1272.99	693.057	734.551	812.311	1025.14
SF3B4	859.992	1320.96	689.973	1895.93	1766.98	1298.14	1090.79	820.647	1108.85	828.998999999999	746.261	962.413999999999	680.245	1035.62	1053.26	1225.56	908.764	930.379	765.242	1086.21	1011.93	759.69	706.977	1048.6	890.73	1294	918.076	933.621	904.248	834.855	1542.14	800.81	1462.7	929.032	653.488	584.927	1063.26	908.701	944.505	854.054	870.325	2300.46	1020.54	802.588	815.455	1535.82	856.393	950.044	800.486	754.679	966.323	1035.31	3913.93	1485.36	784.766	1289.46	1003.21	1400.97	804.689	966.793	1327.83	1112.06	1166.04	1101.67	1019.48
BCAS2	776.374	349.568	506.805	353.474	375.472	677.839	569.17	427.788	518.85	642.39	574.314	697.43	476.749	677.54	369.064	498.36	556.311	462.552	679.891	460.031	418.46	443.669	611.256	298.88	404.526	643.055	527.177	891.999	688.547	514.203	438.505	690.869	733.877	517.864	624.828	382.396	417.623	498.094	596.942	512.656	385.333	436.878	820.284	473.723	383.936	485.217	288.59	450.06	539.372	589.638	811.364	661.528	659.441	525.362	510.428	495.203	414.936	358.553	635.571	760.272	521.926	333.009	397.921	512.029	450.935
SF3A1	2761.83	2618.82	2822.63	1847.47	1742.39	2075.01	3177.4	1988.86	2230.4	2847.25	2898.42	2679.85	2905.13	2029.88	2898.52	2192.94	2764.65	2599.06	3119.75	2343.45	2469.27	2687.37	2644.93	2737.69	1440.84	2101.58	2460.98	1896.09	2665.1	2855.82	1791.26	2465.33	2978.9	2473.49	2611.58	2247.77	1120.18	3040.84	2737.45	2381.79	3053.57	4009.15	3994.43	2860.85	1851.67	2970.44	2287.74	2428.13	2929.39	4247.62	2417.75	2339.55	1256.58	1589.01	2499.83	2343.41	1942.24	1275.8	2843.95	2945.82	2580.97	2279.11	1771.99	2283.67	2564.37
