TCGA-02-0047-01	TCGA-02-0055-01	TCGA-02-2483-01	TCGA-02-2485-01	TCGA-02-2486-01	TCGA-06-0125-01	TCGA-06-0125-02	TCGA-06-0129-01	TCGA-06-0130-01	TCGA-06-0132-01	TCGA-06-0138-01	TCGA-06-0141-01	TCGA-06-0157-01	TCGA-06-0158-01	TCGA-06-0168-01	TCGA-06-0171-02	TCGA-06-0174-01	TCGA-06-0178-01	TCGA-06-0184-01	TCGA-06-0187-01	TCGA-06-0190-01	TCGA-06-0190-02	TCGA-06-0210-01	TCGA-06-0210-02	TCGA-06-0211-01	TCGA-06-0211-02	TCGA-06-0219-01	TCGA-06-0221-02	TCGA-06-0238-01	TCGA-06-0644-01	TCGA-06-0645-01	TCGA-06-0646-01	TCGA-06-0649-01	TCGA-06-0686-01	TCGA-06-0743-01	TCGA-06-0744-01	TCGA-06-0745-01	TCGA-06-0747-01	TCGA-06-0749-01	TCGA-06-0750-01	TCGA-06-0878-01	TCGA-06-0882-01	TCGA-06-1804-01	TCGA-06-2557-01	TCGA-06-2558-01	TCGA-06-2559-01	TCGA-06-2561-01	TCGA-06-2562-01	TCGA-06-2563-01	TCGA-06-2564-01	TCGA-06-2565-01	TCGA-06-2567-01	TCGA-06-2569-01	TCGA-06-2570-01	TCGA-06-5408-01	TCGA-06-5410-01	TCGA-06-5411-01	TCGA-06-5412-01	TCGA-06-5413-01	TCGA-06-5414-01	TCGA-06-5415-01	TCGA-06-5416-01	TCGA-06-5417-01	TCGA-06-5418-01	TCGA-06-5856-01	TCGA-06-5858-01	TCGA-06-5859-01	TCGA-08-0386-01	TCGA-12-0616-01	TCGA-12-0618-01	TCGA-12-0619-01	TCGA-12-0821-01	TCGA-12-1597-01	TCGA-12-3650-01	TCGA-12-3652-01	TCGA-12-3653-01	TCGA-12-5295-01	TCGA-12-5299-01	TCGA-14-0781-01	TCGA-14-0787-01	TCGA-14-0789-01	TCGA-14-0790-01	TCGA-14-0817-01	TCGA-14-0871-01	TCGA-14-1034-01	TCGA-14-1034-02	TCGA-14-1823-01	TCGA-14-1825-01	TCGA-14-1829-01	TCGA-14-2554-01	TCGA-15-0742-01	TCGA-15-1444-01	TCGA-16-0846-01	TCGA-16-1045-01	TCGA-19-1390-01	TCGA-19-1787-01	TCGA-19-2619-01	TCGA-19-2620-01	TCGA-19-2624-01	TCGA-19-2625-01	TCGA-19-2629-01	TCGA-19-4065-01	TCGA-19-5960-01	TCGA-26-1442-01	TCGA-26-5132-01	TCGA-26-5133-01	TCGA-26-5134-01	TCGA-26-5135-01	TCGA-26-5136-01	TCGA-26-5139-01	TCGA-27-1830-01	TCGA-27-1831-01	TCGA-27-1832-01	TCGA-27-1834-01	TCGA-27-1835-01	TCGA-27-1837-01	TCGA-27-2519-01	TCGA-27-2521-01	TCGA-27-2523-01	TCGA-27-2524-01	TCGA-27-2526-01	TCGA-27-2528-01	TCGA-28-1747-01	TCGA-28-1753-01	TCGA-28-2499-01	TCGA-28-2509-01	TCGA-28-2510-01	TCGA-28-2513-01	TCGA-28-2514-01	TCGA-28-5204-01	TCGA-28-5207-01	TCGA-28-5208-01	TCGA-28-5209-01	TCGA-28-5213-01	TCGA-28-5215-01	TCGA-28-5216-01	TCGA-28-5218-01	TCGA-28-5220-01	TCGA-32-1970-01	TCGA-32-1980-01	TCGA-32-1982-01	TCGA-32-2615-01	TCGA-32-2616-01	TCGA-32-2632-01	TCGA-32-2634-01	TCGA-32-2638-01	TCGA-32-4213-01	TCGA-32-5222-01	TCGA-41-2571-01	TCGA-41-2572-01	TCGA-41-3915-01	TCGA-41-4097-01	TCGA-41-5651-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-76-4927-01	TCGA-76-4928-01	TCGA-76-4929-01	TCGA-76-4931-01	TCGA-76-4932-01
ZNF337	343.034	439.12	645.509	864.091	461.64	1544.6	600.13	1282.59	738.36	271.273	371.997	621.987	599.981	1076.18	265.206	651.45	555.361	299.189	440.481	533.246	546.999	406.267	701.383999999999	518.169	695.945	667.113	238.03	1036.94	440.409	211.46	681.354	712.268	399.417	507.536	1408.56	1561.64	571.841	1331.69	524.852	942.616000000001	494.56	750.327	1281.82	1062.72	574.475	859.255	650.924	857.192	997.074	410.057	1072.5	549.663	858.549	711.796	567.775	345.477	394.738	354.245	294.144	672.962	946.21	585.942	974.008000000001	762.225	699.496	399.695	296.459	601.129	447.336	1014.98	809.398	577.273	867.525	376.635	634.666	575.417	180.258	271.099	634.249	1062.68	456.203	565.126	413.415	740.927	278.207	1047.16	382.581	440.067	202.546	440.482	1632.36	720.442	505.083	658.654	820.653	294.302	585.606	585.998	1208.48	1463.52	335.738	777.959	749.991	1131.38	941.556	389.511	728.607	506.69	1477.06	586.404	954.885	344.964	1004.66	539.623	1367.31	513.972	527.836	466.047	644.876999999999	358.006	250.809	705.169	555.129	628.617	394.31	388.272	499.004	450.521	398.667	496.649	450.369	366.25	496.981	201.022	434.463	382.945	378.605	227.593	774.045	385.252	629.421	902.674	267.189	361.194	943.771000000001	831.376	238.14	474.832	1421.31	1455.17	538.096	862.441	1171.97	1296.16	475.245	401.221	471.976	709.637	1019.31	445.323
FBXL4	186.238	331.885	127.071	165.238	262.195	222.041	259.558	285.137	217.122	259.952	156.185	174.538	144.048	203.017	121.56	317.068	165.406	213.723	129.475	89.6788	203.997	173.505	202.807	166.1	192.552	172.359	316.425	194.486	158.593	229.373	174.595	205.708	307.045	157.603	182.3	184.712	173.101	162.45	189.989	110.763	220.464	194.767	362.548	191.05	248.485	191.5	146.479	203.762	176.047	210.036	174.745	237.594	320	200.607	121.922	211.711	191.989	230.525	132.643	178.109	169.52	209.233	200.382	187.597	178.578	202.826	309.304	212.45	120.496	159.073	216.142	237.966	122.38	140.411	212.725	153.009	250.483	111.206	181.458	174.891	275.426	178.157	183.132	89.4569	231.175	185.923	206.302	130.435	447.2	210.222	91.5789	280.306	103.152	170.094	207.184	186.477	70.598	158.425	92.8314	178.746	117.378	309.3	147.639	131.62	272.54	162.027	151.639	65.1899	176.471	221.009	223.958	181.556	119.228	244.321	110.516	101.058	126.48	191.651	140.413	92.2294	167.977	187.054	148.528	109.325	170.249	141.784	154.865	182.008	174.616	104.53	130.147	215.996	133.571	246.594	191.314	160.392	198.486	145.226	170.421	173.489	202.788	107.559	183.964	154.186	192.648	211.478	170.629	211.161	127.771	106.782	208.827	157.329	141.399	151.736	274.953	155.823	147.239	140.145	69.6471	145.274
HBP1	1175.27	2082.52	1752.54	1622.97	1845.3	1252.01	1415.82	1477.32	1846.22	1553.62	2233.13	1670.47	1603.39	1434.18	1281.86	1661.91	1205.67	3312.34	2222.49	1437.57	1794.15	2122.6	1395.53	1346.8	1518.09	1860.05	2221.13	1202.25	2020.42	1811.07	1519.91	1243.21	2327.57	1372.86	1220.09	2062.99	1473.04	1573.69	1677.14	1287.34	1942.44	1439.16	2219.58	1205.69	1686.74	1825.27	1020.69	1138.33	1674.91	1742.98	1617.58	2086.51	2378.86	1329.53	1989.62	1617.15	1314.56	1522.13	1786.51	1716.56	2011.9	1207.87	2318.3	2379.61	1961.85	1345.73	1998.87	1707.82	2124.65	1377.11	1387.1	1932.31	1628.79	1726.82	2275.14	1470.28	2550.73	1966.72	1553.38	1158.87	1638.07	1629.35	3198.89	1729.46	1609.86	2230.56	2279.25	1226.62	4835.56	2116.09	1184.52	1201.41	932.476000000001	1792.93	1405.07	1320.67	1126.25	1407.16	794.562	995.122	1389.35	1754.25	3035.83	1030.43	2108.1	807.901	854.303	663.937	1822.41	1516.62	1653.69	2482.64	1158.14	1512.53	830.79	849.918	1213.09	1375.06	1394.73	1391.26	1990.72	1430.2	1441.94	1092.7	1753.1	2060.61	801.687	1796.16	874.312	1999.24	2730.23	1604.77	1358.27	3072.96	954.569	1216.19	2744.22	1524.11	1627.85	1027.08	1690.19	1301.89	1303.04	1590.27	1115.71	1303.16	1332.42	2120.16	1130.8	1135.38	1872.54	1222.68	1284.91	1304.66	1859.96	1182.14	1531	1372.02	1115.76	1865.02
AKAP8L	692.707	766.363	924.116	1421.43	742.073	1318.39	869.701	1323.09	707.066	585.042	671.735	882.443	1401.81	1538.7	649.083	740.894	1575.39	599.654	1203.53	926.513	1264.23	1001.12	893.03	839.728	1289.28	1169.69	425.379	991.478999999999	1061.71	641.687	1151.59	1178.06	843.401	1452.83	1774.24	1773.13	1044.97	1939.88	1143.91	973.946	702.729	758.418	1483.36	1188.25	896.465	1050.89	835.493	830.273	1146.43	955.761	1741.5	927	1200.24	1213.36	864.937	590.642	706.722	684.685	776.576	965.477	888.984	804.914	774.809	941.955	1012.74	842.753000000001	839.666	1188.35	1152.35	1578.55	1088.01	1139.21	1253.55	1142.98	915.167	896.302	675.467	817.793	791.274	999.999999999999	1133.29	1437.54	710.418	3051.12	936.17	1043.82	427.607	832.776	304.213	657.666	1153.16	947.724	1759.31	675.389	2096.67	1205.43	1163.62	1461.54	1701.5	1397.19	1249.12	655.185	986.703	1545.36	1326.39	1593.68	942.623	1247.47	731.523	1148.11	1248.44	174.128	970.983	972.853000000001	1176.83	1023.5	613.563	1115.98	997.837	1054.65	627.528	1067.59	1112.01	1199.36	702.089	719.439	1029.94	824.109	1082.71	905.93	703.119	935.823999999999	996.438	416.894	850.571	1123.44	747.543	531.161	1535.26	820.757	1140.68	1082.07	1203.49	968.223000000001	822.267	1250.39	618.182	1026.65	1270.65	1474.2	1054.02	817.345	1615.12	1439.78	744.821	1133.33	820.771	642.099	1114.82	1011.44
TAF5L	531.055	698.528	789.868	492.381	456.707	616.011	486.866	894.557	641.568	396.261	487.215	465.092	476.133	494.55	506.881	498.511	700.454	620.411	462.972	561.248	622.467	626.945	572.12	592.521	569.028	535.752	495.841	752.381	658.593	476.854	587.036	575.482	378.947	613.763	308.426	468.801	469.665	380.261	354.38	225.89	569.178	445.383	442.243	676.981	574.747	633.788	438.873	593.82	433.274	460.478	490.221	531.293	910.442	824.287	600.331	455.127	590.239	566.508	687.676	503.727	455.479	734.922	690.84	642.693	714.793	517.776	538.83	663.849	559.202	650.432	832.649	580.485	492.224	672.089	322.622	754.17	696.716	457.228	385.721	489.115	502.843	324.915	420.128	894.569	257.733	555.113	439.61	856.187	412.913	467.213	750	657.954	512.321	464.175	611.377	517.226	392.027	441.392	543.785	659.669	1017.69	591.044	634.113	496.591	487.474	388.262	538.934	477.215	408.748	464.118	595.312	288.013	364.457	420.499	527.796	490.012	501.076	908.911	720.551	227.579	299.438	451.69	549.163	697.749	470.068	810.621	422.568	463.076	555.176	671.483	574.052	625	576.135	519.074	757.499	746.867	822.942	444.254	595.495	399.502	459.654	522.678	524.296	479.138	699.534	570.755	451.748	670.186	617.66	385.024	544.796	515.733	897.151	623.232	468.456	523.695	528.922	599.107	642.823	812.438
R3HCC1L	258.152	220.322	182.375	130.952	250.61	135.669	109.753	293.79	280.557	147.165	168.625	235.113	125.196	174.392	144.495	287.743	140.192	209.879	164.787	158.701	148.863	256.1	164.569	243.808	163.034	167.022	166.368	229.073	183.968	171.333	199.686	154.03	212.47	206.437	152.623	134.483	113.704	153.375	200.796	174.601	151.569	190.543	157.089	236.32	167.677	145.331	172.394	173.309	232.684	183.631	145.833	176.814	343.599	286.582	165.654	240.348	198.895	170.641	200.376	174.186	154.68	298.585	278.626	133.998	219.492	273.929	183.175	185.037	158.681	170.464	208.39	149.97	121.704	115.582	80.3342	146.483	141.017	125.749	148.736	174.891	202.148	67.5768	161.021	252.396	178.663	156.707	171.793	133.779	121.831	140.791	156.842	192.88	264.183	238.006	331.332	243.755	92.608	144.689	112.635	118.822	204.37	247.535	219.166	221.814	150.067	277.903	112.705	122.785	150.83	152.439	198.438	107.283	182.455	186.704	158.071	135.135	157.158	205.75	101.475	121.575	58.427	169.919	172.469	203.644	120.53	241.984	205.527	136.655	165.862	216.527	178.75	165.23	121.104	246.594	166.753	168.062	325.439	165.809	160.627	177.733	174.06	198.704	209.351	118.817	183.148	153.302	83.9161	173.957	118.35	103.121	283.926	218.726	188.938	164.595	190.207	140.562	166.959	147.404	130.823	120.398
PRPF19	2633.15	2015.42	3636.09	3337.62	2674.39	2224.49	1955.79	2403.89	2538.42	2814.23	1961.3	1419.4	2627.67	2396.12	3100.92	1818.1	2882.5	4015.38	2117.21	2871.74	1539.35	1397.46	1893.03	2238.47	2573.12	2268.94	2504	3136.34	2208.77	2500.35	2412.96	2688.26	2063.16	2586.02	2250.13	2864.65	2556.64	2602.38	3015.93	2640.29	2230.08	2403.85	2219.97	2489.05	2459.09	2227.18	2282.25	2172.86	2850.74	2081.55	2173.04	2716.4	2648.73	2999.88	3600.66	2208.64	3322.74	2496.56	3313.73	2399.37	2575.06	3183.92	4095.42	2147.44	1990.83	1886.96	2691.03	3539.92	2450.65	2451.69	2582.31	3111.06	2669.37	3414.38	2528.92	2335.75	2927.88	2998.72	2056.52	2918.72	2142.14	2204.78	2842.24	3431.31	2780.14	3132.8	2067.52	2764.21	1633.41	2398.26	2873.16	2691.75	2871.63	1775.7	2135.34	2915.59	2552.33	2146.52	2529.14	3408.97	4108.64	1462.41	1996.79	3229.68	2653.27	2045.15	2875	2970.25	2194.57	2758.07	1876.04	1269.24	2754.43	2233.24	2792.36	3082.26	3121.64	4007.05	3526.45	3137.6	1928.65	2635.89	2863.08	2501.61	2176.07	2614.73	3533.1	2434.73	3161.97	3241.44	2120.7	3358.72	3163.85	2166.21	2801.63	2936.56	2267.76	2582.62	2944.17	3692.61	2149.56	2477.75	2572.55	2401.77	2919.35	2419.42	2409.79	2232.28	2664.95	2369.33	1992.09	2088.26	3258.88	3384.91	2736.35	2885.94	2715.6	2726.41	3057.88	2915.42
DEXI	695.166	677.786	672.929	590.476	613.415	589.529	752.666	434.299	598.762	974.668	940.567000000001	923.511	666.586	722.228	603.211	624.513	769.037	833.365	876.41	891.246	624.673	613.641	904.647	820.787	658.492	664.888	784.211	568.922	693.772	784.697	573.968	679.34	1121.94	750.278	832.009	748.569	1016.97	689.28	1626.28	982.131	678.351	1039.54	812.162	664.936	944.949	456.978	836.056	680.251	531.445	600.101	487.67	603.124	572.979	666.909	788.073	754.794	804.328	773.715	692.85	580.62	726.598	623.232	545.802	1010.94	1376.64	526.436	852.591	698.572	628.784	904.163	575.011	1173.74	741.717	610.445	884.319	504.714	902.769	798.546	815.568	772.134	876.816	582.935	716.655	511.182	548.061	374.502	641.41	720.736	599.672	836.066	1137.37	1025.24	940.401	847.352	704.996	495.263	946.013	750.916	684.064	900.386	935.692	834.303	519.028	1293.65	610.916	1010.28	737.705	934.177	526.395	778.63	700.521	528.162	877.498	675.9	426.658	670.975	734.123	790.836	684.366	794.73	1083.15	659.686	678.637	642.015	1062.17	910.321	823.259	786.514	526.611	387.758	731.74	604.885	622.44	871.935	625.217	777.551	776.543	1828.47	684.623	772.477	696.24	834.556999999999	608.919	746.062	489.408	567.61	669.93	636.501	938.561	888.424	609.354	818.112	705.775	485.641	931.262	719.679	638.475	945.84	875.765	721.393
KLF15	612.188	59.986	367.282	1356.19	307.317	508.454	966.97	1503.15	13.409	745.476	1132	679.158	365.438	454.475	800.459	241.924	599.597	580.434	836.194	545.63	377.671	117.518	303.485	325.886	558.129	368.196	464.524	405.012	331.026	67.7904	311.03	394.86	1195.79	476.138	775.305	441.796	2061.52	886.67	1872.58	377.029	386.872	595.565	563.86	604.714	351.515	596.013	835.493	172.862	378.997	573.297	415.391	446.286	21.2389	745.112	1100.83	394.784	477.901	516.693	491.063	724.598	725.457	247.208	683.206	391.572	745.117	349.134	991.644	493.432	385.247	717.203	377.109	1612.77	1200.14	1054.79	2010.93	1068.17	798.455	683.062	255.33	635.704	214.782	415.7	517.08	108.626	907.198	1055.11	162.041	1215.72	757.979	852.941	970.526	905.363	1123.78	1204.98	495.777	406.546	1987.54	1291.21	589.17	1008.97	2322.16	447.559	2575.42	1030.94	883.941	523.702	418.033	334.177	340.875	590.49	525	297.091	953.822	702.493	729.404	294.947	606.566	2159.71	387.807	174.278	1184.27	749.643	1252.72	450.161	1035.05	590.18	871.042	564.523	799.361000000001	1015.44	1715.67	620.69	585.931	903.27	345.571	558.581	25.1329	1698.11	1534.28	463.699	1255.6	949.892	275.577	662.061	759.951	433.569	400	569.13	567.023	827.406	449.275	729.087	910.558999999999	488.213	1346.99	414.458	361.087	704.076	585.412	1195.02
ZCCHC4	138.296	285.354	208.127	178.571	249.39	195.559	160.728	198.195	309.438	121.23	237.733	224.333	182.236	173.511	96.3303	149.828	178.013	262.156	216.282	162.732	190.214	100.333	189.739	152.987	183.924	211.313	343.827	137.845	204.152	188.977	143.231	172.093	196.923	125.416	177	179.851	209.164	206.92	129.124	171.327	221.524	146.427	177.358	157.824	226.768	232.424	227.042	200.179	244.484	177.63	228.742	184.89	264.307	199.636	208.504	169.266	161.142	210.387	200.376	205.179	205.765	213.701	225.191	193.553	247.891	129.444	203.677	135.237	270.691	170.071	161.423	176.464	142.664	214.897	200.514	167.513	200.258	190.334	171.542	194.485	185.092	180.887	256.839	76.6773	147.276	274.9	253.563	147.157	361.846	176.953	192.105	145.11	165.043	208.723	167.701	111.972	118.356	144.689	207.942	197.696	156.087	259.413	219.624	175.669	212.514	246.3	192.623	137.342	200.603	160.94	173.958	402.723	216.326	196.122	253.181	72.8555	211.518	199.141	189.97	154.514	177.528	194.669	165.14	140.407	256.629	176.353	123.201	174.25	168.165	191.141	167.409	258.621	173.642	238.42	168.477	149.234	92.154	273.871	166.503	144.309	201.098	224.19	163.727	130.975	228.745	203.616	141.259	225.742	131.893	179.393	231.884	168.074	185.891	154.308	159.134	138.956	106.486	190.955	170.823	165.672
SETD2	1269.25	854.94	1280	1575.71	615.854	1633.73	1592.2	2170.67	1189.79	802.171	886.662	863.45	1247.61	1399.54	892.202	1533.1	1237.01	564.29	1007.85	1462.07	1216.26	1294.36	1354.31	1453.62	1529.52	1274.81	739.847	2430.58	1025.95	1063.75	925.771	1561.88	1539.76	1321.86	1428.19	1306.49	572.762	1290.53	964.733	981.039	980.428	1150.77	2065.18	1580.31	1325.25	1595.49	1770.14	1287.51	1357.88	1631.48	1909.86	1375.84	1631.62	1454.77	1826.62	1026.34	903.315000000001	972.443	1264.35	1417.42	1357.88	1136.26	1847.33	1260.57	1625.49	1726.53	906.072	1349.63	1094.64	1343.68	1522.57	1666.23	511.156	879.281	627.892	1232.78	454.604	1112.06	1058.5	1038.46	1393.56	1374.06	686.605	2022.36	1281.42	1845.95	720.18	2130.43	569.761	944.551999999999	1203.68	1597.12	1134.67	1557.01	1821.11	1424.63	1425.66	1304.03	1871.48	816.904	1696.98	1418.22	2597.89	1435.76	1645.89	1403.56	1413.93	1189.24	1859.73	1478.49	1590.62	663.503	1210.79	1791.14	1933.69	1269.1	1319.7	1211.15	1344.74	797.724	622.472	1336.03	1476.49	1692.39	1180.19	1225.45	1390.9	985.231	1742.93	1639.14	1828	1350.57	1928.32	836.512	1723.12	1831.25	468.503	1563.18	1626.35	958.169	997.043	1258.75	1258.68	1171.04	1603.88	1372.25	721.678	982.906	876.736	1181.31	1472.99	1369.92	1851.59	1822.12	1402.07	1338.15	1184.49	1245.67	1559.06	1249.75
SCAPER	633.701	263.49	367.282	417.619	400.61	420.452	693.368	377.848	189.273	408.323	305.46	149.897	354.804	503.358	302.752	439.863	391.326	182.203	206.474	387.936	341.833	211.753	514.037	351.627	294.732	302.028	252.487	636.591	362.168	201.978	360.69	260.899	181.376	428.413	404.875	306.233	349.173	420.193	357.793	206.247	379.452	519.066	578.141	303.603	246.97	394.543	442.253	664.129	314.336	403.268	518.282	523.217	433.746	428.415	471.784	301.713	587.937	260.731	311.383	435.857	400.114	206.255	452.29	412.912	361.488	585.688	334.262	463.278	279.177	360.958	228.454	379.894	404.327	331.336	276.992	340.101	235.673	420.445	374.318	291.002	476.942	341.979	171.226	303.514	458.126	737.716	246.061	394.649	218.858	299.421	305.263	545.291	340.974	302.181	670.398	267.873	475.083	558.608	233.522	321.64	254.318	320.228	549.289	742.528	581.871	424.379	278.688	321.519	260.935	575.189	319.792	180.73	158.067	300.831	341.594	305.523	163.079	543.232	333.137	110.795	241.011	522.132	341.029	351.554	397.75	485.471	712.723	344.92	516.475	375.812	482.787	427.682	402.939	188.011	373.579	403.769	279.684	388.794	381.978	542.75	217.998	389.633	218.549	327.715	401.254	400.55	292.308	377.577	438.662	261.768	358.366	381.428	401.646	291.899	539.077	352.61	262.489	337.242	398.588	458.707
HP1BP3	4367.07	3541.98	5280.84	5412.38	3301.22	4997.35	4005.2	7631.55	5232.08	2845.6	4778.16	3919.4	4834.32	4663.66	2006.88	2655.67	4520.93	4109.17	4418.83	5884.03	2468.37	2557.12	3937.08	4064.11	3918.71	4027.75	4572.17	6359.9	4338.52	3331.48	3553.58	4673.09	5173.12	4519.42	5110.23	5240.52	2383.11	4854	3777.59	3969.99	5584.73	4170.36	5869.4	6603.68	4673.74	6206.72	4709.86	4278.55	5396.58	5460.52	5781.89	4765.06	5330.5	5295.45	5554.06	3359.24	4022.1	3653.95	5213.55	4464.5	4990.58	4695.46	5860.69	4176.76	5871.41	4358.71	4040.11	5069.1	4880.93	5040.06	5772	5079.6	3724.81	4865.58	3138.17	5941.26	3629.11	3374.68	3908.28	6209.72	3424.51	5443.69	4962.15	4041.53	5682.81	5918.99	4423.11	6406.35	4160.5	3769.53	4586.32	4502.48	3536.39	4919	5962.76	5579.67	4840.12	4011.9	5464.67	4580.29	4151.93	5587.84	5485.56	4637.65	5110.98	4679.21	5336.07	3243.67	5138.76	4438.31	4783.33	4128.74	3963.42	4594.46	5245.14	4649.82	4146.39	3412.27	4634.41	2874.68	2366.85	4200.38	5109.56	5155.41	4179.89	5019.54	4244.67	3072.06	5491.41	5744.19	5940.87	4668.58	5351.29	3922.34	5001.3	5356.38	3026.26	5448.26	5086.19	4074.61	4221.38	5457.45	4166.41	3983.97	3323.64	4237.03	2983.22	3657.11	3640.6	3564.68	4104.74	3732.16	4649.7	5470.21	5545.67	3865.06	4154.69	4849.8	5094.12	2280.6
COPS4	1172.13	1524.32	1366.12	833.809	1706.1	1030.35	1035.63	929.581	1188.24	1539.81	1576.36	1647.84	1226.83	974.568	981.651	802.749	1109.93	3302.71	1326.63	1211.17	1096.07	946.239	1394	1094.22	1000.45	1429.03	3691.4	942.356	1776.82	1198.4	1151.07	1002.95	1211.98	1203.11	1124.01	1184.42	1456.94	960.182	1593.86	1352.61	1211.49	1319.72	893.7	877.998	1575.76	1147.43	1145.35	1169.28	1469.73	1136.99	1196	1136.97	802.36	986.521000000001	1196.25	1211.45	2027.16	1401.7	1886.64	1205.96	1368.72	1579.3	1963.74	1435.27	1396.85	968.095	1375.38	938.891999999999	1801.5	1127.65	766.986	1614.19	1277.89	1696.06	2120.18	1007.25	2208.63	1273.31	1599.9	1200.29	834.491	1333.11	2174.34	1162.94	1033.95	875.166	1952.74	1255.85	3660.77	1759.88	1047.37	1214.06	1089.4	1090.34	817.747	723.514	833.887	868.132	802.888	1020.75	1021.02	1542.23	869.326	825.38	969.624	1072.49	801.23	850.633	788.839	1135.64	1092.71	3334.02	723.044	1318.56	938.379	1136.31	1249.73	1573.74	1345.13	1685.28	1561.24	1356.5	1229.75	994.641	1745.18	1090.68	1201.5	1176.79	1114.04	1300.16	1149.72	1657.09	1160.29	2103.54	1143.57	1296.38	795.231	2122.36	934.378	1232.99	1231.94	1082.51	1019.89	926.774999999999	1196.16	1137.97	1651.75	1974.86	838.463	1480.3	1089.59	1054.49	965.412	1297.9	1486.82	1095.58	1285.28	1294.25	1110.12	1109.45
GPN3	349.12	494.464	647.177	406.667	695.122	305.561	312.094	602.003	589.479	484.318	758.12	554.415	380.906	284.047	284.404	410.08	421.584	1305.4	387.445	419.676	350.103	335.369	429.332	411.85	320.163	461.046	1357.69	307.769	779.123	511.678	410.35	375.292	437.895	381.798	371.489	391.567	524.82	363.925	655.29	371.573	412.31	393.289	245.537	413.249	516.162	463.798	642.254	407.971	337.463	462.878	307.398	350.228	320.944	422.101	437.769	573.766	622.468	569.687	566.322	368.772	519.692	845.123	444.656	612.916	396.626	394.713	538.384	306.111	564.293	445.405	300.046	510.94	522.65	535.103	737.789	384.337	730.2	491.873	309.37	448.476	404.296	251.195	781.857	370.607	419.496	351.262	809.452	366.221	1411.64	795.082	333.684	384.858	406.304	457.321	248.296	480.19	276.163	341.575	308.2	351.345	486.993	582.017	423.659	364.971	327.242	507.65	344.262	303.798	328.808	350.214	342.188	905.302	355.425	362.881	272.606	377.203	448.332	658.222	353.196	564.156	484.27	354.117	369.366	254.019	491.663	430.361	327.576	365.806	328.038	371.332	565.411	535.441	316.118	806.539	371.855	449.794	434.348	824.471	290.402	472.187	550.908	419.438	357.993	424.979	454.07	295.598	546.853	936.149	398.035	425.296	378.788	338.45	426.634	467.21	470.81	365.462	523.663	432.719	384.471	471.144
SCAND1	708.688	1352.21	1467.86	1013.81	975	972.5	512.874	744.571	797.318	895.657	1141.67	734.6	1073.6	1081.58	1415.14	630.47	1084.22	3267.35	1346.74	728.01	947.209	637.478	715.876	702.768	1056.31	1340.45	1862.67	682.206	1267.59	944.887	1129.12	810.29	967.773	1206.44	1581.88	1610.02	2204.5	1173	1474.97	1415.36	510.883	947.554	747.668	1013.39	940.909	654.25	720.563	977.161	1132.74	562.095	1179	703.432	956.224	1040.92	931.64	1036.56	1074.13	992.581	986.358999999999	1322.09	1466.04	1691.73	440.84	920.119	813.468	639.927	996.546	1096.97	1680.15	740.377	832.649	1101.83	1758.62	1603.6	3216.58	1451.05	2079.85	1271.17	879.028	1682.87	639.924	918.771	2138.63	875.399	753.282	693.227	1212.3	1060.2	1263.54	1626.33	1935.26	631.365	1146.7	614.33	761.982	838.071	802.326	927.656	722.022	1343.92	1507.18	859.96	651.536	568.432	1105.17	1537	1520.49	1431.01	1024.13	742.362	797.396	2040.85	1178.73	799.446	1032.82	730.905	1556.51	1964.09	1675.91	2093.73	2658.99	1227.51	890.68	680.6	1145.54	1358.22	607.945	1570.64	786	952.72	723.64	886.973	628.673	1313.35	750.174	835.431	937.651	1481.99	946.621	659.471	1066.33	1094.6	1270.82	1688.31	1825.4	1080.19	1430.77	1236.8	1762.89	1629.79	1271.41	1085.19	1247.6	1234.89	637.476	964.659	818.58	1722.5	1029.65	1099.01
RSRC1	376.164	252.838	298.048	371.905	312.805	415.971	433.29	339.528	228.984	278.649	290.256	338.809	418.127	365.078	275.229	270.332	368.129	203.729	288.867	285.158	240.386	248.339	298.645	307.431	365.577	390.608	444.952	377.444	305.075	259.089	231.573	262.404	550.607	224.195	250.662	330.537	308.867	274.078	194.539	186.605	393.231	252.024	380.974	348.458	333.333	308.5	406.761	278.549	191.15	388.066	312.925	327.702	273.746	204.979	411.706	276.656	306.169	334.923	442.615	355.041	436.073	416.977	492.366	478.422	392.775	275.752	267.409	341.291	424.281	400.628	330.141	417.268	265.72	385.274	57.8406	337.201	475.209	356.715	249.876	253.266	337.334	419.113	375.904	57.508	380.263	400.398	341.335	627.09	757.25	522.662	254.737	270.392	210.888	385.67	370.815	301.034	434.801	410.256	257.04	298.592	355.047	352.061	618.524	241.741	374.682	301.48	286.885	167.721	285.068	307.145	368.75	348.257	201.874	428.255	363.697	210.341	289.021	284.172	383.087	202.425	437.079	406.949	362.526	280.815	475.09	297.595	240.069	371.177	457.041	354.906	536.789	558.908	392.253	562.67	437.35	460.952	177.219	201.258	318.805	212.219	260.245	247.084	230.322	321.636	392.514	366.745	258.741	531.423	130.715	258.107	343.215	227.935	370.562	328.761	493.409	306.024	201.139	275.265	273.412	304.975
