TCGA-02-0047-01	TCGA-02-0055-01	TCGA-02-2483-01	TCGA-02-2485-01	TCGA-02-2486-01	TCGA-06-0125-01	TCGA-06-0125-02	TCGA-06-0129-01	TCGA-06-0130-01	TCGA-06-0132-01	TCGA-06-0138-01	TCGA-06-0141-01	TCGA-06-0157-01	TCGA-06-0158-01	TCGA-06-0168-01	TCGA-06-0171-02	TCGA-06-0174-01	TCGA-06-0178-01	TCGA-06-0184-01	TCGA-06-0187-01	TCGA-06-0190-01	TCGA-06-0190-02	TCGA-06-0210-01	TCGA-06-0210-02	TCGA-06-0211-01	TCGA-06-0211-02	TCGA-06-0219-01	TCGA-06-0221-02	TCGA-06-0238-01	TCGA-06-0644-01	TCGA-06-0645-01	TCGA-06-0646-01	TCGA-06-0649-01	TCGA-06-0686-01	TCGA-06-0743-01	TCGA-06-0744-01	TCGA-06-0745-01	TCGA-06-0747-01	TCGA-06-0749-01	TCGA-06-0750-01	TCGA-06-0878-01	TCGA-06-0882-01	TCGA-06-1804-01	TCGA-06-2557-01	TCGA-06-2558-01	TCGA-06-2559-01	TCGA-06-2561-01	TCGA-06-2562-01	TCGA-06-2563-01	TCGA-06-2564-01	TCGA-06-2565-01	TCGA-06-2567-01	TCGA-06-2569-01	TCGA-06-2570-01	TCGA-06-5408-01	TCGA-06-5410-01	TCGA-06-5411-01	TCGA-06-5412-01	TCGA-06-5413-01	TCGA-06-5414-01	TCGA-06-5415-01	TCGA-06-5416-01	TCGA-06-5417-01	TCGA-06-5418-01	TCGA-06-5856-01	TCGA-06-5858-01	TCGA-06-5859-01	TCGA-08-0386-01	TCGA-12-0616-01	TCGA-12-0618-01	TCGA-12-0619-01	TCGA-12-0821-01	TCGA-12-1597-01	TCGA-12-3650-01	TCGA-12-3652-01	TCGA-12-3653-01	TCGA-12-5295-01	TCGA-12-5299-01	TCGA-14-0781-01	TCGA-14-0787-01	TCGA-14-0789-01	TCGA-14-0790-01	TCGA-14-0817-01	TCGA-14-0871-01	TCGA-14-1034-01	TCGA-14-1034-02	TCGA-14-1823-01	TCGA-14-1825-01	TCGA-14-1829-01	TCGA-14-2554-01	TCGA-15-0742-01	TCGA-15-1444-01	TCGA-16-0846-01	TCGA-16-1045-01	TCGA-19-1390-01	TCGA-19-1787-01	TCGA-19-2619-01	TCGA-19-2620-01	TCGA-19-2624-01	TCGA-19-2625-01	TCGA-19-2629-01	TCGA-19-4065-01	TCGA-19-5960-01	TCGA-26-1442-01	TCGA-26-5132-01	TCGA-26-5133-01	TCGA-26-5134-01	TCGA-26-5135-01	TCGA-26-5136-01	TCGA-26-5139-01	TCGA-27-1830-01	TCGA-27-1831-01	TCGA-27-1832-01	TCGA-27-1834-01	TCGA-27-1835-01	TCGA-27-1837-01	TCGA-27-2519-01	TCGA-27-2521-01	TCGA-27-2523-01	TCGA-27-2524-01	TCGA-27-2526-01	TCGA-27-2528-01	TCGA-28-1747-01	TCGA-28-1753-01	TCGA-28-2499-01	TCGA-28-2509-01	TCGA-28-2510-01	TCGA-28-2513-01	TCGA-28-2514-01	TCGA-28-5204-01	TCGA-28-5207-01	TCGA-28-5208-01	TCGA-28-5209-01	TCGA-28-5213-01	TCGA-28-5215-01	TCGA-28-5216-01	TCGA-28-5218-01	TCGA-28-5220-01	TCGA-32-1970-01	TCGA-32-1980-01	TCGA-32-1982-01	TCGA-32-2615-01	TCGA-32-2616-01	TCGA-32-2632-01	TCGA-32-2634-01	TCGA-32-2638-01	TCGA-32-4213-01	TCGA-32-5222-01	TCGA-41-2571-01	TCGA-41-2572-01	TCGA-41-3915-01	TCGA-41-4097-01	TCGA-41-5651-01	TCGA-76-4925-01	TCGA-76-4926-01	TCGA-76-4927-01	TCGA-76-4928-01	TCGA-76-4929-01	TCGA-76-4931-01	TCGA-76-4932-01
C12ORF57	768.309	3230.83	3396.31	2116.19	2122.56	1134.65	848.895	1124.48	2343.99	1887.21	3535.59	1270.53	1631.42	1420.68	2511.47	617.64	1998.99	23528	4710.15	2730.67	1284.08	1417.42	1618.1	967.460000000001	1662.13	2175.03	7489.15	947.368	3137.83	1889.31	1478.31	1510.7	2085.83	1933.41	2909.38	4261.33	2394.57	1999.77	3650.74	3367.07	999.507	1306.58	1214.79	1653	1956.57	1413.96	1520	887.147	2010.15	981.366	1494.05	2186.38	5500.89	1291.56	1939.7	1252.88	2670.35	1669.32	2532.93	1751.28	3217.75	4312.73	1595.42	2136.03	2814.89	426.618	2742.73	973.158	3495.22	1350.75	816.689	1317.56	4358.35	5738.01	7895.89	2909.35	5986.48	2631.31	1539.91	2341.07	1217.94	2664.85	4662.79	2827.48	1290.48	1927.62	8133.53	2041.81	6337.41	3673.58	2083.68	1125.28	1178.8	952.648000000001	539.33	3139.97	1058.14	1608.06	1565.76	1995.91	1679.08	1474.76	1024.3	3825.9	478.277	3067.97	2069.67	2267.09	1209.65	1211.01	1130.73	6810.81	2387.26	927.977999999999	1616.21	1470.04	1313.24	2437.71	1784.46	3171.13	4616.29	1619.7	1504.82	1145.77	2961.53	2552.1	1164.65	1334.92	844.973	2080.15	1835.02	1974.62	1516.47	4009.54	1013.01	1443.52	4046.4	4484.85	1545.05	1521.08	3771.86	1617.71	1069.93	3017.96	1521.42	1579.8	4570.63	5350.43	2327.56	2783.04	1686.43	1465.85	1270.76	1392.2	1303.2	1386.35	2058.72	2147.96	2617.41	2295.02
HELQ	199.146	400.841	242.322	156.667	313.415	205.337	220.026	290.906	338.319	235.223	306.151	312.628	191.42	232.963	130.734	292.325	153.807	357.486	261.893	207.571	283.942	247.785	231.849	202.04	181.653	262.54	374.49	148.872	296.425	195.478	214.846	228.788	213.117	193.119	182.3	205.235	189.224	220.987	176.337	247.17	232.123	252.493	209.605	219.707	276.263	229.801	184.225	188.536	255.339	222.838	260.629	250.77	129.321	210.808	197.46	285.349	252.302	281.929	289.276	194.586	244.863	340.283	360.687	260.055	257.999	233.364	336.936	198.287	230.809	190.495	253.534	228.504	177.823	178.938	190.874	217.549	159.047	212.575	170.55	222.787	201.516	170.649	356.627	230.032	170.816	247.676	259.565	138.796	480.759	228.062	153.158	269.491	214.327	283.489	171.772	215.332	164.452	182.234	188.138	222.792	190.219	317.853	306.74	157.839	256.081	225.232	127.049	162.025	235.294	193.241	228.646	335.878	205.939	238.781	152.043	162.162	196.448	256.856	160.472	167.091	215.73	185.626	156.345	140.407	258.638	228.958	169.833	186.185	167.244	234.945	231.133	237.069	185.218	386.921	194.761	202.93	143.709	432.819	214.006	214.872	270.385	233.693	248.351	194.529	270.922	238.994	211.189	294.62	168.399	201.97	269.433	221.796	181.015	244.321	199.623	172.691	207.713	194.863	168.941	167.662
SMIM19	370.017	945.200000000001	730.765	462.381	617.073	337.747	400.52	344.472	685.921	650.181	977.885	629.363	459.698	381.812	534.404	380.756	400.403	1057.08	714.566	407.585	466.437	502.776	545.499	469.16	343.778	535.219	1364.87	253.634	683.968	655.617	465.238	408.406	891.336	556.049	606.253	717.784	716.589	482.813	766.78	891.011	491.804	493.253	528.389	355.519	513.636	398.216	523.38	379.31	476.696	449.676	428.997	657.528	1019	197.207	361.347	628.484	596.685	595.125	579.962	438.211	660.673	821.296	519.084	722.1	590.125	527.803	564.234	471.045	756.917	410.841	404.925	612.182	402.299	364.726	564.91	453.227	618.158	709.581	637.085	568.941	361.339	567.236	809.639	309.904	332.579	272.244	1015.75	607.023	1795.37	734.812	458.421	449.301	495.702	419.315	317.9	954.35	362.957	469.78	432.388	621.769	506.556	857.108999999999	382.393	577.871	669.006	394.281	315.574	362.658	686.274	276.544	511.979	1885.7	959.693	791.69	513.731	403.055	579.655	507.986	440.511	636.023	860.112	443.598	502.26	362.272	684.01	461.423	421.992	529.315	290.719	517.177	471.446	613.985	341.496	899.183	467.512	502.793	939.584	1111.49	388.834	499.776	730.038	563.283	720.769	736.668	458.63	371.462	486.713	730.518	552.302	482.043	549.407	509.593	401.036	547.793	526.365	539.759	595.968	635.958	420.706	488.557
WDR17	433.326	67.274	84.8549	326.667	75	237.93	231.99	320.986	63.9505	324.487	208.708	186.858	323.867	212.265	89.4495	133.333	326.273	174.515	91.2212	88.6711	68.918	28.2707	158.277	152.016	142.143	133.405	259.012	771.429	223.76	25.0732	95.1385	267.421	277.247	182.02	242.183	162.568	131.099	112.989	160.41	105.852	91.1534	232.313	279.166	250.857	338.889	407.135	332.394	180.475	164.248	234.04	320.153	192.966	17.4631	356.041	178.465	64.4336	455.341	105.988	348.072	109.847	395.548	246.463	387.405	133.005	348.973	285.324	256.267	205.597	150.195	352.317	158.231	244.116	221.772	210.616	140.103	162.436	81.1333	83.4046	106.594	124.093	108.654	207.508	163.855	44.7284	83.2956	233.068	240.81	366.221	194.054	157.666	63.6842	222.623	224.642	226.168	389.132	195.952	282.807	125.458	364.724	119.335	87.4089	131.607	528.198	462.507	152.971	362.679	303.279	197.468	155.354	155.273	165.104	232.721	130.067	334.072	172.806	175.088	182.993	151.118	137.66	58.0925	87.0787	141.837	186.637	143.623	298.313	147.796	427.749	113.979	380.56	132.405	342.919	196.36	173.197	77.6567	328.767	256.627	19.9774	202.401	168.952	311.431	125.053	221.598	246.511	108.87	203.287	185.928	137.063	180.995	137.781	112.273	194.335	243.285	236.477	144.021	276.365	105.221	61.7879	297.041	218.353	81.0945
JDP2	455.454	789.348	352.929	459.048	546.951	318.599	331.339	430.178	471.893	746.683	458.88	644.764	273.112	401.629	678.899	589.691	427.131	241.399	782.737	518.424	729.428	844.796	347.047	276.833	347.866	328.709	295.547	201.504	365.629	234.481	669.106	291.002	585.587	291.898	607.843	610.305	532.881	422.916	797.497	487.246	298.898	581.955	455.142	366.317	270.707	376.705	420.845	234.662	174.159	330.856	383.929	463.713	1607.08	511.475	284.042	945.027	469.153	999.47	436.971	311.102	354.452	295.607	171.756	327.55	151.623	371.012	338.719	373.272	385.247	252.553	667.579	283.856	563.218	478.596	227.506	387.962	363.168	416.168	431.829	345.428	352.495	283.959	586.818	156.549	560.736	162.683	474.118	235.786	378.625	473.963	303.684	731.41	553.009	499.688	206.777	567.614	305.648	425.824	414.234	420.488	537.357	438.057	146.263	302.045	422.123	321.545	276.639	334.81	244.344	270.31	410.417	397.772	594.332	236.565	115.874	378.378	409.042	418.548	149.459	298.847	442.135	357.449	652.742	489.818	289.273	289.579	372.481	569.894	473.627	680.443	489.807	319.444	294.301	656.676	403.741	234.311	512.325	351.63	347.698	457.863	728.348	548.596	206.775	712.351	219.246	429.245	489.51	417.295	402.745	601.029	387.352	412.126	214.536	114.016	298.964	454.618	262.051	261.865	334.588	355.721
IQCK	864.808	238.823	483.8	938.095	569.512	551.64	530.039	327.166	382.671	639.324	998.618	574.435	667.069	687.438	394.495	378.007	400.403	356.717	446.788	517.416	474.156	344.238	402.711	532.297	513.624	496.265	521.938	343.86	663.783	466.639	377.94	515.274	1013.77	344.062	990.991	670.256	901.145	765.06	1168.37	850.634	810.841	659.862	674.421	584.778	470.202	414.481	826.479	527.541	620.649	566.896	693.878	555.945	270.442	341.955	554.832	455.127	487.109	448.331	513.17	519.027	809.361	362.621	328.244	387.601	818.763	373.291	1046.02	406.168	521.017	318.146	262.654	675.104	371.197	386.986	465.296	493.836	500.966	554.32	676.252	867.924	461.15	1541.3	642.948	86.262	602.988	383.134	557.389	406.354	622.287	951.302	670.526	883.731	2262.46	500.312	495.777	320.413	436.046	1003.66	568.128	748.785	532.778	490.795	802.384	1160.46	528.622	875.846	907.787	467.089	879.336	823.399	735.938	890.448	1039.63	1395.57	643.001	582.844	938.644	450.71	486.922	341.368	629.775	726.797	769.513	472.669	1154.58	462.425	843.984	467.253	624.285	190.643	841.366	617.816	469.724	449.591	572.218	582.989	198.486	1141.8	727.718	653.635	518.8	784.017	496.334	500.691	535.765	784.198	352.448	487.18	352.108	511.942	438.735	601.688	490.629	247.75	826.271	661.044	489.483	862.088	541.647	585.572
ZC3H18	798.427	671.619	1148.71	1101.9	548.78	954.166	764.109	1072.97	700.877	544.029	506.565	464.066	835.77	771.111	561.927	755.097	1041.35	545.839	896.518	862.528	849.621	742.8	404.163	500.243	855.586	661.686	435.166	809.524	847.751	914.706	714.062	996.432	792.227	897.891000000001	729.73	947.864	838.778	1049.57	540.387	754.058	777.983	704.916	1221.24	703.146	976.768	1038.82	987.042	742.947	957.64	972.564000000001	914.966	981.83	1163.89	1125.44	1191.39	702.634	774.402	741.918	917.215	779.914	778.253	880.118999999999	595.42	433.756	1136.45	943.026000000001	567.354	1191.09	883.352	584.446	937.985	1129.27	791.751	904.11	558.483	944.888000000001	463.619	825.064	680.218	600.871	848.389	879.181	722.325	712.46	1055.68	1343.96	312.078	755.853	185.3	368.853	1043.16	867.057	899.14	701.558	1680.27	1175.28	1066.45	936.813	1155.23	1126.76	1240.79	604.822	1556.63	825.38	1201.02	1278.66	1067.62	1224.68	1129.71	908.969	1090.62	236.847	655.753	798.338	991.293	898.942	822.928	808.9	1047.39	593.502	589.888	841.504	935.141	943.194	717.658	1049.6	808.866	608.086	841.287999999999	590.846	1059	896.072999999999	1163.85	583.106	977.682	824.971	1167.71	758.148	1353.09	731.095	709.759	952.052	1017.32	1129.04	1056.33	847.091	580.42	607.843	1231.79	822.524	805.007	773.599	761.847	1282.47	774.482	910.843	793.602	1226.69	1271.53	955.720999999999
ZNF441	173.331	96.9867	198.417	357.143	111.585	309.228	244.994	416.581	166.581	144.753	326.192	106.263	394.441	313.112	137.615	217.64	334.342	166.827	171.653	346.12	165.403	122.507	212.972	152.016	272.025	353.789	386.234	344.361	232.411	90.542	216.937	279.964	195.627	148.724	232.644	442.876	139.16	454.226	152.446	205.702	319.037	264.226	261.661	265.808	295.454	322.665	243.38	227.945	540.413	346.859	465.136	201.466	221.357	279.781	359.139	156.482	333.794	141.494	336.312	276.579	539.384	293.373	509.542	312.662	325.868	228.806	235.766	271.845	325.848	334.25	185.135	296.156	259.635	273.973	222.365	157.36	126.851	232.678	206.247	214.078	229.311	415.017	305.599	236.422	187.717	648.074	373.593	217.391	534.744	405.497	266.316	187.021	119.198	246.106	372.85	136.52	313.538	291.209	433.213	98.8479	86.9927	287.445	467.217	358.154	261.406	199.147	231.557	170.253	206.637	364.381	203.646	378.791	210.455	185.596	502.344	171.563	96.3402	186.364	262.34	165.893	97.7528	348.882	159.766	375.134	263.158	216.934	241.796	364.016	320.666	369.341	279.195	433.908	314.782	391.008	162.013	187.589	58.6435	198.399	264.936	150.675	430.925	226.782	118.105	184.581	205.947	315.252	127.273	354.952	132.482	244.683	212.78	161.934	279.75	330.904	213.748	293.173	212.533	104.969	239.529	138.806
HSPB6	757.245	674.422	514.617	1112.38	794.512	1229.58	3971.91	156.166	3224.86	2319.66	2127.16	1318.28	3222.24	1437.85	1490.83	1017.64	776.601	351.336	3408.04	3353.38	1969.95	1429.06	1062.44	990.772	1791.55	1978.66	1825.48	354.887	797.578	1763.01	1694.2	1290.44	2210.2	851.276	9682.03	1949.2	714.043	1900.4	2580.77	2918.02	1295.23	5375.1	3636.53	1784.24	786.869	1158.45	1725.63	783.251000000001	1386.19	1941.93	610.544	3194.13	1305.01	137.462	1558.92	2047.56	400.092	1098.04	745.532	1099.65	1872.43	285.182	229.008	1191.59	1736.68	1113.04	623.955	2124.04	633.875	408.484	897.401	1903.73	1288.71	1307.36	1784.7	2116.75	813.265	1264.33	3101.14	1298.26	1806.7	2572.7	1923.18	89.4569	2955.79	1507.3	1910.73	632.107	1491.15	1368.37	1612.11	203.245	816.619	721.495	297.955	2050.82	1742.11	2856.23	495.101	7079.66	692.196	842.38	1863.82	321.447	3597.24	1706.55	1159.84	858.861	2107.09	1807.74	1082.29	732.824	6484.81	1205.54	2322.17	696.827	467.169	574.953	623.009	1309.78	3008.43	2627.8	1181.87	888.532	1549.32	2597.19	709.845	1845.14	786.461	788.956	1056.3	1545.02	4791.63	3280.65	872.977	638.777	1383.6	3901.09	1708.62	986.818	1258.98	1268.25	1351.76	2555.95	895.222000000001	2095.91	507.692	1297.13	1052.2	4721.58	1279.31	1429.01	709.432	1149.59	1475.05	1412.05	429.01	1384.14	1369.41	2175.12
UHMK1	419.189	371.128	39.6834	89.0476	128.659	199.226	445.774	276.072	188.757	208.685	42.8473	71.3552	156.133	167.786	107.798	730.813	160.363	106.861	157.43	191.953	170.365	141.354	225.557	162.7	156.676	171.825	105.692	446.115	80.1615	232.623	128.594	204.203	167.125	25.5272	14.8384	27.0047	32.6686	81.679	17.6337	14.1863	173.827	215.417	431.187	226.768	298.99	291.186	255.211	260.188	261.947	306.452	270.408	208.267	267.139	191.864	98.0674	315.009	277.164	276.1	182.502	258.533	176.084	205.51	288.168	297.277	154.511	206.928	215.71	268.19	89.099	170.464	336.069	59.1366	93.3063	117.294	98.329	244.38	112.685	188.623	139.316	37.0102	414.403	58.7031	127.569	54.3131	126.754	415.671	147.787	113.712	151.742	144.166	14.7368	325.372	30.3725	234.891	126.183	116.279	90.9468	168.498	31.769	95.7749	85.744	254.187	224.668	108.547	93.4285	168.548	227.459	89.8734	52.7903	84.4366	205.729	33.8354	24.8391	227.701	24.7823	82.2562	69.9677	77.5416	112.488	70.6693	38.2022	109.948	68.4011	98.6066	158.698	301.603	143.926	249.44	189.359	138.876	190.09	140.805	176.313	164.85	339.108	177.826	215.885	158.376	108.717	202.139	103.084	159.827	169.614	244.266	220.766	210.692	206.993	387.632	132.482	44.5432	250.329	237.145	93.8595	172.739	151.601	90.7631	130.587	125.628	107.765	92.0398
ZNF786	102.031	102.593	251.187	214.286	193.902	397.637	243.953	233.219	178.442	129.674	163.096	152.977	229.124	206.98	240.826	179.152	259.707	76.1099	126.042	295.235	176.43	151.886	194.579	243.808	242.507	233.191	60.6753	369.925	173.01	130.938	210.664	286.988	150.931	317.425	290.938	298.131	185.829	265.91	160.978	245.533	214.104	198.522	264.425	213.062	270.707	231.375	200.563	195.253	224.661	302.051	228.316	249.495	190.679	255.009	357.813	117.617	233.425	136.725	235.654	214.202	256.849	184.661	150.763	333.01	186.279	297.174	220.167	317.533	200.261	219.953	323.757	262.567	183.232	252.569	111.825	297.317	98.519	298.118	155.677	298.258	244.472	122.184	130.404	383.387	255.923	233.068	90.7727	80.2676	29.1811	153.809	372.632	177.107	213.18	203.738	273.939	216.624	385.797	188.645	336.668	197.184	178.98	144.435	365.887	163.608	244.947	189.115	174.18	306.329	286.576	288.445	253.125	74.2727	204.132	150.692	253.851	290.247	182.454	228.219	340.61	204.222	153.933	170.871	193.477	231.511	157.694	247.495	213.011	176.637	178.762	381.287	245.173	176.245	302.76	128.065	192.175	289.402	233.929	198.399	359.941	164.47	167.3	263.931	268.955	219.95	242.424	191.038	153.846	132.73	456.915	247.734	190.382	161.167	306.567	294.042	177.024	181.526	193.251	341.709	228.706	229.851
GAB3	172.101	156.973	101.741	196.19	154.268	177.633	92.5878	382.793	462.094	239.445	203.87	405.544	301.148	210.503	107.798	516.38	92.7887	132.231	530.652	159.709	224.397	250.556	230.881	217.096	141.235	131.27	127.222	54.1353	137.832	127.687	273.915	180.622	196.275	99.889	370.429	111.259	150.615	232.331	329.92	156.05	166.408	245.923	134.516	384.591	140.404	130.64	257.465	193.462	414.395	255.643	428.146	161.088	219.941	253.066	212.037	387.625	119.245	473.238	149.577	210.279	206.621	99.7766	47.7099	173.205	204.089	137.192	131.922	68.9891	79.7648	58.9159	252.622	59.1366	100.744	228.596	283.419	227.701	110.753	106.929	208.726	298.258	173.089	303.754	199.575	175.719	146.069	128.154	202.551	71.9064	137.881	198.168	102.105	170.347	139.255	392.523	65.1267	98.6219	172.342	157.509	143.167	130.602	152.341	306.45	57.3132	149.974	108.435	49.1598	172.131	155.696	176.471	224.409	181.25	489.375	159.422	206.648	425.988	157.462	137.244	45.3794	180.924	76.6582	91.573	204.189	214.486	297.964	106.469	111.222	175.59	198.12	285.19	302.64	155.529	241.858	156.723	200.273	122.372	66.9461	464.637	99.4854	566.112	192.058	442.755	201.728	58.1325	216.082	108.673	394.654	139.86	234.791	49.4599	253.225	156.126	211.051	37.7876	63.009	72.0339	139.759	219.982	74.2602	130.823	131.841
TCEAL2	1195.49	206.307	1067.65	593.333	318.902	33.408	184.135	995.921	52.6044	971.049000000001	559.779	438.398	697.523	598.481	1013.76	466.438	874.937	820.296	846.984	184.899	755.893	21.6188	705.712	955.804	134.877	212.914	562.388	1395.49	1286.62	27.3947	319.394	595.551	722.915	1098.78	545.31	548.735	884.599	305.842	1799.2	181.694	42.3969	1579.26	1143.84	625.48	891.414	492.655	461.409	981.191	106.667	311.653	75.2551	1247.48	15.5752	1087.55	1452.46	275.633	1921.73	1005.3	1079.49	61.2005	344.178	145.197	1656.49	651.627	453.906	1109.85	327.577	1234.04	596.539	1620.19	1228.91	515.671	432.725	909.247	217.866	22.4801	86.9285	195.038	1699.55	309.869	155.401	647.782	720.624	51.1182	1036.37	1109.56	27.7569	1936.45	353.091	436.355	156.316	2199.64	1549	264.798	166.48	1635.66	1283.22	132.784	1153.17	1223.56	976.067	1097.99	1502.06	2409.02	1216.02	649.611	1106.56	1221.52	2330.32	962.237	879.167	277.285	952.015	1298.62	68.9886	438.308	872.982	1376.36	245.034	566.552	1173.03	342.218	1000.12	488.746	178.787	262.525	2335.64	497.688	1355.92	835.745	1413.26	624.521	214.604	769.755	807.482	2420.52	21.2663	356.775	812.928	1816.6	948.035	100.216	639.089	431.611	1015.67	46.7767	121.678	456.511	876.147	82.9846	531.621	396.009	1776.02	951.993	1078.63	355.823	406.223	343.942	475.294	468.159
SREK1	958.849	908.199	611.715	1308.1	987.805	2107.97	1070.48	1776.75	1341.93	548.251	809.26	1463.04	893.293	1306.18	548.165	871.019	801.815000000001	544.301	907.308	915.429	1102.14	1030.5	1117.62	843.128	1016.35	953.042	769.206	1198.5	888.12	681.619	962.885	1154.48	1065.59	644.839	1634.87	1483.64	421.298	1330.01	853.811	1162.19	1424.54	1147.48	2729.47	1388.02	1133.84	1725.08	1394.37	1139.27	1366.84	1370.63	1931.55	1180.75	771.209	1383.85	1264.72	852.467	613.26	948.596	1141.11	1036.09	1273.4	862.993	1440.84	1219.88	1344.87	1205.56	1060.72	971.331	977.542999999999	976.041	1409.48	1213.96	440.838	847.603	1182.52	918.057	759.176	866.125	1142.29	833.817	1130.76	1478.5	619.702	795.527	924.098000000001	1529.22	1051.01	667.224	846.251999999999	881.871	1065.26	1132.94	750.143	1079.75	1361.55	1077.95	1019.52	1018.32	1767.1	1215.37	802.497	1167.83	1803.3	1211.33	1647.34	658.139	1389.34	815.190000000001	3603.32	1592.96	1317.19	1355.07	1623.57	1001.11	1744.81	936.544999999999	920.883	554.246	801.573	591.106	670.787	1219.42	963.478999999999	1103.97	1047.11	1084.17	748.417	836.044	1272.99	991.545	963.413	1372.61	1219.5	1152.59	667.875	998.612	690.833	941.681	1273.26	577.766	983.523000000001	1798.27	833.355	890.300999999999	947.658	1102.2	545.455	1301.16	459.271	1435.15	1064.56	1033.77	688.709	1090.44	1128.06	802.41	819.018	719.71	1572.71	937.811
ARHGAP42	463.997	112.673	259.631	318.881	121.921	422.827	291.23	175.945	110.34	122.877	149.965	152.464	181.752	202.136	75.6881	295.927	409.914	69.6675	122.609	262.955	229.91	155.766	172.314	158.815	305.041	291.297	111.564	145.363	85.3518	124.841	216.937	275.95	210.526	130.966	146.794	168.509	199.83	79.8639	76.223	135.316	334.819	200.596	228.493	270.323	294.409	525.708	277.69	246.305	524.314	423.656	558.912	180.215	386.034	349.479	338.787	107.389	162.983	194.489	195.597	262.456	296.142	198.667	414.122	240.64	238.746	238.833	416.192	249.458	159.53	327.573	108.035	191.603	176.471	309.075	514.107	301.668	143.593	229.649	247.397	124.093	273.5	232.764	116.797	230.032	291.535	503.32	116.279	137.124	370.6	164.378	222.105	227.517	86.957	466.592	332.895	277.778	396.179	152.93	354.409	113.189	103.53	224.73	202.476	252.229	190.246	231.186	434.344	241.139	111.614	231.753	196.286	162.575	70.4527	218.282	162.76	223.173	142.524	260.192	287.084	140.74	143.82	386.935	200.318	256.131	305.344	154.158	160.507	181.411	467.08	633.653	254.278	454.861	384.154	175.749	266.952	161.089	243.564	194.969	346.092	123.087	147.022	192.657	270.224	154.656	221.1	328.97	332.867	313.69	110.107	291.038	198.287	264.643	250.94	268.843	246.638	299.494	231.341	233.389	342.08	381.094
CWF19L2	208.98	316.188	378.259	322.857	387.805	282.746	439.532	354.361	185.663	227.382	209.399	193.532	278.912	361.555	268.349	420.619	250.126	154.526	238.843	269.54	213.921	182.928	289.932	246.236	253.406	263.607	224.433	201.002	339.1	278.591	290.643	227.283	312.875	209.767	331.743	306.773	319.898	402.042	353.811	409.767	309.497	318.198	402.165	262.901	279.798	385.624	376.901	260.636	244.484	308.852	292.092	354.054	311.976	266.181	375.925	277.678	177.716	252.252	387.582	261.671	288.527	249.441	480.916	326.558	238.264	311.304	352.981	335.808	275.783	327.965	238.486	339.208	173.766	185.788	255.784	311.095	270.444	359.281	291.026	275.036	372.078	309.215	187.668	277.955	350.083	557.769	375.844	209.03	334.124	452.748	336.842	436.683	284.814	286.604	177.877	206.718	255.399	289.377	203.816	268.375	346.722	381.993	458.047	412.69	378.555	289.441	168.033	229.114	340.875	305.445	292.188	375.49	303.037	366.759	297.388	197.415	348.762	362.154	250.934	194.041	458.989	424.084	394.772	231.511	271.695	175.351	236.039	266.149	237.735	307.12	285.136	385.536	340.16	391.008	252.931	258.719	182.375	228.13	418.707	191.528	224.757	214.687	267.851	197.845	280.802	293.239	211.189	272.499	97.1534	176.342	225.955	207.214	358.982	358.765	292.844	260.241	230.938	266.332	252.235	265.672
SPINDOC	402.594	439.524	745.963	521.429	452.439	552.862	317.295	634.142	501.289	264.174	369.039	330.082	478.067	567.654	435.78	241.924	542.612	468.191	211.378	485.172	331.358	378.606	472.894	403.594	419.164	496.798	373.838	581.955	605.536	517.714	474.647	583.008	272.713	755.827	437.732	816.621	822.656	561.316	476.109	469.24	479.085	399.859	428.884	500.052	568.182	526.233	393.239	525.75	507.375	433.273	386.905	467.963	1358.82	345.841	545.555	280.747	542.357	421.304	517.874	335.426	472.317	704.393	272.901	571.228	359.081	448.04	412.702	650.6	573.628	658.288	608.755	700.65	714.672	924.658	494.216	503.263	599.485	467.494	345.067	700.29	355.022	453.925	386.676	1290.73	351.29	358.566	237.059	518.395	226.154	437.801	778.421	389.815	401.146	252.959	648.011	635.659	516.196	391.026	846.209	769.784	710.926	271.291	340.669	360.776	736.294	421.37	723.361	827.848	592.76	486.786	381.771	216.216	569.041	331.856	498.325	591.069	379.44	914.198	812.193	671.957	343.258	480.724	433.37	365.488	231.519	474.95	393.207	324.631	385.168	549.034	262.995	455.46	422.974	260.218	448.122	436.544	590.301	340.766	477.473	373.505	375.158	495.896	496.334	313.899	722.713	448.899	412.587	444.947	741.31	508.281	418.314	412.893	783.788	834.119	346.045	565.462	488.606	642.658	556.706	539.303
