TCGA-2G-AAEW-01	TCGA-2G-AAEX-01	TCGA-2G-AAF1-01	TCGA-2G-AAF4-01	TCGA-2G-AAF6-01	TCGA-2G-AAF8-01	TCGA-2G-AAFG-01	TCGA-2G-AAFH-01	TCGA-2G-AAFI-01	TCGA-2G-AAFJ-01	TCGA-2G-AAFL-01	TCGA-2G-AAFM-01	TCGA-2G-AAFN-01	TCGA-2G-AAFO-01	TCGA-2G-AAFV-01	TCGA-2G-AAFY-01	TCGA-2G-AAFZ-01	TCGA-2G-AAG0-01	TCGA-2G-AAG3-01	TCGA-2G-AAG5-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG8-01	TCGA-2G-AAG9-01	TCGA-2G-AAGA-01	TCGA-2G-AAGC-01	TCGA-2G-AAGE-01	TCGA-2G-AAGF-01	TCGA-2G-AAGG-01	TCGA-2G-AAGI-01	TCGA-2G-AAGJ-01	TCGA-2G-AAGK-01	TCGA-2G-AAGM-01	TCGA-2G-AAGN-01	TCGA-2G-AAGO-01	TCGA-2G-AAGP-01	TCGA-2G-AAGS-01	TCGA-2G-AAGT-01	TCGA-2G-AAGV-01	TCGA-2G-AAGW-01	TCGA-2G-AAGX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGZ-01	TCGA-2G-AAH0-01	TCGA-2G-AAH2-01	TCGA-2G-AAH3-01	TCGA-2G-AAH4-01	TCGA-2G-AAH8-01	TCGA-2G-AAHA-01	TCGA-2G-AAHC-01	TCGA-2G-AAHG-01	TCGA-2G-AAHL-01	TCGA-2G-AAHN-01	TCGA-2G-AAHP-01	TCGA-2G-AAHT-01	TCGA-2G-AAKD-01	TCGA-2G-AAKG-01	TCGA-2G-AAKH-01	TCGA-2G-AAKL-01	TCGA-2G-AAKM-01	TCGA-2G-AAKO-01	TCGA-2G-AAL5-01	TCGA-2G-AAL7-01	TCGA-2G-AALF-01	TCGA-2G-AALG-01	TCGA-2G-AALN-01	TCGA-2G-AALO-01	TCGA-2G-AALP-01	TCGA-2G-AALQ-01	TCGA-2G-AALR-01	TCGA-2G-AALS-01	TCGA-2G-AALT-01	TCGA-2G-AALW-01	TCGA-2G-AALX-01	TCGA-2G-AALY-01	TCGA-2G-AALZ-01	TCGA-2G-AAM2-01	TCGA-2G-AAM3-01	TCGA-2G-AAM4-01	TCGA-2X-A9D5-01	TCGA-2X-A9D6-01	TCGA-4K-AA1G-01	TCGA-4K-AA1H-01	TCGA-4K-AA1I-01	TCGA-4K-AAAL-01	TCGA-S6-A8JW-01	TCGA-S6-A8JX-01	TCGA-S6-A8JY-01	TCGA-SB-A6J6-01	TCGA-SB-A76C-01	TCGA-SN-A6IS-01	TCGA-SN-A84W-01	TCGA-SN-A84X-01	TCGA-SN-A84Y-01	TCGA-SO-A8JP-01	TCGA-VF-A8A8-01	TCGA-VF-A8A9-01	TCGA-VF-A8AA-01	TCGA-VF-A8AB-01	TCGA-VF-A8AC-01	TCGA-VF-A8AD-01	TCGA-VF-A8AE-01	TCGA-W4-A7U2-01	TCGA-W4-A7U3-01	TCGA-W4-A7U4-01	TCGA-WZ-A7V3-01	TCGA-WZ-A7V4-01	TCGA-WZ-A7V5-01	TCGA-WZ-A8D5-01	TCGA-X3-A8G4-01	TCGA-XE-A8H1-01	TCGA-XE-A8H4-01	TCGA-XE-A8H5-01	TCGA-XE-A9SE-01	TCGA-XE-AANI-01	TCGA-XE-AANJ-01	TCGA-XE-AANR-01	TCGA-XE-AANV-01	TCGA-XE-AAO3-01	TCGA-XE-AAO4-01	TCGA-XE-AAO6-01	TCGA-XE-AAOB-01	TCGA-XE-AAOC-01	TCGA-XE-AAOD-01	TCGA-XE-AAOF-01	TCGA-XE-AAOJ-01	TCGA-XE-AAOL-01	TCGA-XY-A89B-01	TCGA-XY-A8S2-01	TCGA-XY-A8S3-01	TCGA-XY-A9T9-01	TCGA-YU-A90P-01	TCGA-YU-A90Q-01	TCGA-YU-A90S-01	TCGA-YU-A90W-01	TCGA-YU-A90Y-01	TCGA-YU-A912-01	TCGA-YU-A94D-01	TCGA-YU-A94I-01	TCGA-YU-AA4L-01	TCGA-YU-AA61-01	TCGA-ZM-AA05-01	TCGA-ZM-AA06-01	TCGA-ZM-AA0B-01	TCGA-ZM-AA0D-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0F-01	TCGA-ZM-AA0H-01	TCGA-ZM-AA0N-01
EHMT2	665.744	911.001999999999	690.054	676.722	470.626	1144.82	591.246	1024.56	2548.75	2838.73	2664.65	5611.22	5968.36	2125.83	3032.99	3443.8	3081.77	3475.58	1634.48	2695.67	1708.89	2561.51	2343.12	1073.34	2454.89	2640.6	2553.27	3481.6	2496.74	2721.78	2266.95	2106.52	3206.18	3193.03	2819.58	2786.67	3820.45	2968.08	2974.43	3836.91	2420.16	3825.23	3297.35	1214.23	3227.08	1070.41	3916.52	757.717	900.202999999999	544.337	709.48	909.687	1039.35	1124.19	883.574	4500.52	3230.69	3031.56	4027.45	2252.41	718.328	4873.56	3971.83	2139.75	3286.73	3072.17	2299.47	4616.3	3107.68	4285.6	2817.74	1734.23	2177.79	2965.52	3527.21	2275.5	5126.27	2736.95	6141.16	941.492	780.673	424.603	1035.46	961.085	977.148000000001	855.867	586.886	776.552	661.776	448.664	1082.01	3313.63	2256.78	4758.24	411.725	4734.05	561.966	662.89	990.166999999999	941.819	1938.32	1010.02	497.03	2364.7	3107.57	531.38	788.087	659.855	734.554	2571.71	4077.11	697.622	860.243	1231.34	3481.75	360.72	580.019	605.889	858.004	803.002	752.322	2135.42	3996.23	873.84	719.063	4055.25	1336.27	895.35	4441.88	3160.9	935.357	2392.96	646.291	1051.37	428	3175.84	997.954	4460.48	3025.23	3918.17	2001.15	1424.12	2176.74	1414.03	1255.25	763.636	819.066	806.061	1836.85
MORF4L1	6299.31	7500.73	5441.5	6134.24	6238.5	5829.92	5241.47	7242.42	6217.9	6473.87	6266.33	4900.96	8442.13	6291.39	5598.54	5326.63	5161.58	5290.84	6426.69	4581.92	5909.03	8621.76	6637.56	7315.68	8395.82	7190.06	8804.88	5693.95	4107.07	4560.95	5235.42	7936.82	5533.77	9258.70999999999	7827.04	3783.47	5662.69	6303.69	6786.36	11158.8	6777.96	5709.51	6613.51	6291.94	6058.3	5579.96	6317.15	7358.65	5387.83	7037.75	5821.15	8253.28000000001	7946.02	5439.78	8378.16	7894.74	7955.41	4729.16	6468.78	6413.17	6366.13	5010.21	7841.16	5686.34	6694.31	9316.21999999999	3854.85	6073.42	4320.03	6012.4	5485.21	6524.06	3886.16	6979.77	6761.84	5396.69	6559.38	4713.15	5617.42	4783.68	7009.32	8988.1	5986.13	4534.78	6260.51	6478.76	6873.43	8221.75	5672.77	6884.33	6551.31	5880.71	5812.88	12404.6	4526.24	6909.47	5839.74	6671.06	4339.46	6671.98	4606.87	7534	5396.69	6062.89	8270.21	3415.32	5408.01	7477.04	4367.51	5461.54	6988.46	5128.31	6952.15	8935.04	6040.83	6741.41	4747.82	6319.94	6322.66	8046.53	5020.65	5784.93	4567.3	5353.9	4407.19	6487.15	5573.94	7473.26	9144.39	8261.32	5516.44	8334.8	7314.56	3897.59	7914.11	6270.52	6862.48	5240.43	4658.88	6014.73	6481.25	3220.49	2701.47	5088.23	5500	4631.31	4920.23	4971.21	5079.91
SF3A3	2351.32	2549.63	2885.79	3316.24	2467.12	2809.74	2881.68	2735.63	4293.17	2575.41	3906.63	5258.15	6810.19	5208.91	1915.6	4912.34	2247.78	6124.63	1769.97	1660.18	1519.94	5632.64	4046.43	3386.94	6007.67	4462.2	3941.59	5999.1	2302.17	2282.21	3019.24	5693.8	3206.18	5646.49	4816.43	2915.73	4247.02	2595.78	2313.07	5551.2	2250.16	2160.06	3748.61	2019.4	2001.41	2673.81	2487.3	3306.24	2626.03	2404.74	3411.73	4095.86	3346.5	2142.47	3223.83	4414.86	6556.11	5120.11	4240.04	4134.66	2270.27	4315.11	5887.32	2677.02	2648.5	5061.01	2054.24	5264.35	2939.76	3234.4	4083.2	2531.04	2312.02	1887.82	4862.19	2018.54	5011.48	1968.94	4418.84	1845.49	2718.66	2273.81	2284.69	2770.98	2401.28	3314.02	3142.83	2803.94	2817.32	2304.82	2695.28	1516.32	1875.17	6125.87	1833.67	6522.63	2004.27	2774.34	2158.19	3339.18	3382.3	2122.65	2525.07	2335.13	4981.78	3236.04	3260.94	2266.16	2410.07	3756.84	4621.43	2923.73	3270.07	2820.51	1936.86	2485.76	2158.1	2716.8	2917.29	3076.92	1984.75	3048.41	1640.31	2525.12	2608.7	2806.78	2415.49	2979.51	14653.9	5227.15	2593.75	3829.6	3410.03	2095.24	2199.68	2967.35	3631.37	2235.86	2080.4	3362.25	2705.71	2064.85	3194.14	1817.52	2046.96	1873.74	1891.05	1872.73	1601.55
SF3B2	6503.47	6840.59	6454.85	6658.62	7624.58	9247.05	7514.47	6926.85	8963.68	5256.35	8857.09	8034.83	8256.17	8546.66	6456.3	6466.78	6273.89	6868.25	7219.92	5564.41	5469.56	7640.17	7908.15	7552.41	7694.48	6734.77	8883.18	9017.57	6213.04	6885.91	10726.7	7768.33	6943.53	7991.43	7312.5	7485.33	5965.75	9840.72	5032.39	9557.33	5331.98	5048.52	8539.69	6544.37	5793.14	6025.26	5942.83	5918.72	7297.24	7108.87	7127.79	8873.36	7083.39	8536.02	7598.83	8722.39	8738.16	9215.26	8018.3	7884.32	6253.38	8709.25	8742.57	8628.57	6407.58	6218.75	4404.13	8585.12	7109.94	6163.6	8079.45	6331.59	5148.98	5866.21	8693.99	7051.66	8071.52	5707.2	11501	8448.7	6227.13	6706.35	5965.57	7576.95	6498.17	6182.94	6750.53	6145.51	5654.06	6544.63	6346.92	5791.52	5829.06	7664.84	6607.7	7814.3	6425.21	6800.16	10842.7	7410.22	9850.28	6058.69	12387.4	7609.11	7294.24	6839.54	5631.52	8435.31	5550.57	6902.87	7413.26	4742.49	8111.63	8791.45	5043.17	7112.93	7410.28	4713.94	8873.99	5798.62	4032.71	8403.8	5165.6	6500.06	6295.15	7459.35	4364.44	6350.08	7178.44	11078.9	6867.2	8210.32	5894.92	5861.07	6783.94	6151.59	7443.5	6296.29	7345.4	9564.65	5451.82	4383.92	4853.48	4902.74	4555.8	3667.68	4587.55	4370.45	3913.43
CPSF6	2542.16	2903.67	2390.67	3504.27	2761.34	3372.89	2427.3	3304.6	3463.51	2453.96	2350.29	2175.65	3381.17	1989.77	2859.04	2579.86	2532.02	3355.88	1973.21	1458.43	1826.45	3846.86	3084.98	2763.64	3810.83	3086.83	3417.84	2521.7	2289.67	2792.25	3316.21	2963.14	3249.24	3272.42	3376.57	2508.27	9179.03000000001	3883.16	1899.43	3900.06	2827.33	3237.8	1993.04	3532.51	2217.21	3297.3	5212.34	2917.61	2007.89	2288.41	2671.86	2329.47	1871.86	3300.54	2399.37	2507.74	2641.56	3321.71	3266.42	2672.4	2280.83	3021.73	3503.91	1627.33	1278.83	2698.66	1330.79	3015.17	1735.69	2990.4	2077.07	1541.76	1929.02	2273.56	2766.08	1679.47	3334.66	1586.91	3985.42	2700.87	2566.86	3030.42	1872.05	2407.05	2956.12	3064	3062.23	2782.92	2478.31	2694.46	2592.69	2622.92	1962.48	3327.17	2917.18	3936.21	2855.56	2615.2	2067.12	2658.32	3171.85	2162.71	4041.5	2462.86	3880.14	2651.23	2565.1	2706.88	2889.24	3136.25	3405.52	2329.74	3812.01	3587.46	2131.63	3082.16	1947.62	2313.31	3103.85	2480.05	1995.29	1898.28	2489.16	2504.4	2200.67	2590.66	2253.52	2267.45	3572.55	3400.42	2386.25	3322.24	2760.99	1514.93	3031.42	2938.43	2773.83	3377.44	3419.91	2571.19	2483.55	649.805	1925.82	2552.24	1265.19	1420.2	1404.67	1293.94	1426.19
TBC1D8	1290.9	592.176	962.727	508.296	612.323	399.342	892.062	321.317	789.647	582.379	894.71	450.48	472.222	921.733999999999	385.604	605.683	308.867	833.269	642.568	481.283	1130.16	542.259	1396.75	711.165	1022.93	536.069	1046.21	499.775	738.587	274.373	1294.65	1170.92	381.536	1110.79	870.283	588.8	298.91	80.8827	1017.61	511.343	968.062	304.903	763.231	553.227	325.811	912.414999999999	342.559	828.337	1831.96	555.312	1168.01	1137.74	1264.95	596.774	1324.91	644.995	491.085	882.713	941.873000000001	1621.83	803.631999999999	489.628	784.82	27.9503	653.239	319.94	919.786000000001	1197.45	423.193	292.8	459.199	443.78	612.087	440	365.371	433.775	260.044	1604.1	628.658	1238.15	991.820000000001	1399.47	706.064	668.203	776.965	1137.03	642.102	693.361	461.548	1511.09	520.128	864.032	300.674	233.766	1709.61	370.37	529.914	848.9	955.108999999999	2042.13	820.151	340.889	510.335	218.893	686.768	849.075	1511.33	649.514	399.085	315.515	770.476000000001	1175.86	611.192	211.396	350.03	663.83	809.893	1234.71	639.625	1671.54	1480.8	478.554	1323.98	672.852	1463.21	351.81	1941.9	1116.04	667.581	572.136	701.719	1038.74	1032.97	1375.66	532.331	804.105	867.225	546.668	84.856	211.675	273.514	1201.04	1766.48	420.355	1456.35	953.535	1278.21	1021.21	429.523
BAZ2A	6596.79	4285.47	8953.43	8264.93	4263.19	6874.22	3653.89	7431.69	4152.16	2872.79	2216.26	1334.58	2106.33	2024.65	4065.62	2734.67	3959.44	4007.45	4697.89	3087.58	3193.24	3891.61	2755	4319.25	2926.64	3604.01	3726.02	2246.72	3099.53	3619.42	4704.23	4379.9	3802.17	3955.95	3417.91	3737.73	3157.99	2585.78	2017.48	3411.34	2685.17	3904.65	2031.91	5899.63	2877.6	5499.71	2420.32	6090.54	6296.27	5806.2	6683.45	2577.43	3326.94	5277.79	4784.08	2921.59	2824.51	3109.84	3379.41	3691.2	5699.79	2131.17	2347.09	1310.31	1235.34	1814.43	2898.34	3335.97	2166.95	2707.62	3035.09	1435.67	3001.87	2215.89	2354.05	2067.21	4432.26	2482.68	3847.87	6226	6410.02	10922.6	3918.59	6251.74	3375.54	10017.9	8139.11	5279.56	5168.18	5961.95	4031.13	2901.41	2635.42	4224.72	6612.77	2107.57	3212.31	4146.12	3025.74	4810.24	2581	2644.14	7822.82	3441.49	3715.45	5463.07	6222.74	4644.78	4691.05	4255.46	4649.69	4311.73	6944.51	6897.92	2035.08	4901.42	3406.89	6250.15	4466.32	4183.13	2970.92	2729.36	2479.02	4451.32	5108.47	2707.49	5476.41	5352.77	4263.95	3066.98	4887.75	3398.25	9473.83	3224.4	6394.89	5022.83	7378.04	2944.09	5133.38	3179.47	3289.56	2970.41	5295.56	3622.63	2865.56	2788.31	3690.42	2332.86	3208.14
POLI	142.814	189.242	201.315	186.526	229.581	375.43	185.46	320.794	243.631	473.37	337.867	239.705	241.512	328.718	666.238	292.511	471.921	197.953	390.799	425.863	380.686	544.77	266.088	125.442	348.354	266.523	338.254	208.44	439.674	537.772	223.632	309.032	660.761	179.326	151.337	524.8	539.699	550.716	400	157.572	437.206	235.649	361.421	364.028	361.542	397.616	516.788	314.457	321.74	394.644	455.935	227.043	255.15	510.215	250.903	155.831	287.505	301.46	245.963	367.196	304.476	335.858	205.79	284.472	252.765	289.435	264.324	453.579	331.325	414	219.683	229.369	321.855	420.69	267.844	306.623	376.159	321.877	371.038	306.139	409.739	251.323	291.367	214.78	356.49	137.378	379.383	391.385	200.228	131.669	406.4	601.523	273.697	216.284	259.714	449.074	400.427	188.644	185.977	142.548	340.866	224.214	368.1	513.762	296.055	266.297	206.642	329.435	254.92	280.965	361.734	173.62	212.202	442.165	373.419	275.286	283.22	380.996	229.517	324.203	353.153	304.534	476.799	269.912	137.96	603.602	790.493	235.994	249.802	344.102	211.521	365.704	235.577	277.863	403.736	315.298	185.603	752.781	843.212	442.99	239.469	535.668	935.897	460.705	512.707	502.02	810.311	412.879	529.412
DDX42	3216.88	2998.04	3428.34	3350.43	3969.75	3589.3	3168.77	3435.21	4433.98	4284.72	3574.81	2041.03	3447.53	3099.94	4694.94	3250.79	3689.66	3955.43	4186.55	4416.63	4206.44	4406.69	4466.23	3629.53	4478.63	4435.42	4202.18	3530.86	3708.15	4745.79	4534.7	3785.34	3884	4111.36	5425.71	3474.67	3776.34	3216.27	4093.75	4054.57	3894.64	3888.67	3858.64	3519.58	3906.91	3578.95	3505.44	3775.26	3086.41	3245.83	4721.34	3328.96	2962.92	2437.1	5438.63	3233.23	2920.75	4008.48	3905.27	3644.08	3134.71	4008.23	4154.93	2855.9	3358.61	4144.35	3531.7	4318.07	2935.24	4036.8	3376.1	3239.09	3882.64	3763.22	3524.38	3101.99	4748.34	4083.94	6285.37	3177.17	4157.12	3823.41	3075.03	3064.95	2748.63	3983.06	3144.16	3621.05	2648.16	3279.33	3897.38	4472.08	2831.64	4138.86	3504.09	4533.44	2949.15	3538.4	3539.55	3657.98	4102.17	2453	3759.88	3718.72	4179.41	2898.91	4319.98	4370.31	2532.27	4316.82	4425.37	3210.41	3906.67	2662.68	3399.48	3006.87	2972.84	3386.19	3597.09	3616.26	3819.27	3419.12	3583.53	5207.86	3516.72	3478.93	2519.37	3514.07	3672.99	3881.09	3198.15	4591.48	4302.88	3044.89	3307.05	4150.65	3317.73	3976.11	4288.08	3955.26	3744.95	1658.88	2479.85	3800.06	3433.7	3216.16	3474.71	2900	2314.1
U2AF2	4182.5	4936.92	3923.86	4998.99	4422.54	5911.22	4527.82	4614.42	5366.46	3748.13	4863.14	5261.7	6228.4	5189.04	4696.66	4915.05	4004.93	6077.99	4671.39	3621.29	3359.69	4960.67	5498.72	4545.7	6140.09	5534.77	5294.61	6282.02	3806.52	3172.91	4548	5157.96	4915.21	6259.85	5316.43	4461.33	4385.05	4569.87	3528.41	6238.5	3250.29	4165.07	4618.38	5800.98	4040.43	3454.49	4063.07	4945.15	3918.25	3736.61	4116.76	4648.34	4559.74	4860.22	4255.87	6538.7	5532.39	5142.72	5060.82	4400.42	4359.38	5840.3	5971.83	4728.57	3424.96	4244.79	3066.46	6132.96	5314.76	5090.8	5155.69	3356.77	3277.58	4688.74	5918.02	3362.25	5951.43	3120.29	6544.2	4198.6	3533.95	4061.51	4217.88	4408.95	4650.82	4663.08	4252.48	4633.56	4384.53	4265.4	4337.98	3452.5	4099.57	6967.53	3543.63	7213.48	5004.27	4476.88	3952.54	4264.15	5500.47	5035.32	4756.47	4489.98	6014.55	4632.68	4097.52	4290.04	4137.3	5428.29	6304.55	4835.35	6039.49	5557.83	4294.72	5021.93	4451.02	3921.96	5572.45	5821.64	6107.83	4259.19	4416.47	3874.68	5127.09	5097.39	6741.2	4178.87	5152.32	4931.45	4833.62	4679.47	3877.75	3567.16	4053.38	4970.15	5013.44	4559.78	4539.09	4577.2	4597.81	4037.61	5290.29	5599.52	4384.53	3555.56	3790.86	3868.18	6728.08
OIP5	517.049	934.42	386.713	471.689	688.986	403.294	442.448	522.722	569.625	171.04	473.269	439.38	989.707	582.378	137.785	457.839	207.887	637.362	356.592	43.7141	74.0868	654.418	521.149	845.598	573.827	476.765	691.418	410.2	165.071	237.729	368.716	339.514	264.215	1031.17	486.053	191.739	298.666	448.015	49.8636	1141.32	169.314	148.722	310.62	639.76	302.525	416.579	194.074	799.423	359.546	360.904	325.141	958.687999999999	697.298	650.989	714.17	568.483	676.235	530.626	444.661	454.842	521.558	196.279	713.709	282.925	169.518	619.368	46.2414	421.097	172.116	216.048	297.541	117.547	117.695	157.876	467.272	87.3444	568.861	45.195	465.782	369.596	467.499	779.444	366.449	537.139	651.316	665.072	572.887	927.016	634.292	517.903	491.064	183.278	311.671	1293.04	625.593	664.115	678.547	361.201	328.358	606.481	507.02	726.6	703.011	268.302	822.86	360.602	637.032	443.728	739.282	394.296	551.774	614.679	906.772	616.125	80.4504	594.088	537.595	599.724	670.755	1076.24	618.29	347.102	61.3554	635.763	534.331	184.053	727.007	573.378	744.383	658.039	452.181	744.26	536.298	229.37	500.847	387.164	720.916	118.342	246.749	449.733	318.367	123.515	296.355	512.52	401.503	322.546	454.29	532.78	486.881
LMTK2	748.768	438.142	894.957	638.512	625.06	400.538	508.902	921.63	765.841	785.465	231.738	50.1845	101.08	90.307	831.190999999999	428.436	1066.01	676.253	768.453	402.042	742.477	584.937	272.546	501.769	467.922	646.22	688.703	115.333	421.196	518.71	352.574	653.706	444.202	368.932	1219.34	805.333	479.502	374.677	294.886	359.902	494.719	558.325	162.953	361.633	286.319	1070.41	281.307	690.651	799.809	715.979	953.016000000001	145.308	202.87	266.667	435.018	283.798	211.889	575.13	710.441	685.748	576.436	210.405	267.606	46.5839	53.7125	49.8512	579.068	185.4	204.066	207.6	346.306	64.8217	451.862	217.012	135.689	133.775	489.625	235.955	384.405	633.704	1048.13	757.275	298.561	418.17	157.221	1039.5	1513.97	1107.54	573.139	1178.83	676.008	641.407	50.5212	573.427	1128.15	133.745	185.043	349.361	250.534	344.757	250.942	51.3091	771.68	376.595	880.915	1515.63	638.376	487.997	413.73	242.503	606.234	454.015	664.242	611.966	531.093	489.689	357.905	709.957	499.607	173.608	170.201	223.039	229.182	476.202	325.251	95.1215	56.338	735.527	1126.49	602.896	577.058	847.73	1109.89	263.526	685.187	475.28	472.347	240.309	637.846	249.318	327.178	47.9896	203.297	48.7805	137.017	101.01	151.751	102.273	87.6804
FOXJ3	1452.31	1347.68	1699.82	1549.52	1119.89	1461.07	1618.69	1600.31	1130.53	2131.41	836.272	670.111	967.593	939.795	1614.82	1401.66	1304.93	1428.68	1334.68	1291.69	1373.69	1278.66	988.573	1640.51	1256.36	1360.26	1068.68	1105.27	1579.89	1208.98	653.974	1352.77	1528.28	784.694	1210.3	1545.07	1426.57	1241.39	1906.25	1044.76	1950.38	1885.19	919.916	923.961	1150.92	1601.37	1572.14	1492.34	1559.46	1149.69	2025.39	1066.09	1044.47	941.398	1633.57	735.81	1435.86	1325.95	932.723	1102.18	1540.54	2474.81	889.671	902.485	1015.8	1314.73	1513.37	1441.25	1613.7	2085.2	1131.98	1137.87	1494.03	1308.51	725.795	1272.19	1275.06	1801.06	861.975	1158.22	1716.57	1279.76	1301.64	916.067999999999	1025.59	1726.39	2147.17	1646.07	1530.14	1177.17	1599.75	1456.13	800	1002	1245.06	1626.03	1055.98	1502.31	1218.04	1416.83	1047.08	719.733	1351.39	1338.41	1072.24	1834.54	1777.54	1548.69	1388.56	1063.89	1128.2	1423.06	1120.09	1556.7	1620.3	1120.46	756.547	1532.36	1296.35	1138.21	1006.79	1003.68	1187.81	1173.15	1476.59	1583.49	790.493	1466.63	1854.68	1322.68	1673.67	1392.85	1916.21	1137.4	1568.36	1191.23	1581.13	2766.6	2556.38	2084.02	1667.05	753.567	1193.22	990.665	941.989	1097.98	864.786	840.909	604.884
EXOSC7	896.539	990.219999999999	670.122	832.076	778.22	1394.71	826.78	841.17	1205.49	710.801	1475.06	2133.14	2791.67	1708.61	1035.13	1089.03	897.537	1041.59	597.573	404.959	533.24	1440.17	1487.16	730.689	1506.92	1155.51	1220.15	1611.65	820.652	894.746	1298.68	1593.76	1003.93	1407.77	1387.19	777.6	1213.8	1026.1	754.545	1602.08	778.216	511.747	1697.08	1244.4	599.906	621.073	908.802	871.419	587.546	582.967	895.19	1233.1	808.069	1072.58	949.910000000001	1143.45	1813.11	1323.6	1515.61	1564.29	864.865	931.182	2049.3	1639.75	1094	2305.8	553.094	2026.93	911.145	987.2	916.871	1199.7	738.581	476.322	1998.59	654.967	1717	951.091	1208.71	1053.15	593.494	833.333	732.271000000001	958.915	1533.82	724.9	757.431	949.745	871.186	756.578	1058.15	754.17	1459.23	1160.84	582.14	2873.46	653.419	929.522	1126.55	860.298	857.345	1339.66	726.063	816.845	1402.13	498.194	623.616	694.817	1049.89	1809	1577.93	977.12	850.395	657.55	592.792	641.899	968.962	899.573	836.126	937.586	928.067	1020.83	795.224	802.024	1014.21	728.099	1003.52	539.658	1198.36	1839.86	893.536	966.198	818.681	664.277	598.811	999.999999999999	798.364	781.825	966.575000000001	962.902	930.756	787.289	894.688999999999	1160.49	1215.47	1047.47	789.883	755.303	937.847
MAST3	1180.62	665.037	1183.58	937.657	849.228	1042.59	688.056	628.004	289.216	432.056	366.079	354.243	202.161	432.872	588.689	409.95	420.197	317.139	650.657	485.659	323.303	381.59	314.311	629.164	271.616	428.078	254.814	265.505	653.804	537.194	308.653	298.096	367.895	229.583	288.915	616.533	240.789	431.374	514.773	182.71	495.228	607.968	469.359	1122.26	478.138	682.493	525.862	855.873999999999	709.932	813.872	934.482	904.642	764.881	876.344	870.036	255.934	299.138	306.171	227.126	272.282	1261.82	370.761	190.141	404.348	589.258	257.44	809.779	289.157	512.801	439.2	499.626	603.341	554.462	609.195	372.438	492.715	321.854	529.412	439.494	941.904	889.1	879.629999999999	972.251	1031.59	635.283	956.611	750.751	1089.78	1135.68	1360.85	592.501	1003.63	502.759	180.819	1375.6	139.918	869.231	974.839	609.662	757.828	257.533	993.146999999999	880.969	504.728	248.525	900.472	1165.52	1011.45	657.666	431.551	247.08	942.126	1007.96	644.444	515.769	829.787	808.923	1022.6	499.607	891.557	1173.67	731.005	602.493	833.835	1193.98	379.787	654.93	793.675	291.363	342.872	1007.74	406.052	1039.15	961.256000000001	686.158	326.493	774.154	524.183	596.845	314.239	389.498	1964.98	1278.39	1505.57	961.326	1474.75	779.183	765.152	1244.17
GPATCH8	1567.86	1295.35	1598.17	1625.44	1550.39	1586.01	1480.71	1396.03	2013.37	2541.56	1163.39	827.749	1222.22	872.968000000001	2029.99	1656.66	1993.6	1617.83	2009.1	2204.67	2282.02	2190.8	1478.98	1217.82	1969.48	2770.63	2404.36	1409.82	1619.57	2192.1	2768.61	1690.16	1982.71	1522.56	2927.28	1837.87	2166.06	1133.55	1700	1931.33	2350.94	2402.76	1349.58	1196.02	1751.29	1652.69	1511.8	1430.6	1411.74	1416.59	2058.38	816.852	794.431	762.903	1608.75	1402.48	985.494	1515.78	1755.65	1652.08	1545.61	1530.13	1057.12	573.913	768.562	950.893	1618.03	1355.07	882.53	1443.6	1244.87	812.765	1650.74	1993.56	1344.17	1108.61	2384.99	1448.78	2709.47	1354.76	1779.72	1780.42	1539.05	1426.98	660.878	1810.19	1516.2	1720.67	1172.41	1583.32	1618.84	2353.52	907.419	2632.87	1677.91	1654.32	1174.36	1233.04	1236.43	1318.46	1743.41	491.302	1278.21	1628.76	2101.79	1448.85	1693.73	1762.9	1001.83	1502.61	2132.57	1313.14	1804.99	1018.23	1650.54	1398.04	965.081999999999	1252.79	1392.62	1205.25	1181.43	1526.35	1785.69	1234.85	1132.94	1680.01	586.268	1625.1	2640.02	1750.45	1395.4	2546.63	1793.96	1204.3	1347.57	1675.84	1579.51	1975.41	2038.33	1045.28	1423.54	459.144	924.908	1058.72	864.088	623.232	698.444	744.697	782.463999999999
