TCGA-2G-AAEW-01	TCGA-2G-AAEX-01	TCGA-2G-AAF1-01	TCGA-2G-AAF4-01	TCGA-2G-AAF6-01	TCGA-2G-AAF8-01	TCGA-2G-AAFG-01	TCGA-2G-AAFH-01	TCGA-2G-AAFI-01	TCGA-2G-AAFJ-01	TCGA-2G-AAFL-01	TCGA-2G-AAFM-01	TCGA-2G-AAFN-01	TCGA-2G-AAFO-01	TCGA-2G-AAFV-01	TCGA-2G-AAFY-01	TCGA-2G-AAFZ-01	TCGA-2G-AAG0-01	TCGA-2G-AAG3-01	TCGA-2G-AAG5-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG8-01	TCGA-2G-AAG9-01	TCGA-2G-AAGA-01	TCGA-2G-AAGC-01	TCGA-2G-AAGE-01	TCGA-2G-AAGF-01	TCGA-2G-AAGG-01	TCGA-2G-AAGI-01	TCGA-2G-AAGJ-01	TCGA-2G-AAGK-01	TCGA-2G-AAGM-01	TCGA-2G-AAGN-01	TCGA-2G-AAGO-01	TCGA-2G-AAGP-01	TCGA-2G-AAGS-01	TCGA-2G-AAGT-01	TCGA-2G-AAGV-01	TCGA-2G-AAGW-01	TCGA-2G-AAGX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGZ-01	TCGA-2G-AAH0-01	TCGA-2G-AAH2-01	TCGA-2G-AAH3-01	TCGA-2G-AAH4-01	TCGA-2G-AAH8-01	TCGA-2G-AAHA-01	TCGA-2G-AAHC-01	TCGA-2G-AAHG-01	TCGA-2G-AAHL-01	TCGA-2G-AAHN-01	TCGA-2G-AAHP-01	TCGA-2G-AAHT-01	TCGA-2G-AAKD-01	TCGA-2G-AAKG-01	TCGA-2G-AAKH-01	TCGA-2G-AAKL-01	TCGA-2G-AAKM-01	TCGA-2G-AAKO-01	TCGA-2G-AAL5-01	TCGA-2G-AAL7-01	TCGA-2G-AALF-01	TCGA-2G-AALG-01	TCGA-2G-AALN-01	TCGA-2G-AALO-01	TCGA-2G-AALP-01	TCGA-2G-AALQ-01	TCGA-2G-AALR-01	TCGA-2G-AALS-01	TCGA-2G-AALT-01	TCGA-2G-AALW-01	TCGA-2G-AALX-01	TCGA-2G-AALY-01	TCGA-2G-AALZ-01	TCGA-2G-AAM2-01	TCGA-2G-AAM3-01	TCGA-2G-AAM4-01	TCGA-2X-A9D5-01	TCGA-2X-A9D6-01	TCGA-4K-AA1G-01	TCGA-4K-AA1H-01	TCGA-4K-AA1I-01	TCGA-4K-AAAL-01	TCGA-S6-A8JW-01	TCGA-S6-A8JX-01	TCGA-S6-A8JY-01	TCGA-SB-A6J6-01	TCGA-SB-A76C-01	TCGA-SN-A6IS-01	TCGA-SN-A84W-01	TCGA-SN-A84X-01	TCGA-SN-A84Y-01	TCGA-SO-A8JP-01	TCGA-VF-A8A8-01	TCGA-VF-A8A9-01	TCGA-VF-A8AA-01	TCGA-VF-A8AB-01	TCGA-VF-A8AC-01	TCGA-VF-A8AD-01	TCGA-VF-A8AE-01	TCGA-W4-A7U2-01	TCGA-W4-A7U3-01	TCGA-W4-A7U4-01	TCGA-WZ-A7V3-01	TCGA-WZ-A7V4-01	TCGA-WZ-A7V5-01	TCGA-WZ-A8D5-01	TCGA-X3-A8G4-01	TCGA-XE-A8H1-01	TCGA-XE-A8H4-01	TCGA-XE-A8H5-01	TCGA-XE-A9SE-01	TCGA-XE-AANI-01	TCGA-XE-AANJ-01	TCGA-XE-AANR-01	TCGA-XE-AANV-01	TCGA-XE-AAO3-01	TCGA-XE-AAO4-01	TCGA-XE-AAO6-01	TCGA-XE-AAOB-01	TCGA-XE-AAOC-01	TCGA-XE-AAOD-01	TCGA-XE-AAOF-01	TCGA-XE-AAOJ-01	TCGA-XE-AAOL-01	TCGA-XY-A89B-01	TCGA-XY-A8S2-01	TCGA-XY-A8S3-01	TCGA-XY-A9T9-01	TCGA-YU-A90P-01	TCGA-YU-A90Q-01	TCGA-YU-A90S-01	TCGA-YU-A90W-01	TCGA-YU-A90Y-01	TCGA-YU-A912-01	TCGA-YU-A94D-01	TCGA-YU-A94I-01	TCGA-YU-AA4L-01	TCGA-YU-AA61-01	TCGA-ZM-AA05-01	TCGA-ZM-AA06-01	TCGA-ZM-AA0B-01	TCGA-ZM-AA0D-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0F-01	TCGA-ZM-AA0H-01	TCGA-ZM-AA0N-01
KDM6B	1196.73	990.709	1109.03	804.424	1217.96	1244.06	852.003	978.579	1260.19	1595.32	613.266	625.83	918.21	488.862	2237.36	813.376	1338.42	694.909	1156.22	1478.85	1630.51	492.887	715.596	915.192	693.852	1391.36	818.357	738.249	1296.74	1363.78	651.556	1314.7	1246.92	1191.32	607.311	1142.93	1627.4	1260.42	1224.43	465.972	1289.73	2241.27	876.741	654.293	1274.1	944.742	1472.32	620.919	1112.94	1012.29	1609.49	606.963	851.257	651.613	705.776	543.86	1110.13	677.343	754.575000000001	824.559	857.264	1610.47	595.462	1179.5	625.592	807.292	1403.36	1251.31	963.855	1862	865.002	926.452000000001	1758.96	1211.95	509.541	792.053	1015.89	1516.19	536.709	969.922	1148.18	846.561	1092.5	973.559	577.697	1004.24	1308.69	1134.48	667.427	1149.11	1023.95	1435.82	861.312	918.581	1094.07	625.514	926.068	487.946	876.443000000001	715.928	808.851	706.379	1012.12	1697.35	783.036	1004.08	1017.4	752.431	840.275	743.155	641.204	699.865	926.318	1115.67	1675.14	1364.98	918.526	986.003	644.398	884.553	1176.99	811.887	2311.09	891.674	1146.32	1215.6	963.028	811.358	836.857	1207.84	857.344	963.623	1680.63	1068.44	783.695	987.873	997.954	2816.25	2436.22	1527	1749.57	1317.77	1541.21	990.062999999999	1113.26	1003.03	974.708	1059.85	1226.42
SMC5	1114.94	1267.48	1394.46	1377.58	803.057	771.783	1163.58	1357.89	1104.19	1920.36	707.305	673.063	1167.44	833.835	1103.26	1160.26	1072.41	999.093	880.182	695.187	869.139	779.08	861.557	899.085	1172.48	1139.52	1126.44	697.402	796.196	947.888	2376.15	1135.68	1002.23	764.135	2165.88	913.6	783.082	830.237	1038.07	1237.28	1129.41	1363.02	1545.96	1046.1	1270.8	1499.14	1026.32	904.73	880.602	1179.54	1011.21	839.556	764.881	875.269	860.559999999999	925.697	732.057	1456.43	1918.19	924.218	1236.06	763.582	839.593	606.832	543.444	595.238	825.057	665.06	579.066	591.6	485.896	712.042	1153.2	1168.74	628.975	798.676	754.084	794.448	582.076	1309.85	1274.49	1494.05	1046.25	659.525	550.274	1876.59	1154.18	745.171	871.186	1116.91	1176.25	1258.52	609.687	791.708	1852.76	790.638	982.051000000001	1181.93	672.082	1244.22	1316.38	613.6	1583.91	1207.81	1081.51	2138.47	823.405	858.304	690.16	750.978	1157.43	417.228	1550.53	1189.74	998.472	1282.82	682.832	1057.88	1845.68	770.982	798.337	603.554	661.15	875.768	677.258	600.804	954.225	1414.95	1257.67	702.969	1275.56	721.107	1501.37	619.218	1021.47	1026.12	915.105	1029.63	662.804	796.509	1038.66	424.125	310.44	649.804	833.149	533.333	701.362	416.667	436.182
SIK2	981.422	560.88	1070.76	446.958	427.32	327.604	367.952	478.056	277.567	809.856	269.353	123.395	167.438	210.716	859.897	332.745	811.823	194.844	1036.91	765.678	847.446	194.979	275.13	631.605	283.394	332.613	370.988	225.86	345.652	406.65	309.459	359.255	786.092	285.551	335.299	604.8	437.468	835.391	557.386	173.513	753.785	663.433	373.955	559.933	629.995	1051.42	584.846	548.523	1060.83	634.328	482.995	437.942	631.34	396.774	768.953	263.158	236.818	381.065	321.851	374.907	785.895	476.786	217.527	221.118	477.883	316.964	764.706	323.175	486.446	665.2	352.408	347.046	775.123000000001	346.667	240.283	392.053	291.391	546.596	392.911	570.251	1344.49	536.376	546.763	618.847	366.545	938.294	429.255	313.818	459.43	482.097	1264.93	999.999999999999	387.492	336.164	621.336	221.708	431.197	833.619	786.661	515.086	251.412	378.844	588.897	1018.49	278.735	414.42	520.822	1678.69	508.925	236.636	382.945	333.333	786.862	881.481	625.053	322.75	1027.16	728.478	582.345	592.87	424.116	270.833	463.392	471.382	719.063	552.544	257.042	956.219	428.17	274.379	882.678	351.111	1143.54	481.311	887.541	389.459	876.371	648.319	1129.16	551.009	598.961	335.927	611.722	269.196	456.354	475.758	649.805	444.697	349.611
KATNIP	580.241	355.012	697.229	385.118	288.489	420.266	267.062	326.019	252.748	643.106	323.762	200.148	305.556	274.533	597.686	302.841	615.271	442.544	745.703	1208.07	1035.69	298.745	248.865	617.938	341.929	342.549	300.385	333.984	693.478	423.979	359.021	278.25	804.423	295.26	481.525	504.533	429.683	587.985	843.182	258.737	895.279	996.222	327.994	284.517	512.459	486.918	447.368	481.013	444.126	380.158	600.5	340.565	352.323	380.645	439.531	157.895	238.48	390.485	247.578	251.52	439.611	525.848	194.836	247.205	413.112	267.857	737.204	438.838	802.711	489.2	353.934	411.867	675.334	472.644	343.463	506.623	390.728	749.504	310.683	400.082	710.291	460.317	435.766	324.339	339.123	806.411	497.829	388.128	349.604	322.361	488.714	1001.09	288.902	393.606	364.69	268.004	217.521	399.947	437.794	403.051	199.623	164.47	429.873	597.952	276.318	447.201	627.833	338.299	236.156	357.888	287.209	395.245	486.031	403.419	1589.25	213.421	466.537	484.182	367.545	466.792	323.77	356.618	1274.12	387.035	549.331	342.717	286.972	396.157	266.686	436.382	341.007	435.24	662.775	422.598	229.528	527.519	526.683	467.034	704.163	427.169	349.106	483.787	823.26	475.76	448.066	418.182	428.988	334.091	305.216
KAZN	96.8565	430.724	349.611	279.713	940.872	511.589	1851.51	484.937	493.284	874.684	776.605	585.889	919.537	672.577	152.189	621.265	279.852	951.781	639.641	570.549	495.031	575.481	628.183	1262.66	948.5	649.188	1101.59	731.401	519.598	307.645	581.295	872.868	520.94	1674.03	692.142	389.419	673.804	108.954	364.454	522.587	490.057	701.854	860.279	440.91	407.08	3300.41	488.639	569.474	164.871	362.186	578.23	1160.19	257.144	816.495	173.425	382.446	891.166	749.84	958.611	743.93	270.697	685.825	746.416	25.6087	528.231	593.899	315.875	771.816	530.218	260.712	657.844	576.624	484.947	564.152	583.032	771.133	608.212	406.213	415.583	314.829	877.398	107.606	304.866	273.296	424.26	482.171	822.785	999.207	524.671	366.48	794.885	456.472	603.718	601.913	439.162	302.459	353.026	547.475	621.505	437.413	558.846	138.197	344.49	223.127	850.774	1240.46	646.906	888.145	341.771	548.475	485.033	549.771	467.889	646.268	816.287	1177.64	822.687	357.355	991.43	616.235	1460.58	364.945	945.692	538.499	313.244	415.464	371.091	503.916	477.338	623.44	621.43	831.162	536.257	96.6513	482.912	524.077	773.6	732.1	98.3724	101.882	300.635	579.066	1113.59	355.628	492.983	635.343	284.903	246.947	848.302000000001
USP22	8322.88	5966.75	9316.72	7247.86	8827.89	7583.92	7205.12	6357.89	7842.78	11519.7	4206.21	3664.06	7412.04	5286.57	11190.2	5713.75	8495.07	6463.53	5393.83	8965.97	11032.2	7926.36	7654.98	7815.99	8019.27	10629.4	8951.21999999999	6522.9	5382.07	8196.54	7137.71	7508.71	11056.9	8545.4	6069.97	8515.73	7891.02	4937.41	6507.95	18840.6	9635.32000000001	10751.3	6867.69	6500.78	7480.49	7111.43	6389.75	8011.55	6818.21	4681.3	9389.31	4799.19	6646.4	5487.63	4488.72	2737.87	7506.7	7008.95	8701.82999999999	7348.06	6003.8	9943.37	7370.89	6571.43	6639.81	8209.08000000001	5571.43	8718.36	7118.22	11010	6222.06	6734.48	8392.13	7857.93	5310.95	6532.45	8068.87	8203.57	8219.54	6448.7	8805.02	9353.17	4405.45	5275.12	7935.1	6831.37	7023.93	5950.11	4461.52	9391.81	5951.65	11626.5	4810.79	10225.3	9060.33	9766.98	6417.95	7874.06	5639.16	6393.26	7348.87	4084.34	5552.55	7498.22	7921.79	7470.08	8468.11	7460.3	4105.72	4367.67	8716.02	4108.57	4768.82	5347.58	12213.5	5859.25	5836.08	6396.67	6518.76	5877.67	4783.92	4211.4	12177.6	5131.7	6990.8	6371.74	1866.2	5457.11	8959.95999999999	8816.23	10155.8	8121.47	10218.4	4849.97	5605.24	9017.72	6511.18	9084.44	10710.4	9000	8920.37	4337.22	2510.07	4819.03	3965.19	3935.35	3239.3	3988.64	4950.06
SF3B1	6781.66	6701.22	6723.54	8354.45000000001	5871.68	7280.23	6904.3	8135.32	7664.49	9300.65	4151.13	3289.74	4431.33	5065.02	9019.28	6548.33	8120.69	6801.4	8339.23	6194.94	6821.55	10574.1	5469.87	7547.04	6580.17	8564.15	7963.41	5208.59	7526.63	9284.22	6305.23	7760.23	7603.44	5717.3	8426.49	7994.13	7432.28	4888.64	7536.93	6794.6	8874.92	10013.4	6144.15	6691.41	5681.71	7880.8	5450.09	8922.05	7173.9	6557.07	7087.02	5518.16	4843.3	5037.1	8136.28	6307.53	7200.92	6885.07	6289.02	6344.95	7522.8	8842.28	5079.03	2830.43	3515.8	6813.24	7851.8	8003.4	6655.12	5962.8	5807.11	4729.99	7876.32	6810.57	6299.65	6848.34	9547.02	7976.87	5794.43	6777.92	8427.24	7240.74	7482.01	6548.61	4592.32	8993.7	7802.29	8499.15	8348.83	6839.75	7642.07	8634.16	3632.62	6201.8	7742.67	6047.84	6215.81	5305.23	6119.71	6871	6427.97	5146.37	6480.72	7198.42	6449.17	6776	9886.66	7865.07	6655.38	7266.62	7712.5	9361.15	8142.13	7192.02	6835.66	5545.66	4829.29	6250.71	8649.65	11267	8292.17	6229.78	7016.24	7037.47	8841.14	9267.35	10149.6	7695.32	9875.17	8091.12	7601.89	8674.32	7432.69	7875.75	9219.94	7138.06	8048.19	12769.6	10030.5	5965.08	8050.2	6214.01	9684.98	7439.33	8806.08	8011.11	10061.3	8162.88	8428.41000000001
GCAT	808.558	827.384	787.323	663.147	2678.87	824.989	1539.69	763.845	216.279	78.1483	429.219	436.31	408.951	447.321	116.538	271.85	236.453	301.075	724.975	117.161	121.064	255.23	765.111	1098.72	421.879	279.05	256.098	269.71	114.13	113.793	214.365	414.338	113.821	591.091	319.969	110.4	163.986	124.496	185.796	264.255	137.931	75.0767	347.493	1008.74	186.178	501.869	90.7441	1291.14	883.471	1023.27	1090.91	2069.63	1320.07	860.214999999999	757.672	339.525	570.024	538.389	456.943	389.738	504.223	156.075	520.344	270.186	194.313	466.518	49.6562	244.933	184.488	155.2	163.237	234.356	83.6261	251.035	320.848	450.993	344.812	57.5017	589.772	795.633	723.987	1435.19	515.93	1396.07	888.483	1012.94	533.897	1278.96	1073.18	1818.18	752.754	146.483	355.12	326.174	988.412	574.074	1188.03	801.475	601.967	1172.26	237.759	1029.7	1271.88	85.4217	337.14	1278.87	978.387	648.529	1338.67	320.078	260.552	1734.86	736.353	535.043	71.377	1551.88	1201.75	997.909	661.502	1510.94	1857.8	270.833	121.923	534.522	1396.32	211.226	1306.34	796.054999999999	472.762	183.74	1690.56	298.745	785.714	571.429	1070.97	234.142	1028.62	217.356	90.2041	118.385	152.337	1031.13	989.927	1302.62	1033.7	1966.67	900.778	1118.94	2229.74
SRRM2	17324.8	14562.8	17711	21017.1	12715.8	16631.9	12938.1	14353.2	13022.8	16245.9	7221.47	7298.6	11951.4	7164.35	12300.8	14123.7	12766.5	18309.6	17385.7	20987.8	17025.2	19371.5	9660.11	17706.4	11362.9	16099.4	15881.9	12238.5	17284.8	11555.5	13635.1	14035.6	17460.7	14760.7	22099.8	19420.3	23133.9	11984.9	15647.2	12344.6	20101.8	22909.4	12626.7	13787.6	13283	14472.6	13636.6	14126.1	17250.1	14550.9	18657.4	10421.3	10296.9	10967.2	23722	10332.3	10954.3	13476.2	11365.4	13468.8	18103.9	11385.2	10485.9	5792.52	8427.33	9653.26999999999	12880.1	13858.5	14977.4	11972.8	12278.6	8181.5	15290.2	13919.1	11320.8	12301.3	21468	16641.8	17491.8	13089	23257.8	19066.8	12360.2	11940.9	8850.09	27650.1	25673.8	24924	17554.4	13550.7	23178.3	17851.7	5871.74	20430.6	20820.4	11152.8	11779.1	11668.6	12944	10498	8273.07	9155.51	19922.7	14406.3	18589.8	14350.1	22350	29109.4	14136.8	10562.6	17590	18121.1	22736.7	17096.9	16427.2	13001.3	9337.54	19261.9	17855.8	10199.4	7704.5	11727.3	15560.9	13133.1	17168.1	8884.07	10447.2	16661.7	18255	15949.3	15006.7	23178.9	25596.8	13007.7	19562.8	18873.1	23927.8	18795.2	19838.1	8713.58	9499.71	10408.6	17856.2	8722.07	8519.33	11798	11629.4	11003.8	12412.9
SHPK	1121.41	1351.54	1437.79	904.394	2500.98	1296.51	1189.11	541.599	5091.12	590.343	2474.56	4174.75	1743.78	2103.46	892.759	2928.3	1111.82	2820.3	388.377	608.653	466.76	1455.21	5424.18	1647.52	6766.95	4933.74	2744.52	2876.64	690.429	667.617	5792.24	3783.97	815.409	8087.33	3472.06	621.867	793.368	1336.94	444.688	1508.68	513.551	585.5	3993.62	1715.63	938.839	1249.28	432.396	2573.8	898.084999999999	1005.71	2619.41	1199.8	713.164	1452.07	904.783	2435.5	4312.57	4572.87	7466.5	4423.32	1247.23	591.64	6296.56	1406.29	583.712	792.411	465.241	1053.43	282.38	803.716	1778.8	471.683	630.878	498.851	834.629	530.464	1198.54	558.493	1026.71	1004.09	1114.7	1986.01	1080.57	2320.62	1006.4	2606.93	1630.66	1296.27	432.8	1172.4	599.547	999.96	553.741	2752.38	2072.4	2215.48	794.825	1634.57	883.710999999999	1386.24	4092.68	974.17	1451.55	801.568	7104.82	3102.75	1710.07	1167.55	772.792	884.615	5586.85	960.835	1082.98	582.125	512.455	2015.42	1180.16	2282.84	2200.79	976.1	1721.92	1327.81	341.351	1507.42	1192.31	218.01	343.31	834.253	4072.03	2566.18	516.148	3948.35	1114.91	992.661	1136.37	5459.36	1132.82	504.04	1744.3	638.843	1176.94	1108.95	678.571	881.662	726.519	1157.58	776.265	628.03	391.787
BRD1	1578.39	1506.6	1388.88	2872.3	2678.55	1709.76	2045.25	2175.55	1072.28	1750.62	1149.96	596.9	799.383	868.754	1466.15	1363.6	1271.43	1316.23	1955.51	1239.18	1273.62	980.753	1441.96	1127.52	1344.52	1361.56	1216.3	980.327000000001	1048.37	1131	812.33	1528.55	1014.16	1488.29	985.456	1122.13	1081.99	1242.58	1191.48	901.288	1542.18	1757.1	1270.89	1634.77	1435.36	1221.94	1034.94	1513.21	1477.23	2100.53	2354.55	1012.61	1362.69	1050	1931.41	690.403	1215.66	1560.53	1042.52	1095.06	1292.65	1320.71	1019.56	831.056	710.9	1145.83	1037.43	1031.33	1510.54	1206	855.848	1053.1	888.967	1409.2	964.663999999999	1245.7	923.179	1105.09	1209.52	2238.15	2211.91	2234.79	1325.8	1373.83	851.92	1948.48	2579.09	2825.85	2351.18	2597.46	2462.26	1191.08	836.297	1023.48	2888.89	929.527	1749.15	1329.47	1345.87	1247.87	966.102	1002.99	2094.24	1260.79	1496.39	1860.03	1697.42	1322.66	1540.96	1055.41	1164.6	1761.33	2485.75	2153.85	1356.16	2817.68	834.142	2585.39	1667.88	1648.03	2131.12	1076.59	1094.38	1092.66	1067.73	1528.94	1929.58	1522.06	1200.95	1010.57	2237.06	1463.68	2125.69	1118.28	3022.69	1043.84	1634.92	1887.34	1327.39	776.323	1098.67	691.31	1017.4	1548.33	1508.84	1133.33	1258.75	1147.73	2608.21
PRPF6	4024.51	4582.89	3512.06	3765.21	6206.02	6344.04	4826.04	4625.91	4886.8	4543.55	6285.14	6122.51	4908.95	4254.67	4776.78	3276.88	3983.25	4696.98	4969.67	2573.16	4090.97	4400	5566.32	3728.13	4742.04	3732.61	4373.56	4048.06	3565.76	4316.04	4270.37	4518.83	4990.66	5831.52	5511.79	3520.53	3514.27	4750.67	4147.16	6759.66	2258.81	2921.25	3774.37	6315.89	3638.46	4185.07	4102.54	5751.28	4238.56	4341.53	5327.77	7461.65	5159.26	5683.33	3217.51	3646.03	5743.45	5513.9	3220.13	4221.27	2736.06	3619.69	6507.82	4793.17	5083.73	5072.92	3605.04	6718.64	4640.81	4842.8	4938.29	4731.99	3755.45	2667.13	4691.17	3223.18	5748.34	4144.75	5775.8	4815	2923.34	4507.28	3086.84	5192.14	5546.62	5002.86	5038.41	3089.93	4240.1	4978.64	4226.64	3678.75	4103	4904.1	4212.68	4175.41	4787.61	3709.66	4387.35	3724.47	7601.22	5040.94	4647.5	3078.47	4909.28	5554.2	4197.15	5444.29	4890.16	5110.82	6113.08	5611.04	4922.25	4045.01	3332.14	5734.86	5608.15	4292.37	5301.17	4376.74	3484.96	4275.74	4486.44	5175.08	4009.2	3811.86	1484.15	3886.42	3485.53	4504.5	4935.76	3590.08	3793.96	3389.66	4199.44	4262.13	5473.42	3699.26	3309.39	4731.59	3380.84	3038.91	3804.03	4448.66	3366.85	3133.33	2597.28	2993.18	3678.14
DPCD	341.515	262.054	339.645	158.23	286.569	387.936	215.278	236.641	244.32	290	661.421	477.792	296.96	362.649	275.339	214.925	262.3	352.807	521.173	338.235	225.584	275.314	286.342	295.136	468.586	232.212	189.345	564.848	265.56	231.895	335.396	265.695	520.82	268.258	254.717	226.587	437.924	441.449	228.733	283.268	426.853	195.221	235.376	347.503	182.369	205.12	349.887	265.117	289.772	206.308	215.795	670.676	395.05	302.909	411.503	311.661	384.293	288.252	186.437	231.381	238.809	579.72	306.377	848.068	414.692	456.101	186.654	568.675	347.62	515.392	309.898	390.925	226.212	163.554	336.53	290.318	409.682	503.549	274.722	204.611	238.254	289.206	134.075	225.421	486.289	180.772	207.49	297.621	313.482	223.733	230.833	277.632	501.155	298.037	180.559	432.269	217.739	335.903	183.023	261.414	167.966	279.74	331.765	203.456	227.318	321.309	259.752	190.969	551.849	225.834	266.726	296.716	284.693	335.157	520.645	256.73	551.756	342.177	266.395	498.912	237.283	150.245	497.815	145.078	298.219	435.09	161.144	139.468	216.778	244.173	234.543	200.356	427.761	108.892	231.178	176.381	350.613	291.744	311.044	521.713	188.004	101.933	230.769	327.775	268.226	294	243.23	237.879	184.462
NSL1	1161.1	1104.16	864.261	833.082	1128.16	847.108	752.967	738.767	840.804	866.102	706.633	851.365	875	752.559	1342.76	698.112	743.35	998.057	955.511	524.55	610.217	390.795	755.208	922.026	941.911	785.745	815.789	683.586	707.065	592.069	774.453	755.772	753.268	817.818	1093.95	673.6	972.496	990.018999999999	615.341	1033.72	649.447	903.065	770.195	1118.43	769.629	969.391	823.956	1126.36	1006.33	714.223	727.273	909.183	935.928	826.344	1104.69	730.65	605.755	733.396	771.259	529.735	866.554	999.999999999999	791.08	830.435	614.534	972.47	566.081	847.626000000001	696.536	1043.6	499.626	439.791	617.709	781.609	755.477	540.397	1095.81	511.566	855.899	828.183	906.22	1235.45	818.088000000001	852.068	657.221	834.345	440.387	924.283999999999	869.42	1024.46	1140.07	688.542	819.62	926.074	700.75	1093.11	753.846	938.480000000001	725.951	1032.45	769.303	742.927	1033.34	820.952	955.835	991.532	716.922	885.88	674.142	739.896	980.007	933.602	1256.06	724.216	910.964	1317.84	872.939	795.946	1142.41	1430.89	1098.27	601.103	928.878000000001	845.403	928.93	991.781999999999	1484.15	848.083	553.72	812.885	968.733999999999	847.73	880.495	594.641	761.859	597.481	570.26	855.838	888.493000000001	962.902	786.497	629.053	608.059	1259.86	1027.07	696.97	717.899	659.848	607.103
SYF2	894.37	1226.89	806.458000000001	1207.64	788.091	1279.33	1051.93	1294.67	1089.5	850.174	1546.26	1981.4	1980.71	1878.99	818.338	929.728	812.315	1633.37	821.537	1172.1	1037.09	1330.54	1600.83	1169.01	1579.73	1145.14	1221.44	1966.66	1464.13	807.524	1981.67	1406.64	887.125	1454.6	1378.54	781.867	1245.46	879.004	1407.39	3013.49	1025.07	949.644	1841.92	945.515	862.717	1055.06	1299	1147.24	1136.85	861.721	1364.84	1586.28	1313.82	1370.43	1299.19	1719.3	1997.58	1447.48	1263.19	1282.52	1040.12	1318.08	959.311	968.323	1255.13	1688.24	1385.03	1595.46	1055.72	820	1315.05	1252.56	1362.61	957.701	1383.75	1023.84	1717.88	1073.36	1363.85	873.918	930.949	773.809	1447.58	911.186	1266.91	1001.95	903.483999999999	913.922	1104.26	652.977	1015.2	821.61	1296.38	1314.69	1039.2	2412.04	1110.68	1147.15	1189.82	1484.23	1762.24	1384.64	758.058	879.269	1144.34	843.004	890.88	809.061	942.792	1201.43	1122.18	1130.55	1505.11	1479.2	562.951	934.861	849.66	842.247	1396.59	1736.09	1488.57	1180.76	1046.19	1311.97	1068.56	1357.58	3214.79	940.576	913.486	1238.6	904.795	1270.09	901.098999999999	1312.17	1218.49	808.769	1053.37	1202.01	676.709	1353.52	1061.17	1332.04	1348.9	2102.98	1940.33	1586.87	1645.91	1493.18	1547.17
PNISR	1827.12	1800	1942.15	2037.71	1417.91	1693.62	1839.02	1549.63	1856.35	2086.11	1533.5	1922.95	2602.62	1699.58	1173.95	2570.62	1451.23	3681.82	1803.84	2210.99	2544.44	3059.41	2084.79	2616.72	3111.98	2423.76	2377.41	2570.96	2281.46	1555.52	2494.61	1676.39	2110.6	1899.49	2950.47	2628.8	2758.17	1573.23	2567.61	3028.2	2506.17	5003.17	1871.17	2039.04	2271.74	3003.13	2038.57	1984.01	1967.25	1486.37	1828.56	1027.25	1296.21	1873.61	1457.58	2669.76	2222.76	2332.55	2096.88	2738.84	2952.28	3475.13	1960.88	409.317	924.961	1906.99	1936.59	2286.04	1797.44	1913.2	1765.09	1347.29	2519.27	2637.7	1715.19	1702.65	2646.78	2563.78	2914.02	1782.42	3180.14	1640.21	2024.67	2319.73	1763.25	2850.08	3101.81	2575.36	1319.29	2092.25	1743.96	2676.19	1421.46	3000.5	2324.47	2942.9	2080.34	1923.82	1800.31	2462.48	3111.58	1577.93	2784.83	1818.87	3047.56	2087.07	2583.03	2692.11	1657.63	1826.6	2380.79	2275.85	2482.25	1810.21	2056.22	2315.53	1209.51	1507.18	1986.47	2290.91	2657.24	1639.71	2849.48	1627.18	2535.95	2944.57	3702.46	2252.49	2398.01	1870.21	1360.81	2301.53	2298.02	2310.29	1865.83	2127.8	2116.42	3324.98	2056.87	1805.23	2008.08	1149.16	1983.52	2870.22	2790.06	2379.8	3025.29	2450	1699.22
PPP1R16B	524.788	397.555	860.275	872.8	636.523	365.267	977.373999999999	1095.09	782.049	211.05	405.709	550.849	381.944	293.799	222.365	596.44	227.586	668.999	506.067	283.909	319.804	583.264	597.622	883.466	695.28	934.773	574.454	364.019	240.761	701.818	647.124	883.354	214.428	572.816	775.943	813.333	441.619	118.549	121.591	461.68	210.205	326.354	612.813	684.469	418.43	1647.44	270.871	543.638	784.989	904.302	343.62	425.832	698.395	460.753	365.524	507.74	527.646	387.188	664.693	1141.33	701.858	97.7939	553.208	101.863	324.644	366.815	232.238	352.091	237.199	134	992.387	381.95	336.613	176.552	354.064	697.351	1153.2	426.966	606.785	1150.39	1101.77	588.624	1204.52	1252.88	420.475	956.611	647	556.288	640.941	742.131999999999	680.382	270.486	243.286	616.384	509.202	268.519	980.769	610.723	843.095	399.408	314.501	794.939	688.366	337.991	903.472	967.249	1431.73	1460.05	932.723	691.004	423.647	816.51	397.084	912.251	255.667	849.1	889.428	694.523	557.683	446.779	515.038	1269.61	244.265	1048.32	852.007	235.706	309.859	1493.5	861.534	552.86	1456.92	1045.61	639.423	1303.29	552.711	585.821	1057.13	213.608	107.318	122.204	673.976	771.725	340.659	337.85	419.889	456.566	342.413	428.788	283.019
