TCGA-RZ-AB0B-01	TCGA-V3-A9ZX-01	TCGA-V3-A9ZY-01	TCGA-V4-A9E5-01	TCGA-V4-A9E7-01	TCGA-V4-A9E8-01	TCGA-V4-A9E9-01	TCGA-V4-A9EA-01	TCGA-V4-A9EC-01	TCGA-V4-A9ED-01	TCGA-V4-A9EE-01	TCGA-V4-A9EF-01	TCGA-V4-A9EH-01	TCGA-V4-A9EI-01	TCGA-V4-A9EJ-01	TCGA-V4-A9EK-01	TCGA-V4-A9EL-01	TCGA-V4-A9EM-01	TCGA-V4-A9EO-01	TCGA-V4-A9EQ-01	TCGA-V4-A9ES-01	TCGA-V4-A9ET-01	TCGA-V4-A9EU-01	TCGA-V4-A9EV-01	TCGA-V4-A9EW-01	TCGA-V4-A9EX-01	TCGA-V4-A9EY-01	TCGA-V4-A9EZ-01	TCGA-V4-A9F0-01	TCGA-V4-A9F1-01	TCGA-V4-A9F2-01	TCGA-V4-A9F3-01	TCGA-V4-A9F4-01	TCGA-V4-A9F5-01	TCGA-V4-A9F7-01	TCGA-V4-A9F8-01	TCGA-VD-A8K7-01	TCGA-VD-A8K8-01	TCGA-VD-A8K9-01	TCGA-VD-A8KA-01	TCGA-VD-A8KB-01	TCGA-VD-A8KD-01	TCGA-VD-A8KE-01	TCGA-VD-A8KF-01	TCGA-VD-A8KG-01	TCGA-VD-A8KH-01	TCGA-VD-A8KI-01	TCGA-VD-A8KJ-01	TCGA-VD-A8KK-01	TCGA-VD-A8KL-01	TCGA-VD-A8KM-01	TCGA-VD-A8KN-01	TCGA-VD-A8KO-01	TCGA-VD-AA8M-01	TCGA-VD-AA8N-01	TCGA-VD-AA8O-01	TCGA-VD-AA8P-01	TCGA-VD-AA8Q-01	TCGA-VD-AA8R-01	TCGA-VD-AA8S-01	TCGA-VD-AA8T-01	TCGA-WC-A87T-01	TCGA-WC-A87U-01	TCGA-WC-A87W-01	TCGA-WC-A87Y-01	TCGA-WC-A880-01	TCGA-WC-A881-01	TCGA-WC-A882-01	TCGA-WC-A883-01	TCGA-WC-A884-01	TCGA-WC-A885-01	TCGA-WC-A888-01	TCGA-WC-A88A-01	TCGA-WC-AA9A-01	TCGA-WC-AA9E-01	TCGA-YZ-A980-01	TCGA-YZ-A982-01	TCGA-YZ-A983-01	TCGA-YZ-A984-01	TCGA-YZ-A985-01
PLA1A	272.727	961.095999999999	1345.26	286.846	2447.72	609.985	6443.64	5411.76	693.164	1660.01	478.14	1550.79	3779.96	345.57	7938.62	3119.38	662.51	295.801	4270.63	879.54	301.661	2022.21	1026.82	2288.69	3381.23	471.06	6783.8	462.24	584.452	643.802	1813.2	1606.08	184.783	1496.1	7228.52	543.348	1863.35	2783.89	2896.37	2001.86	308.66	2483.23	10970.2	560.933	8597.52	1241.48	2902.88	981.794	2924.86	3021.79	3110.73	1178.35	4071.43	6451.75	159.004	178.356	182.648	1580.88	837.37	4816.32	373.594	1548.16	3512.06	5248.46	1061.8	11047.8	2961.67	896.7	505.2	2448.84	5925.95	2271.13	379.353	99.4838	476.296	340.732	4117.7	6816.5	968.685	2677.02
POMP	2022.47	1875.07	1278.1	1230.59	1610.59	2438.95	1616	1021.49	1439.02	1428.47	1689.84	1383.33	1182.5	1717.72	1330.66	998.889	2545.45	1158.94	1367.35	1576.88	1124.08	1104.09	1401.93	2059.78	1285.21	1491.63	1250.12	1173.18	1674.22	1131.62	1566.57	1416.4	886.728	2044.9	1030.94	1758.8	978.280000000001	1849.1	1197.41	1024.06	961.287	1737.15	1224.47	1009.94	1492.41	1914.17	1461.12	1218.47	1771.49	1841.81	2501.55	1630.59	888.768	1209.79	2021.07	1835.83	1395.55	1257.35	897.491	958.793	1354.73	1109.46	1218.23	1032.77	1831.89	1139.14	1444.63	1074.61	2959.5	1560.51	1361.12	2089.87	1654.23	2086.34	1560.92	1248.25	1335.4	1046.8	1158.9	1185.38
HIKESHI	664.964	578.082	586.131	1261.49	782.389	1045.97	842.182	607.466	698.615	836.832	645.523	694.491	592.995	590.823	641.78	526.374	746.179	495.697	931.677	929.177000000001	1054.89	493.407	617.491	685.913	563.841	654.463	671.663	772.135	812.587	797.702	905.229999999999	617.855	525.172	928.856	592.985	1087.55	513.122	682.102	527.431	601.762	547.273	783.831	683.511	559.205	1019.58	820.945	647.679	477.677	893.106	790.153	661.955	712.907	679.935	517.482	936.782	1086.47	682.648	845.588	441.176	522.419	712.006	555.166	606.434	436.394	634.832	553.372	773.424	588.235	937.055	663.366	779.309	767.707	730.721	1004.22	591.05	577.476	649.558	533.867	516.817	712.359
CWC15	807.457	819.178	372.263	735.341	751.45	500.247	579.636	328.054	873.95	574.006	984.119	678.567	683.419	948.101000000001	791.881	957.246000000001	1082.86	566.759	1095.83	357.143	1039.67	417.765	784.023999999999	816.893	769.039	830.544	164.489	406.25	707.08	1126.74	809.317	789.981	771.167	866.459	890.627	528.755	1058.82	880.724	744.256	678.081	608.207	1078.9	485.638	844.857	635.092	1270.64	551.98	786.736	1026.34	753.027	761.851	716.971	1306.98	394.406	804.598	786.596	531.393	1019.12	660.035	319.598	1330.79	992.118999999999	1094.37	862.318	904.062	688.263	1752.98	611.191	1394.09	504.4	739.81	1057.88	871.269	1666.35	1051.84	644.472	610.62	658.251	287.636	657.912
UFC1	4683.35	3610.96	3788.32	3648.18	4686.6	4030.65	2512.73	3010.18	4070.86	4557.35	3285.73	4467.45	3708.55	3552.85	3173.25	3072.18	3506.44	3584.27	3147.29	3535.71	2775.83	5718.95	2514.9	3401	2454.2	3343.79	2644.16	2755.21	4447.48	3222.84	4544.42	2848.64	2786.61	5974.46	3049.11	3921.89	2997.29	3580.5	2556.88	2557.83	3267.69	3313.43	2826.06	3471.48	3372.5	3323.61	4265.45	2932.38	5364.83	4841	3183.49	3678.35	2736.1	4142.66	5551.72	4718.27	4561.07	7654.41	3501.73	2465.71	2960.1	2990.81	3332.44	2292.12	3465.86	3180.03	3329.64	3839.31	4819.38	5212.87	3602.97	3934.5	4954.6	4373.53	3551.17	3079.33	2472.57	3805.42	3592.67	4469.26
OSER1	778.856000000001	739.726	783.942	852.615	917.448000000001	950.074	845.091	618.778	697.706	873.810000000001	683.106	866.572	2075.87	728.481	1217.09	846.197	815.768	777.632	1448.09	546.61	1340.87	669.674	786.085	661.43	1364.66	778.94	563.375	983.073	883.387	951.253999999999	939.026999999999	737.744	1433.64	896.238999999999	941.691	658.369	1080.09	683.869	1150.52	1151.26	1168.58	757.977	854.787	878.997	1073.94	1063.65	598.12	945.817	673.122	604.52	713.222	831.809	1032.72	836.364	722.222	852.582	767.123	866.177	908.304	834.195	974.247	1200.09	937.265	1160.93	801.21	970.259999999999	1271.72	598.278	1330.05	852.035	1134.8	692.308	858.831	944.627	1729.29	698.726	865.487	895.32	986.314	834.867
SIRT7	274.77	216.986	357.664	288.431	208.835	421.157	309.091	415.158	293.436	232.106	266.561	232.182	382.653	212.025	501.363	245.419	284.795	376.684	199.201	235.472	200.185	395.559	212.701	328.063	247.418	228.034	293.339	333.333	208.237	248.607	190.911	248.341	224.828	216.26	219.897	261.803	226.697	291.219	244.584	286.774	464.698	303.683	230.319	178.911	276.978	323.203	250.641	194.625	320.682	277.643	386.392	212.398	178.844	246.154	180.077	314.247	152.397	345.588	162.63	334.684	249.547	237.741	223.593	182.18	261.02	201.275	323.68	295.552	270.936	525.303	425.951	421.935	148.01	239.324	285.778	256.062	301.77	250	167.942	153.135
LUC7L3	1767.11	1196.71	456.934	351.03	919.827	449.827	317.818	226.244	678.628	554.664	2881.37	496.212	603.085	1600	782.638	3153.8	2676.99	543.072	1564.33	486.683	1820.11	556.558	2897.02	2196.88	1157.19	1979.78	180.938	337.24	854.697	1228.41	541.676	2405.91	1251.14	731.031	3116.73	331.33	4136.65	1497.44	1691.83	891.773	995.456	2079.41	710.106	2435.61	384.892	1926.9	497.864	1647.16	1020.91	762.712	980.115	962.398	3079.61	184.615	402.299	294.647	406.393	726.471	613.754	362.62	3640.19	4302.98	2183.91	2470.95	1522.04	983.006	2598.81	500.717	2137.38	594.059	416.343	1353.39	660.448	2662.6	1998.67	1002.47	686.726	1921.8	545.581	527.464
RTEL1	716.297	770.707	956.276999999999	632.258	836.246	1904.87	681.149	1058.44	959.119	1032.33	756.324	915.053	2222.87	717.429999999999	460.832	410.694	740.342	320.239	976.096	1249.43	821.388	991.387999999999	840.501	757.299	522.175	816.28	1028.81	845.065	893.221	636.003	879.351	684.718	547.271	865.275	703.066	1330.85	522.48	666.251	464.807	838.831	773.75	753.36	869.34	745.19	588.01	574.296	1199.78	744.673	1193.17	1168.35	656.756	839.395	492.056	999.608	860.805	1312.64	868.858000000001	1388.4	395.701	616.309	862.405	602.342	514.804	531.195	645.013	552.544	530.92	603.472	1290.39	881.799	807.983	846.04	820.74	931.915	520.824	684.87	1195.17	670.634	1935.17	884.585
CDK12	1376.4	1458.63	748.905	759.112	1026.33	1139.89	931.636	940.045	913.014	926.716	1346.38	1073.07	1077.33	1274.37	946.384	1232.65	992.76	1286.62	1551.02	1020.58	1007.84	1269.26	1696.25	1069.06	1766.43	1681.66	634.653	1080.73	1081.91	1112.81	654.944	1600.94	1910.76	900.494	1000.12	1139.06	1155.66	1119.28	1574.42	1414.44	1404.34	1026.37	1057.45	1313.31	985.212	1167.97	1093.14	1433.46	731.216	1130.75	1017.81	1376.02	1466.19	674.126	984.674	1251.11	1367.58	373.529	1265.14	1274.48	1031.56	879.159	761.93	1180.19	1081.24	1154.01	921.635	862.267	865.353000000001	688.119	912.752	693.831	1263.06	864.382999999999	1467.88	879.984	1607.08	1048.65	1270.24	1534.75
CHIC1	207.354	169.863	135.036	73.6926	101.74	81.0677	86.5455	53.1674	92.6641	90.4529	255.077	90.9208	251.48	195.57	174.751	263.187	162.51	168.699	66.5484	52.0581	162.362	46.4955	367.692	257.064	135.739	241.981	83.6152	48.1771	169.366	184.192	105.96	221.366	135.011	71.6141	229.557	26.6094	200.452	205.691	165.807	124.423	92.8257	244.178	146.809	245.895	73.5412	275.975	79.7494	155.613	85.9799	35.5125	172.651	138.211	253.544	150.35	95.7854	97.9979	95.3196	238.235	346.886	42.464	232.862	302.977	218.231	216.941	291.271	190.653	237.649	77.4749	176.245	154.565	89.6739	200.305	111.94	177.851	155.959	194.41	53.9823	247.537	53.8158	65.7912
SETD4	595.506	436.712	362.774	311.411	492.637	652.496	229.091	251.131	306.155	488.105	513.635	319.507	556.515	412.025	331.014	519.156	548.27	375.528	433.895	592.615	427.583	287.3	485.172	517.393	385.881	444.909	267.295	437.5	393.799	336.003	787.394	497.538	313.501	574.331	500.517	370.815	508.145	436.828	602.082	442.186	331.439	530.214	437.234	489.628	838.529	495.277	362.29	460.338	473.276	652.139	776.176	488.821	352.236	265.035	346.743	589.294	555.936	513.235	377.163	311.217	968.807	519.702	465.952	615.642	530.251	346.256	863.714	315.639	792.556	688.119	259.414	452.399	394.279	608.165	452.813	465.269	508.85	365.764	542.798	345.971
RBM27	582.227	567.123	152.555	152.139	337.349	99.8517	118.546	41.8552	234.386	192.852	782.98	241.942	249.927	566.139	307.245	617.435	513.677	199.897	664.153	184.625	471.863	179.736	714.773	533.306	403.132	633.543	50.7174	126.302	348.913	555.71	181.777	812.674	589.817	249.586	593.904	137.339	701.81	572.895	566.07	324.702	259.684	570.021	261.702	786.949	167.866	544.148	173.74	583.442	234.702	176.755	409.01	318.598	814.068	189.511	216.475	261.981	176.37	227.941	424.308	127.951	638.738	642.732	499.732	418.804	504.754	419.543	407.155	137.733	417.625	308.031	146.254	365.575	292.289	521.351	703.589	378.134	158.407	466.133	200.417	239.344
ZNHIT6	257.406	446.027	247.445	171.157	168.377	98.8631	166.546	116.516	250.738	235.519	371.654	382.689	348.501	429.114	305.924	440.311	405.068	339.709	274.623	124.697	263.376	276.197	429.936	399.878	366.36	568.689	141.186	162.76	334.105	390.32	211.921	438.45	624.142	93.5946	553.881	113.305	449.321	364.73	387.508	179.927	312.646	451.421	327.66	480.553	215.827	237.372	199.943	449.502	208.366	253.43	275.563	387.703	555.071	240.559	180.077	197.956	178.082	219.118	477.941	150.3	533.914	466.287	395.174	286.043	326.707	426.978	251.278	192.252	145.047	380.088	203.901	271.135	342.04	200.845	358.44	286.889	208.85	428.571	143.818	366.389
CWC25	339.632	368.767	238.686	215.531	333.78	199.703	208	157.24	269.816	298.096	486.143	325.671	295.721	362.342	371.951	367.018	440.869	340.864	358.474	237.893	397.14	249.827	451.37	432.521	401.771	366.109	124.737	242.188	319.759	313.37	189.084	408.05	458.238	292.129	341.806	278.112	454.299	366.497	383.382	375.581	342.259	514.62	263.83	387.64	221.822	402.875	239.818	388.383	249.419	306.699	318.537	315.041	325.518	114.685	206.897	330.58	277.968	132.353	289.36	297.807	470.076	412.872	316.354	388.232	317.632	348.38	353.492	256.815	298.303	141.914	262.616	320.64	279.229	459.409	434.205	314.427	264.602	318.35	270.007	266.568
NCAPG2	306.435	398.904	187.591	79.2393	343.299	92.9313	38.5455	70.1357	172.61	244.621	418.633	309.747	473.077	384.81	218.329	253.193	311.746	347.219	376.22	216.707	314.576	92.991	312.456	208.916	227.443	341.004	46.6052	96.3542	285.979	333.217	239.324	435.881	261.442	195.698	449.914	262.661	270.588	321.613	186.064	217.855	239.752	255.258	193.085	459.81	160.672	202.053	211.336	337.668	242.448	251.009	223.165	325.203	408.942	218.182	113.027	261.328	265.411	98.5294	340.83	151.976	228.872	426.883	383.914	292.744	199.654	304.833	155.026	65.9971	389.71	298.68	127.038	149.276	387.438	189.113	344.705	258.529	296.46	379.926	237.532	169.015
SSH3	996.935999999999	612.055	1824.09	2543.58	1178.05	1699.46	1153.45	2498.87	1265.5	1428.47	825.435	1181.46	1375.38	597.468	989.521	872.293	646.822	2351.96	1015.97	1664.65	939.113999999999	1648.86	608.835	734.061	1040.52	683.403	1930	2483.07	1313.28	683.148	2354.88	624.706	843.822	1202.55	948.131	2298.71	871.493	743.95	890.556	1326.56	1231.22	842.105	872.340000000001	671.996	2053.16	819.302	1011.11	616.385	1285.05	1865.21	639.337	855.183	1067.07	1126.57	850.575	1857.39	1178.08	1702.94	1006.92	1782.93	1155.97	852.89	942.091	969.113000000001	901.902	949.549	843.271	1747.49	1436.78	1082.51	877.523	950.495	706.468	984.045	920.248000000001	652.692	1860.18	969.211999999999	1397.36	1040.18
PINX1	508.682	390.301	374.255	552.298	227.226	454.068	255.164	183.529	259.414	405.918	249.266	278.649	373.245	336.737	280.152	269.956	163.315	409.615	372.653	382.784	511.601	226.926	124.075	211.898	182.953	368.55	260.907	272.122	604.151	173.746	702.297	334.832	498.884	338.82	486.928	279.494	121.507	156.534	442.277	214.377	524.75	265.005	234.032	150.363	326.375	467.561	126.682	273.082	484.648	390.807	119.499	260.142	413.092	381.448	178.161	654.639	511.598	276.632	342.314	350.328	240.319	153.511	404.311	272.931	504.322	404.328	451.806	80.043	398.998	340.478	816.214	383.877	139.148	1025.84	386.969	160.522	410.407	635.819	538.251	272.795
FAM174C	1192.03	1748.49	2318.98	2517.43	2950.47	4019.77	2819.64	3088.24	2233.93	1929.09	960.455	1744.45	1862.81	1744.62	1564.84	865.075	1499.6	1872.44	994.676	3056.9	1202.49	4255.38	1254.77	1098.44	936.557	1376.57	4483.69	5055.99	2211.94	1449.86	3234.53	804.111	864.989	3559.43	1015.76	3232.62	894.57	1405.55	877.427	1327.02	1909.48	1198.32	1887.23	751.08	1951.64	854.62	3508.97	1565.67	2945	3584.34	1851.29	1330.28	835.878	2800	3471.26	2172.94	2062.21	4989.71	1022.06	1856.68	1034.1	977.671	1400.54	1028.58	1124.46	1217.21	2319.42	5166.43	1129.17	2700.22	3049.98	2047.22	2529.85	2021.59	1218.87	1018.91	1817.7	1167.49	2335.42	2082.63
FBXO34	395.301	381.918	236.496	191.759	302.841	200.692	149.818	123.303	281.626	217.883	390.098	231.155	338.799	400.633	271.59	459.189	356.396	271.536	369.565	182.809	411.439	211.659	391.6	366.827	369.992	333.333	117.884	128.906	248.033	290.042	241.151	368.658	448.513	218.387	463.255	154.506	476.923	322.32	392.01	324.239	266.518	354.16	270.213	388.073	213.03	425.051	177.157	388.817	206.816	184.827	407.502	301.321	489.64	237.063	243.295	307.06	299.087	348.529	461.505	205.615	375.771	352.452	425.201	471.993	386.776	394.052	471.891	186.514	441.708	277.228	217.78	303.884	268.035	439.23	649.535	512.536	235.398	377.463	158.664	217.791
NCBP3	683.861	534.794	391.241	156.101	427.785	372.714	299.636	128.959	172.61	500.62	920.784	491.589	337.247	474.683	512.368	649.084	603.781	425.791	963.177	268.16	536.439	286.606	501.248	675.303	479.401	700.139	264.553	162.76	508.098	501.741	212.834	792.122	538.902	254.549	753.077	382.833	700.452	547.095	620.088	537.469	546.134	617.216	531.383	852.636	422.462	473.101	398.177	671.435	453.912	529.459	468.947	628.049	877.863	351.748	421.456	382.845	281.964	169.118	631.488	628.021	928.183000000001	944.396	637.534	595.958	542.783	602.762	632.027	321.377	642.583	458.196	286.102	465.346	449.627	447.677	626.495	504.316	688.496	714.286	569.705	527.464
MAML3	1287.54	803.836	741.606	1098.26	554.514	1169.55	762.182	1248.87	832.16	1705.52	2324.58	1624.76	628.699	1103.48	698.563	1583.01	1101.77	809.986	2715.17	1668.89	937.269	855.656	2136.07	1408.55	1435.93	1720.71	645.619	496.094	1582.14	854.457	962.777	1079	1561.21	1277	1333.64	1444.64	1370.14	1512.99	862.046	549.958	642.376	1500.36	838.298	2116.68	721.822	995.072	1318.14	932.38	1189.78	1424.54	657.431	1786.59	1529.44	801.399	1040.23	266.554	1154.68	654.412	1004.76	780.556	1131.66	1017.08	884.718	1792.06	1833.19	1655.87	835.605	672.884	501.368	681.518	610.636	1111.2	1276.74	1381.04	457.687	808.467	1317.7	1352.83	1663.65	2326.51
PRPF40A	1432.07	1361.64	481.752	403.328	793.693	304.498	364.364	266.968	728.594	556.94	2176.34	648.774	697.778	1808.54	866.271	2268.74	1668.14	597.379	999.113	392.857	1275.83	460.791	1720.98	1357.54	1190.33	1524.41	239.88	378.906	984.729	1416.78	552.638	1946.48	1570.37	553.059	1684.19	404.292	2646.15	1370.21	1737.22	856.62	696.477	1655.48	659.574	1942.09	379.297	1404.93	487.61	2083.22	701.782	615.819	959.005	884.654	2053.98	390.909	501.916	556.628	809.932	488.235	1015.57	405.643	1795.79	1898.86	1433.24	2009	1355.66	1188	1152.47	454.806	873.563	684.818	533.773	987.814	785.448	1384.33	1808.6	769.01	804.425	1192.12	603.108	562.628
ZNF446	222.457	306.471	438.847	475.697	380.842	496.866	418.56	776.346	400.827	502.531	288.338	390.98	563.733	307.029	375.666	397.685	291.903	596.789	203.926	435.103	480.535	560.028	256.44	309.171	258.472	262.605	706.864	476.38	373.98	270.811	611.372	261.37	300.366	413.582	307.823	413.305	276.032	301.1	218.287	369.138	511.39	271.862	362.048	261.884	306.419	251.536	416.696	279.181	524.074	462.591	267.341	319.929	238.97	322.322	460.613	556.824	293.744	913.647	291.349	459.891	330.395	341.23	367.281	319.288	341.305	283.717	407.487	778.149	448.708	300.671	415.969	417.951	377.83	363.66	310.895	393.243	351.54	295.573	460.042	390.924
PPP4R3A	1398.37	1384.11	574.453	346.276	733.601	424.123	437.091	271.493	704.065	595.624	1669.66	737.64	645.387	1488.61	749.184	1230.43	1580.45	595.646	1248.45	444.915	1148.06	471.201	1873.91	1566.05	951.538	1447	206.982	183.594	776.492	1183.15	473.167	1727.25	1196.8	706.923	1412.31	393.133	1600	1433.12	1318.2	718.321	758.551	1416.23	795.213	1606.31	454.037	1117.86	570.778	1190.29	838.885	607.748	1238.71	1079.78	1567.61	428.671	668.582	829.716	791.667	714.706	827.422	345.3	1581.43	1478.55	1167.83	1437.76	1331.89	974.509	1123.51	446.198	1175.15	843.234	430.221	1134.04	703.98	1259.03	1115.2	959.309	486.726	1150.86	447.228	786.091
POLR3B	372.319	469.589	313.139	201.268	342.704	162.135	235.636	62.2172	311.606	265.101	412.717	374.984	374.891	436.076	294.92	133.259	360.016	294.645	534.605	238.499	253.229	276.891	404.791	331.327	330.496	468.619	83.6152	104.167	384.081	397.981	286.824	427.746	378.719	294.965	368.948	283.262	306.787	374.979	387.508	307.588	272.213	339.797	391.489	375.108	412.47	259.959	329.251	498.483	250.968	349.475	273.678	377.033	369.139	501.399	312.26	175.09	494.863	261.765	589.965	184.383	348.205	341.944	363.003	409.172	346.586	538.502	232.538	177.905	251.232	397.14	201.766	257.426	453.358	289.066	315.463	370.325	223.009	421.798	206.912	307.404
CMTR2	387.64	201.096	165.693	78.4469	94.6006	133.465	140.364	41.8552	198.047	226.417	608.636	316.938	305.812	268.671	312.527	518.045	242.558	200.474	699.201	119.855	461.255	121.443	287.311	413.343	391.329	488.494	112.401	79.4271	403.054	461.351	242.978	605.866	532.609	197.825	580.104	103.004	601.81	470.049	462.909	275.673	251.142	581.512	265.425	739.844	219.424	561.807	158.929	447.768	216.886	159.806	273.301	360.772	580.153	248.951	101.533	270.474	447.489	173.529	542.82	184.942	869.423	690.893	438.606	684.745	538.894	329.262	294.719	61.693	353.585	143.014	165.47	311.5	140.547	295.636	307.931	406.083	157.522	348.522	141.962	233.672
BRK1	1756.89	1940.82	4921.9	5954.83	2514.95	3769.65	6116.36	6696.83	5368.16	2697.09	1783.11	2555.54	4248.76	2031.96	4166.29	2716.82	1899.03	3759.9	2578.08	2374.09	2196.49	4757.81	1536.72	1692.54	4900.69	1751.05	6711.15	6039.06	2467.38	1786.91	3392.56	1743.1	3656.18	2534.15	4358.83	2461.8	4628.96	2219.13	4089.28	2952.84	4643.56	1886.53	4469.68	1751.51	4727.82	5965.5	2722.87	3776.77	2694.81	2686.84	2018.66	1919.21	3753	6312.59	3007.66	2431	2134.13	5963.24	4608.13	4041.35	1989.84	3813.05	3731.37	3408.65	1939.07	5799.79	3957.41	4252.51	2133.55	4968.65	5450.89	2262.76	3881.22	2274.99	3398.32	1801.07	3056.64	4424.88	2742.75	2267.53
UNC45A	2875.38	3423.56	4954.01	6064.18	3494.87	6782.01	4503.27	7969.46	4333.41	4663.73	2560.52	4448.44	3789.27	3166.77	4135.92	3295.95	2535.8	5790.65	3326.09	5105.93	1756.46	5249.83	2614.24	2921.96	3163.32	3320.78	5458.29	2981.77	3934.29	3322.77	4573.65	2601.58	3557.21	3780.66	2764.35	4648.93	2329.41	2935.16	3057.68	3601.78	4153.24	2734.79	3689.89	2563.96	3424.06	1423.82	7152.38	2997.4	4330.75	4756.26	2501.18	3408.03	2139.04	4771.33	3749.04	3309.72	5137.56	4542.65	2596.45	5144.85	2839.32	2559.54	3203.22	4121.87	2971.48	3332.45	3028.96	6526.54	3330.05	4586.91	4571.23	3168.32	3152.36	2781.79	2741.25	2827.78	5085.84	2816.5	5793.55	4352.43
ERBIN	3018.9	2848.77	613.869	571.315	1314.29	366.782	445.818	428.733	1301.84	892.014	4713.89	1120.84	1297.76	3153.8	1998.85	3303.16	2620.68	1299.33	2034.61	779.661	3097.32	764.747	4427.55	3120.27	2003.86	3215.13	339.944	544.271	1651.09	2575.56	1037.68	4177.26	1516.59	950.836	3104.77	484.12	5321.72	3019.63	2673.17	1338.12	1142.95	2788.14	895.213	5082.11	496.803	3637.78	706.351	2918.08	1119.29	506.86	1801.53	1837.91	3477.1	765.035	875.479	1770.5	716.324	1180.88	1778.55	605.671	4237.58	3402.36	2464.34	2178.2	3172.86	1696.76	1566.44	487.805	2818.28	1333.33	649.068	2326.73	1254.98	2126.23	1579.53	1472.67	787.611	2514.78	864.765	551.284
YLPM1	1804.9	1891.51	1570.8	2224.25	1803.96	2358.87	3162.91	3403.85	1900.52	2058.23	2059.41	2435.34	1578.34	1349.68	1557.35	2227.1	1080.05	1959.1	2481.37	3283.29	1656.37	3483.69	1948.11	1387.33	2592.67	1654.11	2549.58	1757.81	2366.5	1383.01	1363.78	1843.72	3025.17	1257.15	1648.76	3757.08	2108.6	1945.93	2055.33	2179.48	2805.27	1559.04	2509.57	2087.29	2185.05	1611.09	2054.12	1945.38	1088.3	2037.13	1109.41	2061.99	2106.87	2486.71	1528.74	1762.66	3052.51	855.882	2189.01	2414.3	1862.17	1671.63	1413.94	2256.94	1892.39	2285.18	946.337	1840.75	1003.83	2107.81	1829.77	949.733	2098.26	991.084	1702.7	2437.73	2490.27	1684.11	2592.44	3692.24
SLC2A4RG	757.916	609.863	1194.16	1251.19	1178.05	2323.28	1913.45	1610.86	2021.35	970.52	700.158	1033.52	1500.34	681.962	847.784	1138.26	567.176	865.448	724.933	1732.45	1597.32	3254.68	530.927	448.026	773.125	607.741	1246	1503.91	1381.77	808.148	1857.05	688.504	691.076	2351.21	865.785	1422.32	426.244	532.958	587.452	690.569	1186.23	739.92	755.319	495.246	826.139	790.554	1045.86	1030.78	1622	1236.48	936.01	611.28	392.039	1074.83	1145.59	2285.31	1526.83	3754.41	549.74	1388.46	808.487	861.208000000001	919.035	511.36	706.137	815.72	996.593	1431.85	3423.65	1042.35	686.432	1346.53	1149.88	1141.72	767.833	640.773	1302.65	691.503	1119	721.434
ATXN7L3	1635.34	1712.33	2347.45	2351.03	1887.25	3339.59	1680.73	2506.79	2056.78	1939.33	1838.09	1977.66	1906.28	1788.61	1701.73	1910.05	1667.74	2201.75	1671.69	2390.44	1415.13	2034.7	1757.25	1624.81	1770.06	1813.46	3134.88	2652.34	1780.19	1317.55	1649.69	1648.47	1533.18	2191.67	1586.2	2642.06	976.018	1691.82	1380.1	1833.96	1833.73	1450.29	1879.79	1289.97	1860.11	1358.52	2319	1379.28	1831.14	2446.33	1637.17	1891.26	1226.28	1134.96	1980.84	1714.31	2075.34	1210.29	1431.23	2351.17	1379.4	1186.08	1438.07	1395.46	1473.64	1329.26	1692.5	1911.05	2124.79	1097.36	1394.22	1837.01	1597.01	1569.22	1745.24	1860.67	2734.51	1381.16	2392.95	1881.85
RALGAPB	1541.88	1537.53	985.401999999999	576.862	1026.92	1025.21	448.727	290.724	685.896	925.009	1894.81	1103.38	3349.96	1181.01	898.405	1535.26	1225.26	1127.74	1841.17	730.024	1118.54	702.984	1788.58	1281.65	1188.06	1438.28	551.038	562.5	1252.66	1234.33	1166.48	1692.57	1172.77	805.481	1463.83	742.489	1357.47	1226.37	1088.62	1117.49	966.412	1367.81	1445.21	1664.65	1097.92	1127.31	835.659	1199.39	759.876	801.453	1322.78	1438.01	1631.95	1110.49	777.778	1683.6	1107.88	1105.88	1714.53	751.502	1352.19	1490.81	1234.85	1467.07	1579.52	1391.4	982.964000000001	579.627	1481.12	1164.47	501.747	1069.31	1033.58	1082.59	1005.76	1337.44	1184.07	1356.53	1148.69	830.33
PPP4R3B	1994.38	1816.44	318.248	272.583	708.017	266.93	278.546	104.072	541.449	446.007	2038.18	688.84	643.834	2496.2	783.958	2085.51	1722.04	561.559	1427.24	312.349	1285.98	219.986	2132.36	1765.17	1132.22	2742.33	215.206	242.188	887.552	1577.65	364.467	2173.84	1255.72	800.518	1605.52	218.026	1724.89	1599.58	1211.29	817.767	508.548	1907.46	574.468	1903.2	280.176	1556.06	441.47	1719.12	570.875	459.241	1444.54	1072.15	1816.25	445.454	509.579	589.294	1514.84	477.941	1055.36	351.446	1953.94	1542.47	1215.01	1898.44	1623.6	925.119999999999	903.748	262.554	1043.79	585.809	294.643	942.879	896.144	1540.12	1628.71	1085.49	615.044	1257.39	385.989	395.881
