TCGA-RZ-AB0B-01	TCGA-V3-A9ZX-01	TCGA-V3-A9ZY-01	TCGA-V4-A9E5-01	TCGA-V4-A9E7-01	TCGA-V4-A9E8-01	TCGA-V4-A9E9-01	TCGA-V4-A9EA-01	TCGA-V4-A9EC-01	TCGA-V4-A9ED-01	TCGA-V4-A9EE-01	TCGA-V4-A9EF-01	TCGA-V4-A9EH-01	TCGA-V4-A9EI-01	TCGA-V4-A9EJ-01	TCGA-V4-A9EK-01	TCGA-V4-A9EL-01	TCGA-V4-A9EM-01	TCGA-V4-A9EO-01	TCGA-V4-A9EQ-01	TCGA-V4-A9ES-01	TCGA-V4-A9ET-01	TCGA-V4-A9EU-01	TCGA-V4-A9EV-01	TCGA-V4-A9EW-01	TCGA-V4-A9EX-01	TCGA-V4-A9EY-01	TCGA-V4-A9EZ-01	TCGA-V4-A9F0-01	TCGA-V4-A9F1-01	TCGA-V4-A9F2-01	TCGA-V4-A9F3-01	TCGA-V4-A9F4-01	TCGA-V4-A9F5-01	TCGA-V4-A9F7-01	TCGA-V4-A9F8-01	TCGA-VD-A8K7-01	TCGA-VD-A8K8-01	TCGA-VD-A8K9-01	TCGA-VD-A8KA-01	TCGA-VD-A8KB-01	TCGA-VD-A8KD-01	TCGA-VD-A8KE-01	TCGA-VD-A8KF-01	TCGA-VD-A8KG-01	TCGA-VD-A8KH-01	TCGA-VD-A8KI-01	TCGA-VD-A8KJ-01	TCGA-VD-A8KK-01	TCGA-VD-A8KL-01	TCGA-VD-A8KM-01	TCGA-VD-A8KN-01	TCGA-VD-A8KO-01	TCGA-VD-AA8M-01	TCGA-VD-AA8N-01	TCGA-VD-AA8O-01	TCGA-VD-AA8P-01	TCGA-VD-AA8Q-01	TCGA-VD-AA8R-01	TCGA-VD-AA8S-01	TCGA-VD-AA8T-01	TCGA-WC-A87T-01	TCGA-WC-A87U-01	TCGA-WC-A87W-01	TCGA-WC-A87Y-01	TCGA-WC-A880-01	TCGA-WC-A881-01	TCGA-WC-A882-01	TCGA-WC-A883-01	TCGA-WC-A884-01	TCGA-WC-A885-01	TCGA-WC-A888-01	TCGA-WC-A88A-01	TCGA-WC-AA9A-01	TCGA-WC-AA9E-01	TCGA-YZ-A980-01	TCGA-YZ-A982-01	TCGA-YZ-A983-01	TCGA-YZ-A984-01	TCGA-YZ-A985-01
SIK2	919.305	840	1107.3	2205.23	1023.95	892.734	1240.73	546.38	1197.37	1286.82	967.067	1233.34	1005.92	802.532	1107.05	1499.17	636.766	1488.83	1660.6	1107.14	1163.75	1210.96	1220.56	728.348	1841.33	532.427	800.513	1666.67	1345.67	938.719	1398.49	1079.85	2637.87	868.586	1579.3	1375.97	1720.36	943.279	1252.93	2317.31	1613.34	968.913	1157.98	1528.95	2168.27	976.591	839.646999999999	1181.19	781.565	1052.46	919.423	1285.06	1887.13	1346.85	683.908	767.65	1340.75	808.823	1568.34	1114.12	1118.97	967.601	1234.32	2555.54	1174.16	1472.65	896.082	969.871000000001	890.531	948.295	949.049	700.686	1382.46	777.569	2361.1	1434.85	2074.34	855.911	730.225	1358.93
KATNIP	702.247	659.178	883.942	1027.73	625.316	794.859	648	823.529	459.687	655.926	829.611	592.783	740.08	537.975	672.153	508.606	505.632	1091.92	1212.95	625.908	503.69	503.817	661.186	626.339	700.942	763.947	1082.89	770.833	621.934	625.696	490.523	697.495	631.579	429.684	722.713999999999	861.803	518.1	539.32	647.473	879.284	607.638	567.97	824.468	649.525	824.141	809.035	664.768	556.567	519.752	656.981	767.882	850.102	821.701	706.993	488.506	675.532	610.16	566.177	711.073	869.395	700.036	862.522	655.228	658.779	730.769	708.444	502.555	688.666	511.768	652.365	690.702	559.787	511.194	489.911	578.201	1421.7	762.832	695.813	754.348999999999	728.24
KAZN	1608.35	3508.03	3238.15	1326.77	994.103999999999	1585.66	1661.53	2332.87	1422.56	2193.81	908.618	2299.14	2732.75	1870.34	1871.31	1728.9	2798.37	2119.93	689.596	1932.14	828.778	1473.82	4054.46	2355.69	1580.65	2280.21	2371.16	950.482000000001	1893.34	1617.51	2746.84	2517.4	1789.78	781.749	2848.01	934.009	1248.4	2128.07	1861.11	1105.71	1600.82	1392.28	4510.6	2516.01	2090.91	1161.1	2019.83	1760.23	1922.7	1987.46	2731.49	2702.37	2708.64	4773.91	2569.08	1390.75	881.107	2377.38	3665.8	1712.42	898.836	3416.37	2431.47	904.647	2868.02	2683.99	682.794	1090.93	848.818	2840.82	1802.62	1771.14	2846.53	625.509	572.601	2195.11	645.372	3842.2	2252.95	2389.44
USP22	9287.54	9584.66	7522.63	6460.38	8534.88	15033.1	7480.73	9290.72	6339.31	10564.2	9054.03	10296.6	6762.39	8309.18	8649.07	7984.45	8526.15	13383.2	11370.9	7915.86	6712.18	7269.26	4857.9	7275.32	8793.55	9008.37	7064.8	7424.48	9795.93000000001	7000	7521.35	8318.99	10275.7	7229.48	7309.49	10117.6	6614.03	7885.17	8292.98	11333.6	9767.20000000001	6288.7	8514.36	8218.24	7524.78	7659.96	10488.7	7538.36	7429.9	11471.3	7224.96	9077.24	5792.26	7013.99	7047.89	9158.88	8441.21	4136.76	7491.78	13113.6	6919.84	6987.3	7054.69	10284.6	9455.92	6637.28	7136.29	8989.95999999999	8038.86	6249.73	7294.54	7178.22	9577.74	6215.86	9534.78	9906.29	12414.2	6155.17	13459.5	8080.97
SF3B1	5059.24	4116.71	1534.31	861.331	2818.98	1558.08	1296.73	834.842	2756.3	2039.46	7130.68	2426.09	2623.85	4204.11	3013.9	8495.84	5341.11	1928.48	4509.32	1427.36	4407.75	1401.11	7175.35	5783.13	3989.56	5427.48	797.771	860.677	3622.4	4477.72	2218.77	6639.26	4052.63	2069.01	6150.2	1369.96	8907.23999999999	4068.58	4979.84	3240.08	3166.32	5787.63	2561.7	6111.93	1689.45	4602.05	1850.19	5966.19	2560.03	2141.24	4408.63	3759.15	7006	1818.18	2057.47	2101.73	2744.86	2448.53	3336.07	1673.42	7149.8	3753.06	4608.04	6528.32	4334.05	3630.38	5372.23	1051.65	4390.26	2426.84	1607.72	3667.94	3103.23	4297.04	5051.84	3401.56	2550.44	4902.71	1934.59	2013.44
GCAT	856.997	1017.53	519.708	932.647	2030.05	2111.72	1722.18	1736.43	715.875	1200.35	537.646	1300.63	877.462	1061.71	844.263	752.915	674.175	656.308	669.033	1998.79	570.572	1269.95	706.529	634.5	540.688	1225.59	1254.23	1410.16	1145.77	1171.66	1383.88	724.898	642.448	1770.5	452.214	1956.22	413.122	899.455	740.129	787.702	907.186	746.076	1151.6	461.106	1388.49	674.333000000001	1547.71	931.513	2384.97	1998.39	1105.65	741.362	404.58	813.287	1802.68	1833.21	678.082	1588.24	436.851	1094.01	469.714	372.592	700.804	431.787	868.194	660.648	1204.43	1899.57	1774.49	808.031	1221.27	1079.97	1379.35	912.248000000001	1693.84	635.019	1407.08	647.783	2142.43	821.255
SRRM2	12000.5	9742.47	16560.6	17973.1	8512.27000000001	11039	14920.7	20244.3	12705	10005	15682.9	9830.74000000001	12471.1	8315.19	9593.25	11318.7	9321.8	18859.6	13385.1	15520.6	8507.84	22242.2	16374.2	13321.2	14403.8	12737.4	26377.2	14225.3	8815.81999999999	6879.87	11358.8	13600.1	16068.1	8109.41	13837.8	15333	20116.3	11948.8	11499.2	15931.7	16502.5	11281.8	17183.5	13613.2	11546.4	11315.8	10942.8	12432.6	8954.3	11937.9	8498.34	12119.4	14504.4	19155.9	8501.92	8232.48	10705.5	9269.07	11555.8	18711.6	17160	14965	12319	16935.2	10546.7	14241.1	10108.2	21571	9174.59999999999	12883.4	11801.7	8219.34	10111.9	10840.9	11999.1	10603	13619.5	11354.1	16977	17738.7
SHPK	736.466	844.932	569.241	416.799	640.785	1227.88	193.454	307.715	420.622	677.544	665.296	1224.09	510.282	994.247	211.686	633.537	867.257	886.824	948.98	845.63	179.428	1238.72	674.789	763.636	177.051	1145.51	692.224	292.969	545.581	699.861	813.883999999999	798.048	156.333	675.725	436.812	1230.9	540.552	689.877	250.961	259.78	239.627	752.641999999999	687.766000000001	554.689	1348.89	191.376	837.904	627.221	475.6	841.808000000001	682.688	683.943	619.357	721.664	877.395	1199.49	1084.47	301.471	537.197	1137.59	560.312	402.255	462.735	588.42	477.498	583.643	334.753	747.489	620.69	774.461	188.956	591.775	743.159	234.162	300.399	569.129	1846.02	616.379	1135.7	231.063
BRD1	1305.41	1289.32	1472.99	662.441	1507.07	1203.16	841.455	855.204	1264.59	1089.42	1286.87	1377.17	1214.71	1157.91	1215.77	1268.74	1428.8	1208.05	1198.31	1585.35	1534.59	1726.58	1533.42	1330.61	1399.61	1130.4	1041.76	1269.53	1459.97	894.499	1238.64	1253.69	1746	1098.32	1850.72	1286.7	1340.72	1351.83	1143.02	1788.63	1648.65	1170.41	1839.89	1484.01	1158.27	1062.83	1082.31	1212.4	1129.36	1425.34	971.822	1481.71	1249.18	1234.96	865.9	1072.1	1224.89	723.529	1003.46	1368.35	1504.53	1424.26	1268.63	1870.38	1067.42	1746.15	1459.11	710.187	1510.13	1159.52	1181.77	1125.67	1093.28	1349.6	1577.76	1349.77	2046.02	1335.59	1585.71	896.121000000001
PRPF6	4328.4	4932.6	8328.47	9583.99	9429.72	15196.2	12024	14290.7	8922.1	8465.03	4400.35	7843.33	14365	3803.16	7682.44	4813.99	3826.63	10498	6131.32	9665.25	7622.23	10755.7	3223.49	4059.98	6084.21	3819.74	6090.2	7817.71	7350.3	3940.11	10610.6	3343.18	6545.77	8861.71	5345.14	14588	4884.16	5285.05	5590.55	7318.27	8234.72	5786.81	8459.57	4436.91	11277.4	6998.77	6950.16	4882.53	9343.92	9688.46	3751.96	4889.23	4628.14	8238.46	7337.16	12908.3	7386.42	14857.4	5035.03	8949.29	5934.35	4328.81	5302.41	5159.67	4633.97	10163.6	5903.75	13357.2	10873	8412.54	11461.2	6493.53	6739.43	8759.74	7101.91	6202.22	10807.1	6791.87	11557.4	11335.4
DPCD	154.183	194.252	260.11	459.786	181.752	197.093	340.793	426.833	328.331	350.639	211.004	229.613	296.307	163.706	274.482	286.902	153.439	390.22	117.48	211.876	294.359	350.028	158.107	173.02	216.411	113.734	128.85	497.865	291.296	136.706	387.495	127.24	280.578	325.731	244.062	189.94	355.995	175.88	229.316	224.96	324.212	162.442	169.016	123.63	251.607	236.107	135.574	302.726	316.762	242.47	145.581	206.301	192.634	238.238	296.935	176.553	191.627	541.382	288.348	239.659	178.734	265.547	285.255	258.427	221.149	240.297	338.552	641.377	334.74	313.823	332.551	272.049	267.78	191.15	351.989	383.226	231.858	192.204	349.107	249.848
NSL1	563.841	440.548	164.234	151.347	252.863	142.363	160.727	66.7421	267.091	242.915	421.765	279.44	336.47	468.987	357.865	787.896	516.492	218.962	405.058	142.252	529.059	256.766	571.736	481.893	482.579	446.304	56.2004	115.885	379.454	427.925	305.092	476.129	443.364	265.185	519.379	138.197	440.724	448.491	548.814	260.871	289.297	508.464	214.894	462.835	181.055	455.031	167.474	410.056	232.378	193.705	328.716	339.431	420.938	233.566	308.429	462.55	547.945	250	395.761	171.532	433.079	495.184	445.576	592.189	405.359	335.104	411.414	103.3	505.2	287.679	199.631	409.749	325.249	495.542	417.368	372.791	278.761	371.921	224.542	169.015
SYF2	821.757	1369.32	1170.07	916.799	941.841	614.928	988.364	581.448	1777.88	1429.04	703.986	1441.38	1584.94	957.595	1378.2	1345.36	1356.4	1624.02	875.776	460.654	945.111	1263.01	1111.73	1340.81	1403.25	986.75	582.565	569.01	835.724	1272.63	1103.45	1172.34	1794.62	979.907	1808.86	508.154	2551.58	1318.61	1426.99	749.311	1578.61	954.550000000001	1165.43	1492.22	1014.39	975.359	1048.13	1411.36	1422.93	1049.23	1005.37	1137.7	1919.3	1239.86	1187.74	800.316	478.881	1697.06	2027.25	702.333	956.474	2387.04	2110.46	819.181	1277.44	1593.73	1129.47	1035.87	775.041	1259.08	1001.36	1367.1	1629.98	1201.31	1149.31	1013.97	659.292	1698.89	756.205	935.822000000001
PNISR	970.363	551.233	394.161	229.794	301.056	118.636	99.6364	115.385	466.954	324.834	2111.61	293.309	457.941	587.975	503.124	1580.23	913.113	593.912	1011.98	222.155	1095.94	129.077	1110.5	1547.28	501.192	833.333	98.6933	98.9583	421.101	773.329	644.896	982.659	517.163	192.862	2187	206.009	3254.75	881.784	1077.37	587.423	318.341	1426.08	660.106	1802.51	197.042	1331.83	166.904	730.386	647.56	363.196	752.427	530.996	2087.24	236.364	151.341	213.635	258.562	607.353	400.519	208.409	2627.86	2876.96	1571.05	1840.19	977.096	666.49	652.47	279.77	1219.49	406.491	269.022	938.309	213.309	1557.02	539.211	775.175	421.124	1231.5	272.791	344.836
PPP1R16B	101.124	315.068	254.744	42.7892	143.388	684.133	95.2727	528.28	111.742	110.933	171.212	83.7293	1541.09	129.43	207.324	390.894	295.656	227.05	140.195	79.9031	52.1218	23.5947	357.387	645.517	172.966	385.635	248.104	111.979	121.24	143.454	257.593	429.03	113.844	216.969	686.832	60.9442	53.3937	202.863	200.694	108.234	24.4878	269.621	1125	80.3803	233.813	57.0842	94.56	66.3199	190.55	44.3906	1123.74	254.573	471.647	766.434	145.594	186.849	90.1826	177.941	177.336	526.331	44.6137	221.979	370.509	155.376	283.924	857.143	61.3288	113.343	71.7022	363.586	326.669	319.116	134.328	29.0943	151.972	297.575	261.062	865.764	147.53	234.806
CHTOP	2365.68	1918.9	2468.61	2171.95	1909.86	1733.07	2251.64	2446.83	2481.04	1950.14	1828	1733.66	2308.33	1767.41	2087.77	1696.84	2098.95	1881.69	1664.6	1501.82	2004.15	2408.05	1745.3	1881.06	2105.55	1602.86	2294.62	2179.69	1885.7	1461.35	1739.21	1723.83	2145.88	1907.34	2476.83	1773.39	1821.27	1895.04	1609.3	2172.08	2329.18	1758.08	2186.7	1580.38	1656.67	1675.15	1842.78	1900.74	2003.1	1881.36	1636.41	1802.34	1950.38	2550.35	1670.5	1951.46	2127.85	2582.35	2037.2	1918.7	2036.27	2247.37	2003.75	2290.02	1707.87	1913.97	2673.76	2081.78	4009.85	2473.05	2290.95	2048.74	1754.98	2167.53	2369.07	2007.4	1878.76	1889.16	1797.26	1943.11
EPC2	524.004	483.288	183.942	81.6165	277.257	113.692	61.0909	73.5294	178.969	196.266	646.219	240.914	265.839	445.886	296.68	810.106	487.932	243.804	455.191	105.327	412.823	133.935	649.231	608.385	343.661	524.407	79.503	74.2188	314.669	395.891	177.209	622.565	511.442	141.81	584.704	133.906	567.421	472.523	453.531	367.718	252.281	522.007	249.468	765.341	138.289	441.478	129.308	506.285	190.55	200.969	385.261	382.114	626.5	178.322	166.667	186.196	293.379	163.235	420.848	178.796	596.663	491.681	446.113	715.737	506.482	305.895	323.68	98.9957	287.356	283.828	121.7	339.68	278.607	459.878	575.1	426.223	290.265	392.857	167.015	197.374
ZNF337	372.978	415.923	245.496	219.897	280.529	342.561	163.498	141.029	258.951	271.717	625.155	408.887	875.475	398.905	236.191	561.966	451.738	436.56	348.824	190.654	681.707	190.125	461.189	466.09	352.155	408.822	109.001	170.846	396.256	321.995	513.213	419.824	416.133	298.241	473.578	240.429	588.145	419.835	356.815	368.157	313.415	546.663	296.596	554.844	241.191	484.513	223.258	318.075	428.389	276.263	260.428	331.906	475.464	212.713	236.284	386.197	342.94	418.456	230.787	153.72	911.175000000001	884.672	437.228	769.754	441.08	291.259	860.503	291.105	764.8	275.853	220.555	430.091	244.72	733.238	560.939	430.806	285.646	300.209	349.849	333.561
FBXL4	247.191	153.425	276.642	183.835	90.4358	48.4429	73.4545	46.3801	204.406	122.879	300.664	219.854	172.31	162.342	253.983	319.822	129.928	232.827	393.079	105.932	175.738	76.3359	222.594	280.73	231.529	199.791	130.22	59.8958	104.581	308.844	180.863	175.551	210.526	39.7068	368.948	90.1288	333.937	263.298	524.055	190.103	96.812	216.682	341.489	361.711	259.792	253.388	64.9388	168.184	140.976	173.527	269.532	235.264	651.581	268.531	57.4713	195.343	156.393	127.941	424.74	228.524	280.74	324.869	293.834	340.488	293.431	403.08	147.359	77.4749	168.582	286.579	182.55	139.375	125.622	184.421	155.073	193.177	206.195	383.005	113.199	156.538
HBP1	1238.09	1345.57	861.285	999.105000000001	897.396999999999	566.881	658.625	544.163	1233.87	1137.64	1108.81	1236.34	1492.39	997.531999999999	1911.71	1874.5	1323.22	1149.74	1685.72	465.593	1450.2	689.722	1566.35	1415.22	2062.93	1272.99	492.946	735.794	1317.44	1362.09	1243.96	1353.12	2235.97	715.233	2045.58	503.313	2079.65	1224.26	1999.51	1329.89	1300.11	1339.46	1234.96	2309.53	1549.13	2060.16	928.716	1501.21	811.139	746.069	1144.11	1335.88	2241.17	1494.22	749.004	1015.13	850.223	1094.78	1568.58	1471.75	1465.46	1992.73	1599.01	1746.16	1244.78	2151.09	944.37	447.532	1015.54	1332.85	1170.95	1256.21	1483.89	933.759	1900.53	1041.15	772.053	1852.15	855.115	839.62
AKAP8L	993.871	882.739999999999	1976.64	2165.61	956.121	1036.09	1636.36	2737.56	1899.61	1519.5	956.627	1312.44	1707.97	857.279	1221.06	840.644	1095.33	1559.89	982.254	1364.41	732.011	1412.21	1251.88	1122.11	863.012	913.877	2656.5	1292.97	960.666	909.819	2217.86	860.629	1165.33	1088.39	1185.05	1248.07	1228.05	1072.63	652.724	1043.95	1275.64	933.621	1569.15	891.098	1075.14	858.316	1168.9	901.604	1389.62	1443.91	823.673	1270.33	911.123	1283.22	988.506	1095.62	609.018	2295.59	790.225	1319.74	1104.1	1323.99	1266.49	1197.36	943.82	981.944000000001	1091.99	1783.36	1355.23	1357.54	1562.89	1118.05	941.542	761.145	658.396	1516.24	961.947	1088.67	2180.47	1177.43
TAF5L	798.774	634.52	404.38	446.91	411.126	245.18	303.273	295.249	403.361	372.052	606.2	529.087	454.06	523.418	527.334	890.616	544.248	588.713	423.248	383.777	596.402	510.062	593.171	474.549	917.49	513.947	286.485	520.833	447.015	423.05	357.159	504.389	790.046	358.779	613.686	383.691	673.303	496.556	1084.87	553.658	533.605	492.87	551.064	624.028	402.078	491.992	317.858	537.495	319.907	309.927	474.602	462.906	285.169	470.629	260.536	507.629	787.671	341.176	527.682	280.486	644.904	501.751	480.429	528.95	444.252	462.029	436.116	253.946	768.473	522.552	345.885	409.749	462.065	549.038	625.609	571.311	355.752	578.202	316.4	384.538
R3HCC1L	1658.32	3067.4	619.708	669.572	1527.89	305.487	573.818	410.634	1154.67	691.197	994.21	1679.21	1403.32	2384.49	2594.41	2135.48	3263.88	1126.01	1133.98	611.38	1403.14	430.951	2935.35	2655.92	1014.19	2414.92	248.104	292.969	1461.82	1537.26	693.309	2541.21	1402.75	794.136	2784.13	422.318	1787.78	3106.57	1731.97	982.431	1068.35	2138.09	1589.89	2196.63	1397.28	1116.22	1211.05	1131.77	847.405	1046.81	2481.95	2151.93	2366.96	676.923	871.648	620	549.087	1252.94	748.702	526.331	2360.54	2056.92	1369.97	1809.23	2442.52	2849.71	999.999999999999	509.326	1646.96	2599.01	1366.46	1764.66	1493.78	1527.45	1333.63	1450.06	971.681000000001	1559.73	458.362	940.36
PRPF19	2935.14	3934.79	4575.18	7038.83	4849.03	4962.93	5628.36	7600.68	4505.11	4167.09	3200.82	4980.1	3817.21	3451.9	3969.97	2709.61	3180.21	4341.11	4450.75	5418.89	4174.82	6067.31	2267.98	3272.47	3736.69	3283.47	5132.05	6184.9	3804.72	3208.91	4597.4	2748.45	3837.53	3759.38	3030.25	8340.77	3273.76	3992.95	3709.28	4182.27	4280.23	3444.75	4191.49	2931.29	6332.53	3716.63	4309.31	4126.14	4835.01	6129.94	2953.16	3488.31	3074.7	4086.01	4477.01	4226.98	4363.58	4023.53	2883.65	4652.61	3091.77	2635.29	3376.41	3401.95	3372.08	3642.59	4460.82	5212.34	3762.45	4207.92	5193.61	3773.8	4127.49	3834.35	4723.97	4191.94	6515.93	3293.1	6470.89	5428.9
PCLO	220.123	104.11	409.489	384.311	60.6872	136.431	150.546	156.109	286.168	418.132	227.586	79.6199	237.12	97.4684	234.615	66.0744	33.387	121.325	204.969	125.908	89.9446	122.137	133.968	55.4932	448.076	159.345	290.597	149.74	115.224	165.738	337.977	203.383	644.165	113.448	127.43	428.326	409.955	52.6597	128.669	376.506	301.826	94.388	115.957	726.88	310.951	253.388	149.245	213.697	87.529	92.0097	22.995	330.793	751.908	373.427	80.4598	115.638	302.511	235.294	596.886	141.361	942.329	715.849	424.129	621.087	268.799	245.353	189.949	912.482	222.222	193.069	109.957	44.9353	194.03	57.2501	128.046	732.018	91.1504	280.788	169.798	170.149
DEXI	1403.98	1231.78	2417.52	2450.08	1772.42	1134.95	1514.91	1615.38	1477.17	1745.34	942.36	1468.09	1578.34	1132.59	1460.95	847.307	1323.41	1325.33	1527.95	1923.73	836.255	1375.43	947.672	1203.71	896.153	1079.15	2313.81	2367.19	1372.05	1071.03	1403.06	998.501	929.062	1976.83	1059	1258.37	684.163	1349.36	1036.11	1708.15	1002.29	1311.99	1622.87	904.494	2073.94	897.741	1527.2	1361.08	1751.36	1606.13	2517.76	1533.54	774.809	1699.3	1432.95	1442.53	1695.78	3142.65	1266.87	1459.42	1290.9	1265.76	1485.79	1241.34	1487.47	1366.44	1981.26	1797.7	1548.44	2233.77	1647.22	1693.83	1329.6	1649.46	1056.71	1383.07	1053.1	1039.41	1170.96	1402.03
KLF15	349.847	213.151	764.963	574.485	358.768	250.124	594.909	408.371	890.302	319.145	121.449	393.476	770.35	357.279	609.207	958.912	213.998	375.528	574.534	471.55	214.022	798.751	442.714	206.467	619.68	169.107	686.741	843.75	295.696	284.819	534.369	218.797	760.298	363.034	953.652	262.661	1063.35	292.986	666.979	969.016999999999	809.235	267.98	698.404	362.144	828.138	168.378	256.907	706.979	320.682	370.46	315.899	363.821	1009.81	860.14	264.368	455.364	207.763	1173.53	1023.36	971.644	493.652	658.932	869.169	1012.67	242.437	947.955	1105.62	368.723	365.079	733.773	626.65	228.484	462.065	378.226	919.362	270.448	815.929	682.266	308.049	260.896
SETD2	682.329	718.356	642.336	472.266	522.981	232.328	495.273	407.24	732.228	416.425	902.341	416.078	836.713	709.81	1027.82	1171.57	665.728	538.45	878.882	259.08	684.502	592.644	809.581	745.486	1092.72	752.789	233.026	337.24	539.102	569.638	617.493	902.591	1732.27	351.689	1513.51	387.125	1545.25	620.96	1474.63	1210.46	1052.4	781.369	797.34	848.315	482.814	786.037	356.024	1211.96	423.703	518.16	737.348	627.541	1750.27	497.902	323.755	413.551	486.872	554.412	907.006999999999	402.291	846.934999999999	1468.48	1324.4	1723.38	797.753	1248.54	1193.36	513.63	591.68	916.392	754.755	581.874	704.602	617.081	1521.49	927.661	800	1158.87	481.559	452.598
SCAPER	271.195	227.945	142.336	136.292	289.157	85.0222	141.091	105.204	133.545	232.675	334.419	161.294	244.494	217.405	280.834	389.784	284.393	175.632	473.381	122.881	127.306	70.0902	351.203	233.806	337.306	258.019	72.6493	66.4062	210.551	291.435	120.576	365.232	350.114	95.7218	218.516	180.257	563.801	237.852	310.607	326.089	245.447	361.137	174.468	453.328	115.508	220.123	207.348	307.759	92.1766	71.025	157.572	273.882	442.203	153.846	103.448	102.571	226.027	80.8824	496.54	79.3407	362.713	390.981	262.198	415.454	340.968	280.404	151.618	131.994	117.679	206.271	130.241	133.283	210.199	206.476	452.813	734.483999999999	178.761	250.616	99.2809	197.374
HP1BP3	2839.12	3550.68	1543.8	1727.42	1850.96	1509.64	1553.45	1521.49	1731.55	2311.95	2782.19	2374.73	2293.2	2875.63	3318.95	3315.94	4479.49	2210.42	2039.93	1259.69	2322.88	1734.91	5297.73	3321.84	2806.04	3598.33	1259.71	950.521	1678.39	3171.66	2008.68	3842	3432.49	1026.7	3883.15	1297.85	4176.47	3023.87	3361.91	1777.53	3128.74	1896.79	2279.79	4150.39	1785.77	2280.9	1936.2	3493.28	2249.42	1788.54	3176.33	2561.48	3735.55	1800.7	2084.29	1571.23	1339.61	1538.24	2674.31	1982.4	2135.29	3700.09	3347.99	2471.78	3416.59	2481.15	1315.16	1312.77	2105.09	1799.78	2060.36	2952.02	2791.04	2000.94	1877.27	3419.24	1697.35	2916.87	2081.19	2767.77
COPS4	833.504	900.822	386.861	618.067	399.226	318.339	632.727	196.833	531.456	579.126	929.832	775.138	698.554	877.848	963.111	797.335	883.347	595.646	850.044	348.063	1036.9	312.283	1454.69	760.991	956.077999999999	781.729	201.499	296.875	838.038	477.368	435.716	897.88	1002.86	632.473	684.991	333.047	996.833000000001	817.815	999.343	651.716	616.75	1004.21	487.766	843.993	521.183	1266.12	502.421	882.965	489.543	373.688	695.882	712.398	734.46	618.182	632.184	488.03	757.991	273.529	1042.82	354.239	885.745	916.375	680.429	742.959	989.195999999999	750.929	592.845	298.422	552.819	507.701	502.814	619.954	856.343	847.488999999999	449.712	936.293	369.911	695.197	401.763	579.643
GPN3	340.143	393.425	124.817	101.426	267.143	126.545	191.273	52.0362	260.731	182.044	361.563	284.577	253.42	464.557	289.197	156.58	417.538	134.612	424.135	145.279	337.177	122.137	365.631	322.35	360.459	360.181	78.1322	127.604	233.225	398.329	129.71	421.751	343.822	213.424	323.404	112.446	514.48	370.031	408.14	203.517	204.444	398.071	170.745	357.822	151.079	464.887	172.031	389.684	192.099	188.862	303.459	273.882	418.212	209.79	212.644	186.849	216.324	136.765	326.125	137.449	391.367	342.82	274.531	377.762	353.5	359.533	298.126	96.1263	295.019	195.269	155.862	236.101	305.348	346.786	489.145	266.749	136.283	357.143	140.107	131.582
SCAND1	1910.62	1356.71	2438.69	2123.61	4174.33	7263.47	4216	3119.91	2892.57	3682.97	1317.49	2735.33	5218.98	1319.62	2273.52	1230.43	1432.02	2434.58	1763.53	4713.08	2260.61	3020.82	1286.92	1299.19	1070.03	1610.88	3173.27	4222.66	2374.83	2926.88	3894.04	1177.48	1039.47	5332.06	906.268	4205.15	926.243999999999	2199.34	1120.51	1990.76	2362.78	1768.34	1499.47	1063.96	2326.54	1978.64	3370.55	1413.52	5418.28	2646.49	2319.1	1700.2	776.445	1709.09	3210.73	5719.81	2907.53	6123.53	978.806	2319.88	2244.83	1179.07	1710.99	1759.82	2146.93	1232.08	2538.33	5030.13	6555.01	1558.86	3430.03	3870.53	2495.02	3037.07	1705.8	2188.66	4371.68	1079.43	3837.62	2262.99
THEM6	2611.34	2545.21	823.358000000001	950.078999999999	3924.44	2686.11	2445.09	2123.3	1816.94	1405.15	1954.67	2119.94	1071.12	4023.42	1223.26	730.15	2927.19	2153.22	1194.76	4729.42	1105.63	2129.77	2653.4	2045.9	1110.43	3000.35	1293.98	3005.21	1734.38	3480.85	2436.17	2238.92	1250.57	5076.09	358.827	4786.27	493.665	2107.45	1544.41	1624.43	2604.81	1148.25	878.192	1197.93	1768.19	1903.49	3855.31	1352.41	2657.63	2564.97	1565.92	1884.15	552.89	918.881	3967.43	2036.4	2165.53	1288.24	695.502	1391.81	1619.15	645.797	469.169	777.301	2141.75	523.633	2268.31	4226.69	3181.72	830.583	1309.88	1350.34	2078.98	2442.52	1131.15	1212.08	1446.9	637.931	2221.29	1448.54
