TCGA-3G-AB0O-01	TCGA-3G-AB0Q-01	TCGA-3G-AB0T-01	TCGA-3G-AB14-01	TCGA-3G-AB19-01	TCGA-3Q-A9WF-01	TCGA-3S-A8YW-01	TCGA-3S-AAYX-01	TCGA-3T-AA9L-01	TCGA-4V-A9QI-01	TCGA-4V-A9QJ-01	TCGA-4V-A9QL-01	TCGA-4V-A9QM-01	TCGA-4V-A9QN-01	TCGA-4V-A9QR-01	TCGA-4V-A9QS-01	TCGA-4V-A9QT-01	TCGA-4V-A9QU-01	TCGA-4V-A9QW-01	TCGA-4V-A9QX-01	TCGA-4X-A9F9-01	TCGA-4X-A9FA-01	TCGA-4X-A9FB-01	TCGA-4X-A9FC-01	TCGA-4X-A9FD-01	TCGA-5G-A9ZZ-01	TCGA-5K-AAAP-01	TCGA-5U-AB0D-01	TCGA-5U-AB0E-01	TCGA-5U-AB0F-01	TCGA-5V-A9RR-01	TCGA-X7-A8D6-01	TCGA-X7-A8D7-01	TCGA-X7-A8D8-01	TCGA-X7-A8D9-01	TCGA-X7-A8DB-01	TCGA-X7-A8DD-01	TCGA-X7-A8DE-01	TCGA-X7-A8DF-01	TCGA-X7-A8DG-01	TCGA-X7-A8DJ-01	TCGA-X7-A8M0-01	TCGA-X7-A8M1-01	TCGA-X7-A8M3-01	TCGA-X7-A8M4-01	TCGA-X7-A8M5-01	TCGA-X7-A8M6-01	TCGA-X7-A8M7-01	TCGA-X7-A8M8-01	TCGA-XH-A853-01	TCGA-XM-A8R8-01	TCGA-XM-A8R9-01	TCGA-XM-A8RB-01	TCGA-XM-A8RC-01	TCGA-XM-A8RD-01	TCGA-XM-A8RE-01	TCGA-XM-A8RF-01	TCGA-XM-A8RG-01	TCGA-XM-A8RH-01	TCGA-XM-A8RI-01	TCGA-XM-A8RL-01	TCGA-XM-AAZ1-01	TCGA-XM-AAZ2-01	TCGA-XM-AAZ3-01	TCGA-XU-A92O-01	TCGA-XU-A92Q-01	TCGA-XU-A92T-01	TCGA-XU-A92U-01	TCGA-XU-A92V-01	TCGA-XU-A92W-01	TCGA-XU-A92X-01	TCGA-XU-A92Y-01	TCGA-XU-A92Z-01	TCGA-XU-A930-01	TCGA-XU-A931-01	TCGA-XU-A932-01	TCGA-XU-A933-01	TCGA-XU-A936-01	TCGA-XU-AAXW-01	TCGA-XU-AAXX-01	TCGA-XU-AAXY-01	TCGA-XU-AAXZ-01	TCGA-XU-AAY0-01	TCGA-XU-AAY1-01	TCGA-YT-A95D-01	TCGA-YT-A95E-01	TCGA-YT-A95F-01	TCGA-YT-A95G-01	TCGA-YT-A95H-01	TCGA-ZB-A961-01	TCGA-ZB-A962-01	TCGA-ZB-A963-01	TCGA-ZB-A964-01	TCGA-ZB-A965-01	TCGA-ZB-A966-01	TCGA-ZB-A969-01	TCGA-ZB-A96A-01	TCGA-ZB-A96B-01	TCGA-ZB-A96C-01	TCGA-ZB-A96D-01	TCGA-ZB-A96E-01	TCGA-ZB-A96F-01	TCGA-ZB-A96G-01	TCGA-ZB-A96H-01	TCGA-ZB-A96I-01	TCGA-ZB-A96K-01	TCGA-ZB-A96L-01	TCGA-ZB-A96M-01	TCGA-ZB-A96O-01	TCGA-ZB-A96P-01	TCGA-ZB-A96Q-01	TCGA-ZB-A96R-01	TCGA-ZB-A96V-01	TCGA-ZC-AAA7-01	TCGA-ZC-AAAA-01	TCGA-ZC-AAAF-01	TCGA-ZC-AAAH-01	TCGA-ZL-A9V6-01	TCGA-ZT-A8OM-01
MED17	813.526	705.29	285.022	606.241	709.847	542.178	501.191	876.612	715.098	736.348	590.325	618.946	639.416	286.997	286.048	738.372	861.784	606.072	332.078	637.651	438.088	569.292	860.167	752.823	620.926	790.094	566.155	151.424	381.721	182.833	303.641	1009.77	782.820000000001	641.995	761.373	700.375	372.702	792.049	553.046	739.137	755.602	686.228	718.468	352.912	721.818	399.678	215.591	379.523	697.248	654.479	695.165	657.68	794.263	585.533	680.134	739.521	601.208	657.251	814.362	667.909	919.647	536.268	726.702	724.799	526.07	553.846	753.885	777.578	694.289	930.022	352.603	534.012	767.234	635.394	781.708999999999	508.683	772.731	742.209	804.228000000001	861.736000000001	381.483	50.9497	328.08	503.221	692.331	605.403	705.336	723.283	723.788	710.837	615.337	726.445000000001	711.198	498.85	514.117	714.534	579.319	663.238	640.492	785.653	665.177	610.161	613.856	647.239	582.332	758.376	660.063	739.596	586.709	936.751000000001	851.042	675.931	731.208000000001	391.258	664.122	579.439	390.185	745.016	158.621
CIR1	1219.29	889.068	1113.69	1137.68	1096.81	1452.09	1040.07	1409.01	1675.8	1945.51	1009.58	1064.97	998.617	1395.57	1511.38	1098.84	1242.94	1775.57	1068.42	1569.95	1265.75	1400.15	1363.98	1518.42	1168.86	1187.36	1132.79	517.503	1078.38	795.708	1185.64	1264.77	1151.94	955.201	1235.77	1537.45	1222.07	1148.83	1334.56	1281.41	1183.23	1109.17	1338.21	763.093	1475.45	1387.88	912.442	1338.04	1404.75	1393	985.284	1335.11	1041.44	790.298	977.987	1355.95	1781.34	1348.66	1341.61	1102.47	1216.73	934.867	1071.23	1209.19	1563.47	1671.63	1547.52	1163.88	1466.59	1435.69	1008.34	863.763	722.553	1308.72	1244.91	1075.63	989.933	852.218999999999	1082.72	1297.2	1213.05	845.587	1102.71	1260.73	1140.98	1934.72	1079.62	1087.14	1327.06	1289.16	997.397999999999	927.145	1037.56	937.159	993.960000000001	1008.11	1706.14	1424.75	991.291	1128.78	1250.78	924.942	1404.4	1196.32	1079.15	1107.61	1206.61	1059.42	1329.75	1129.28	913.563	1200.31	877.26	867.804	856.598	1484.54	1055.66	1167.51	825.616
RBM39	6815.51	4185.97	3628.23	4495.18	4353.4	5760.85	3908.87	7517.59	10111.7	6763.43	5222.67	4721.95	5203.81	4745.19	5507.3	5610.47	6573.74	5640.86	3881.36	5213.82	4623.46	5109.52	5573.21	5873.85	6030.99	5108.8	4288.59	3491.07	4617.27	2362.23	5843.53	6610.71	5618.31	5155.82	5836.62	5519.35	4515.56	5844.04	4506.3	5460.87	5435.73	4831.88	5219.22	5110.62	4970	3276.82	3106.55	4714.03	5151.11	4814.92	6454.8	6498.58	6497.94	6470.15	5323.31	6011.64	4921.83	4437.37	5229.34	5556.59	6617.46	4968.48	4033.89	4984.84	4765.58	4675.48	6406.58	5375.28	4474.06	6123.19	5389.13	4510.8	5543.83	5971.89	6822.43	4347.9	7080.46	5069.02	6758.27	6779.05	4155.05	1796.65	3671.92	4290.75	4649.26	5390.36	6228.98	5970.89	5001.46	5056.87	5480.48	7260.25	6226.08	4439.28	4773.7	5853.79	4839.15	5246.94	4776.09	5158.17	4854.27	5392.02	4935.55	5755.62	4950.53	5356.33	5534.54	5779.03	4886.71	6077.29	5261.7	5486.63	4651.76	4832.62	5320.07	4366.64	5128.07	5513.84	4812.81
WTAP	2607.16	1857.54	1473.6	1402.48	1687.1	2348.89	1427.36	2800.51	2834.02	1800.82	2260.38	1425.31	1880.85	849.032	1101.58	2109.3	2777.75	1674.66	1297.55	1837.31	2067.34	1785.66	2762.66	2426.37	1727.56	1201.71	1998.56	633.983	1326.11	1233.48	1304.42	2769.23	2616.69	1848.85	2242.92	2546.19	1869.17	2427.79	2088.76	2305.93	2277.22	1440.66	1885.51	930.005	2707.27	1607.83	1394.55	1531.33	2498.65	2224.65	2903.99	1937.35	2556.57	1694.59	1599.06	2478.04	2082.33	1849.29	2873.75	1900.79	3136.8	1854.13	2026.98	1944.25	1843.95	1712.5	1800.14	2171.55	1686.82	2043.71	1112.45	1673.99	1828.94	1298.9	1223.52	1898.6	1600.95	1143.67	2376.84	2195.68	1675.96	757.989	1592.56	2011.43	1592.27	1901.14	1937.62	1965.91	2395.32	1737.66	1709.78	2109.63	1634.66	1332.36	2420.56	1917.2	2083.08	2376.41	1744.79	2086.86	2086.72	1438.58	2247.05	1783.91	1360.42	1918.01	1905.15	1841.18	2426.58	2601.63	2036.9	2106.45	1813.99	1159.91	2180.48	2115.74	2012.57	2023.21	1480.79
SETD1A	1496.27	1158.15	1966.59	1154.66	1137.31	1238.33	1579.79	1438.31	1193.9	1827.31	1163.01	1445.78	1257.06	1015.12	2008.76	1208.14	1412.11	1645.83	1690.52	1602.42	1385.95	1287.74	1504.51	1293.94	1312.49	1281.64	1361.46	1533.37	1542.82	921.888	1868.32	1303.87	1846.03	1345.15	1484.12	1476.28	1512.02	1676.52	1289.92	1359.24	1561.4	1217.82	1389.64	707.293	1405	1238.73	1384.37	1429.83	1498.65	1624.01	922.915	1012.34	1657.28	1427.02	1304.83	1684.63	1066.09	1364.66	1555.24	979.972	1543.41	1567.98	1315.97	1200.27	1222.09	1238.46	1245.03	1584.25	1284.06	1713.76	1546.74	1221.82	1160	781.033	1141.17	1525.49	1125.33	1737.66	1494.49	1288.01	1520.36	3010.5	1413.33	1547.59	1161.66	1491.78	1410.67	1500.4	1587.28	1054.18	1259.45	1374.08	1389.79	1138.64	945.638	1063.98	1106.05	1526.22	1323.32	1524.2	1306.66	1481.27	1327.6	1159.17	1408.48	1267.24	1364.88	1389.24	1325.32	1630.52	1517.59	1420.56	1030.45	779.318	1402.4	1197.7	1131.66	1282.95	1889.66
HDAC4	2252.11	1591.58	2838.36	2079.39	1911.51	1587.22	958.476	2232.77	2400.21	1114.21	1344.33	1663.75	1176.12	976.143	1354.93	2281.78	2762.5	1209.74	1832.39	1665.29	1607.53	2376.75	1665.51	1504.73	3913.25	596.072	1632.31	817.023	2548.4	3072.96	1874.52	2359.97	1309.97	2294.9	1822.03	1402.62	1881.9	1468.57	1777.84	1319.56	1572.56	1796.46	1823.57	557.024	1299.55	1779.51	1733.21	2044.13	1638.42	1438.47	371.409	1471.05	2092.59	3762.82	1883.5	1581.5	1631.04	3392.1	1961.29	2263.16	1775.72	2319.16	2366.18	1201.61	1544.32	474.038	486.809	1315.49	1047.78	1647.4	1698.02	3577.81	711.064	3032.68	819.929	1517.09	326.912	1353.69	2300.09	2472.21	2317.9	813.408	966.014999999999	1398.81	697.169	1602.39	1731.44	1864.89	1430.51	1625.54	706.567	2472.5	653.083	515.801	269.139	2425.59	1120.19	1607.13	1638.41	1277.44	1228.88	4294.9	2234.69	1175.19	1070.67	1126.53	1318.22	1114.08	1498.73	2311.74	1951.14	1493.97	631.779	308.102	1992.37	2226.46	2074.81	1509.87	2249.26
BCLAF1	3141.22	2354.78	1915.95	2139.51	3655.76	3221.13	2027.13	2956.54	3400.72	3017.09	2354.33	2419.4	2826.44	1728.18	1688.85	2588.37	3276.89	2829.74	1789.7	2590.33	2359.16	2103.64	3197.43	3327.93	2703.68	3315.12	2285.71	846.975	1889.65	1212.02	2022.72	4348.07	3207.05	3423.45	3239.49	2597.38	2094.77	3048.93	2091.39	2331.36	3560.85	2531.85	3604.35	1906.51	2614.55	1849.79	1551.58	2378.64	2621.15	2762.71	3491.24	3064.36	2858.59	2938.22	1936.04	2415.17	3718.28	5392.47	3349.87	3066.6	3653.4	2212.71	2689.68	2757.36	2323.85	2362.5	4046.26	2817.04	3080.63	3331.25	1828.01	2465.12	4259.15	2699.07	2715.5	2152.94	3527.23	2162.69	3456.8	2920.99	2069.16	1019.89	2131.76	2322.11	3173.11	3342.06	4020	3826.05	2681.5	3150.21	3272.92	3817.16	4377.04	3220.73	2244.7	3641.86	2485.64	2812.48	3569.82	3009.08	3122.04	2159.33	2448.98	3743.35	1809.89	3201.81	4203.23	3484.03	2203.8	3923.99	4460.54	2067.12	2901.05	1375.27	3026.17	2523.36	2317.18	4178.91	1673.89
TATDN2	2843.86	1524.66	2108.84	1545.2	1874.06	2699.43	1331.26	2465.85	2141.68	1837.64	1837.84	1939.37	1867.17	1523.12	1409.22	1998.84	2482.98	1960.71	2596.36	2265.28	2785.66	1802.33	2887.23	2355.65	1558.71	2148.93	2078.14	2281.34	1884.05	2327.04	1825.97	2564.81	3314.42	1842.23	2076.68	2594.88	2815.42	2591.91	2334.03	2786.64	2432.28	1868.36	1826.58	1051.39	2362.27	1850.86	2792.5	3419.24	2819.21	2611.73	2100.21	1666.98	3279.97	1539.43	2310.72	2953.09	1783.99	2006.83	2510.51	1459.25	2976.46	2206.7	1732.66	1724.35	1701.99	1546.15	1407.66	2408.92	1533.41	1864.25	1648.55	1691.38	1237.87	1520.07	1624.84	2351.82	1562.9	1903.74	2555.61	2446.49	2426.66	1973.63	2211.51	2615.78	1621.74	2042.37	2011.72	1874.08	2640.97	1321.89	1477.75	2182.84	1566.27	1259.72	1150.16	973.075000000001	2232.88	2835.33	1611.17	2541.92	1689.47	1720.38	2409.77	1494.55	1145.58	1841.55	1048.62	1834.31	3070.25	2836.71	2305.43	2810.17	1908.66	1468.02	2355.51	1968.37	3079.59	1765.35	3054.19
DAZAP2	7513.67	3202.93	4299.03	5124.83	4700.69	7483.21	9545.41	7267.31	6064.12	3808.34	4184.38	4240.33	4136.25	6491.97	2721.54	5567.05	7254.38	3420.8	3648.46	4957.86	6712.53	3074.69	8527.41	6057.72	3913.25	6908.97	3811.12	4173.31	3366.55	3599.14	1520.78	6292.39	7956.24	3080.64	4620.03	7564.92	5245.4	5842.34	4784.66	7301.33	5518.65	5653.19	3727.85	4506.12	6397.73	3843.35	4398.39	5311.56	5894.23	5965.62	8723.9	5431.56	6467.57	6096.24	6034.24	6682.3	3386.71	4340.13	7624.7	5766.19	7880.97	5742.47	3107.31	2708.74	3507.13	3435.58	2835.56	5760.81	3845.09	5481.99	2938.74	5109.26	5697.02	4006.77	6864.29	5734.45	4890.69	4927.94	6917.28	5577.4	5697.71	1879.78	3705.34	5451.81	4962.88	4011.16	3961.34	5654.53	5740.53	3575.11	2322.67	5341.51	2538.63	2993.1	5870.49	3430.8	4657.53	6111.75	3721.48	4834.49	4525.26	4112.53	6243.82	3620.65	4814.84	4503.74	3856.14	4564.69	7220.25	7171.67	4655.96	6961.72	6307.33	8904.05	5572.52	4224.3	5633.75	4259.45	3093.6
ZC3H11A	4779.71	2937.32	3118	3456.17	3696.81	4092.55	3160.4	5474.29	5593.07	5453.5	2561.9	3219.15	3885.9	3872.24	3454.17	5725.58	3961.16	4300.17	1877.59	4000.69	2703.84	2681.48	3957.67	4151.48	4614.9	6261.32	2695.59	1223.87	2003.39	1158.8	3038.99	5832.13	5155.59	4346.71	4054.65	3912.61	2464.64	3839.62	2765.23	3381.31	4281.5	3598.47	4498.5	4327.46	3275.91	2306.33	1644.09	3036.19	3424.18	3739.15	5351.09	4303.02	4567.33	4092.4	4876.53	3544.91	3899.55	4739.53	4175.97	3774.57	5125.63	3595.8	3584.25	3760.93	2754.13	3369.23	5317.31	3728.62	4020.9	5341.32	2559.1	3255.91	6204.68	5773.75	7727.9	2715.97	7218.07	4991.52	5548.25	4698.21	2558.84	596.201	2540.35	2731.01	3822.77	3846.23	4833.06	6146.64	3472.83	4583.15	4838.21	5261.65	5139.62	3618.84	4130.36	4802.84	3590.81	3718.43	4155.84	4475.37	3459.54	4036.38	3051.02	4307.77	3915.19	4292.87	4390.69	4721.17	3172.78	4776.75	4825.76	3168.33	4187.92	3179.1	3687.02	2907.98	2916.22	4534.36	1506.4
DDX46	1942.32	959.458	795.797	1165.67	1342.3	1750.2	1177.59	2255.69	1665.46	1255.02	1812.82	1215.21	1315.12	1328.69	1056.04	1669.38	1913.06	1116.04	867.545	1136.44	1277.34	925.312	2087.44	1673.55	1443.67	1869.85	1173.06	597.375	934.484	613.734	802.479	2260.94	2092.38	1432.8	1551.36	1697.25	1319.66	1655.45	1330.88	1466.57	1934.74	1344.96	1477.1	1301.03	1539.09	711.373	886.978	1109.44	1655.69	1649.48	1642.61	1189.29	1866.08	1634.69	1592.17	1685.96	1026.06	1536.36	2264.68	1597.58	2338.7	1362.68	1178.85	1054.86	1061.47	919.712	1406.22	1586.55	1053	1591.32	919.758	1603.4	1866.38	1445.22	1869.64	1081.23	1909.47	1279.4	1882.35	1538.81	1035.69	414.749	903.74	1229.12	1071.49	1288.83	1575	1853.18	1587.64	1214.06	1350.38	1791.94	1392.63	1188.52	1447.96	1474.81	1065.84	1542.22	1311.17	1710.89	1443.45	1311.02	1443.07	1376.62	1193.64	1269.61	1805.28	1469.82	1531.01	2503.73	2104.89	1660.2	1439.58	1028.78	1593.24	1140.91	1092.76	1562.63	953.695
UBAP2L	2779.21	2374.55	3226.29	3027.54	2922.05	2522.52	4104.38	2771.21	2396.59	3386.56	3658.46	2462.24	2697.77	3688	3133.1	3994.96	2671.75	2946.27	2092.91	2798.27	2159.3	2354.1	2632.55	2919.13	3970.09	5712.38	2560.88	1765.5	2034.41	1739.91	2494.71	2719.08	4348.46	3050.64	2982.83	2630.46	1949.79	2733.27	2323.53	2626.41	3036.91	2908.01	3084.08	4844.35	2391.36	1929.72	2172.04	2223.3	2294.66	2875.13	2985.28	2749.19	3257.2	4077.62	4119.94	2729.21	3208.46	3933.04	2964.28	3069.86	2946.87	4350.58	3240.35	3080.29	2204.98	2587.5	3663.9	2605.71	3197.46	4691.24	2478.57	3752.41	3525.53	3714.48	5087.48	3414.57	5705.59	6223.77	3463.69	3517.68	2476.85	1303.24	2011.77	2121.31	2904.8	2578.15	3085.5	5265.34	2736.24	3486.05	3181.08	3287.22	3848.33	2793.56	3699.4	3458.89	2463.54	2269.91	2926.02	2981.85	3112.2	4343.88	2243.82	3119.63	3800	2868.74	4718.68	3199.19	2300.63	3351.3	3333.79	2561.09	4846.34	2608.74	3609.6	2652.05	2515.86	3316.08	1873.89
AP5Z1	1392.84	857.513	1607.76	1059.2	678.779	968.878000000001	543.44	1270.5	1418.82	1461.72	1023.12	1124.18	928.005	577.537	1137.77	831.395	1264	852.346	1945.39	947.496	1880.52	955.658	1198.47	827.193	801.216	742.955	1028.28	1818.75	1346.36	1471.24	1311.13	904.802	1342.38	705.493	926.466	1361.42	1606.08	1235.81	1324.58	1454.87	958.633	701.824	731.982	902.594	1103.64	1098.18	1816.4	1406	1390.72	998.636	1233.36	879.438	1290.73	1194.02	1140.68	1774.12	574.773	459.399	1039.35	872.38	1300.3	1184.19	759.962	652.988	881.204	763.462	482.111	1181.87	639.044	1114.16	1271.21	1248.07	559.149	1129.21	640.2	1347.34	539.041	873.292	1101.1	1230.59	1561.63	2676.2	1439.91	1534.95	656.702	999.952000000001	717.343	914.871	1148.96	703.326	589.316	967.776000000001	606.662	743.431	981.598	467.863	1221.39	1341.56	747.609	995.678	817.613	1132.53	1381.85	538.173	603.534	908.553	712.999	815.179	1456.33	1299.45	771.097	1525.96	918.173	1097.01	1033.81	1084.83	1397.97	659.328	2423.65
RBM8A	2936.33	1271.76	2817.67	1753.41	2124.57	2794.38	3186.54	2602.98	1702.31	1493.15	3442.65	1691.2	1794.68	3659.54	1835.57	3014.92	3059.95	1848.82	3251.43	1897.63	4090.75	1367.11	2852.13	2492.72	2091.23	3019.72	1910.71	3325.06	2822.17	3201.75	1413.14	2764.91	2866.51	1597.01	1851.46	2924.63	3468.32	1902.45	2349.27	2508.94	2300.47	1509.01	1778.17	3912.24	2504.55	1554.35	4611.06	3350.86	2354.81	2307.95	1781.51	1694.42	3098.07	2598.9	3198.11	2524.59	1743.24	2271.04	2784.95	1421.06	3004.08	3541.97	1385.12	1234.77	1546.19	1489.77	1577.78	2198.76	1551.09	3234.96	1862.77	2508.75	2836.21	1985.01	3041.63	3727.55	2806.61	2293.74	2612.5	2773.25	3345.19	2231.22	2209.86	2796.87	1375.44	1716.81	1966.98	2996.53	2519.77	2358.34	1869.64	2288.5	1853.84	1783.96	3097.36	1584.21	2925.23	2345.63	1360.23	2184.27	2021.68	2677.37	2651.21	1527.67	2190.68	1559.69	1912.31	1990.63	3837.3	3018.38	2132.81	3014.56	2685.17	3684.72	2875.83	2812.76	4903.47	1614.36	3320.89
THRAP3	5131.78	3782.7	2951.51	4263.42	4427.46	4404.59	3658.69	4613.6	3366.6	2924.72	3449.24	3762.5	3959.3	2390.31	2572.68	4512.4	4668.66	3480.86	3320.78	3859.41	3691.53	3330.27	5340.04	4855.48	3806.95	5245.77	3347.08	1651.52	3120.12	2630.04	2589.72	5705.48	5337.12	4048.31	3760.51	4553.68	3424.33	4600.07	3537.82	3849.31	4874.23	4188.21	4297.3	2639.75	4080	2856.22	2908.78	3547.22	4318.4	4301.96	3266.99	3446.36	4194.03	4423.03	4291.69	4158.68	3620.85	4624.76	5014.19	3928.74	5112.84	4075.24	3649.51	4001.34	3842.13	3253.37	3595.23	4214.46	3824.19	4338.85	3072.19	4195.71	3832.77	3422.18	4539.64	4092.44	4371.3	3830.7	4493.57	4411.58	3516.45	2155.08	3127.4	3718.97	3540.83	3411.69	4527.05	4709.57	4167.47	4361.05	3910.91	4457.44	3604.18	4208.74	3417.9	4916.33	3840.92	4119.3	4211.05	4581.68	4308	4628.59	3786.79	3758.69	3807.77	3898.31	4790.44	4117.75	4303.16	5936.03	4982.58	4347.14	3881.54	2640.72	4958.56	4327.1	3616.4	4016.26	3263.05
THOC1	891.596	448.695	859.375	693.896	398.336	824.734	709.537	736.188	1488.11	1302.82	786.827	541.775	535.033	915.909	1062.46	809.69	874.852	906.406	593.22	742.314	787.835	524.415	737.335	791.605	584.935	639.112	567.593	529.151	719.066	359.657	958.947	775.606	677.472	534.866	737.911	875.78	803.395	747.537	656.513	694.372	668.589	466.825	562.312	387.665	744.091	444.743	553.407	849.956	804.641	590.814	614.576	761.724	728.883	789.506	398.949	720.559	553.248	283.393	706.033	781.09	755.71	761.581	341.701	325.602	553.086	434.135	476.69	614.482	475.924	774.862	915.157	608.692	497.447	666.215	454.101	725.49	742.925	827.217	868.566	926.964	971.556	596.201	703.247	739.03	397.628	799.962	573.943	714.733	729.831	480.15	431.655	759.72	324.947	292.045	585.476	352.924	749.889	753.742	399.756	536.733	452.839	890.991	704.082	401.159	748.41	509.657	335.08	479.113	789.24	636.5	488.213	768.222	696.48	752.665	891.494	641.265	737.881	390.36	791.133
HDAC5	909	2508.74	1410.56	1065.63	1365.88	1171.17	1537.54	539.405	637.539	977.923	1086.71	2041.74	1813.59	932.74	1653.82	841.861	707.142	1004.91	2390.46	1351.99	1388.12	2006.62	932.686	903.388	705.689	2241.84	1744.49	3030.14	918.542999999999	1622.32	1634.91	845.304	1045.79	1152.32	1494.13	901.373	1240.45	1351	1249.47	1245.8	1073.54	1651.33	1137.39	853.647	1179.09	2091.2	1702.66	1323.92	1154.34	1015.01	1432.38	979.685	923.337	1399.58	981.611	1224.55	1197.13	2202.53	855.648	1149.51	1028.8	1239.02	1529.02	1881.36	1856.23	1539.42	1438.74	1635.17	2221.35	1283.8	1257.41	433.416	1374.89	1021.51	1850.07	1073.39	1945.94	3234.93	1113.97	969.224	1379.25	1652.74	1920.64	1583.08	2080.51	985.138	1753.39	1229.01	1337.37	1289.7	1495.48	1079.86	1843.02	1079.55	2073.32	1336.13	1510.38	1159.18	2201.6	1511.24	1936.97	1240.69	1341.03	1617.93	1318.73	1787.54	1489.03	1477.32	1239.87	751.31	1297.92	1093.86	1264.99	1030.92	995.638	1299.78	1424.9	1953.78	2087.68
SMC4	5333.66	610.974	3052.26	1325.38	739.528	4937.76	1074.45	6369.05	6112.72	7914.45	3141.56	1857.47	2873.61	418.537	2828.37	4053.49	5488.34	5630.65	1677.34	5072.54	2937.73	1227.05	4904.93	5140.64	2455.45	1682.32	1730.58	997.566	1353.69	875.537	1813.06	7805.78	5404.38	2898.32	4157.08	5038.7	2733.38	3622.49	2676.47	2842.6	4253.24	773.46	3360.74	2038.67	4453.18	470.494	1724.73	2812	3944.41	3904.32	1753.33	2135.56	5072.23	3416.09	3359.72	3690.62	1282.48	959.414	5467.59	2294.83	6727.02	2931.47	763.414	784.567	1380.75	1343.75	1727.5	4115.3	3060.84	5054.83	1433.99	2780.21	1394.04	1693.82	1294.96	2486.27	1925.96	1011.16	4319.39	4299.49	2409.93	684.693	2582.87	3301.81	2413.92	4530.65	5672.88	4220.95	4251.36	1288.63	1073.63	3462.35	1779.94	1444.24	1494.59	903.011	3744.59	3514.57	2472.52	3949.87	2374.16	2227.23	3634.8	877.301	662.191	3446.2	2293.17	3849.46	3548.1	6732.06	4991.8	3596.75	2453.85	1613.01	2408.94	3023.72	2569.72	1207.58	1964.53
PQBP1	2228.24	1661.63	3911.64	2168.88	1047.99	2603.6	1668.84	2173.54	2340.23	2698.01	2463.04	1817.47	1343.03	2448.33	6709.28	1698.06	2517.83	2531.81	4991.21	1997.58	4113.69	2223.74	1464.95	2038.1	2560.39	1265.93	2103.07	6944.69	4232.97	5441.2	3615.29	1350.62	1853.73	1192.83	1513.88	2882.65	3857.14	1643.9	2448.53	2733.23	1380.68	1241.87	1251.88	2717.57	2265.91	2652.36	5036.68	5331.86	2127.36	1880.49	1426.07	1733.81	1854.69	2025.48	1933.15	2554.22	1501.13	927.105	1723.42	2016.3	1887.28	2103.85	1340.13	1130.24	2044.85	1522.12	1115.65	1715.57	1401.64	2342.81	4288.18	2516.27	829.362	1920.75	1309.07	2817.37	1520.41	2298.42	1306.99	2154.8	4346.35	10189.9	3719.76	3550.26	960.202	2635.92	1058.35	1404.77	1864.57	1773.07	846.472	1310.33	944.72	880.494	2944.23	777.649	3179.85	2226.03	942.702	1498.7	1454.18	2245.67	3011.28	1265.85	1763.25	1197.08	778.487	1158.12	3239.87	1555.52	999.317	3280.55	1786.87	4284.65	2414.39	2785.77	3883.3	876.326999999999	5527.09
NAMPT	704.127	1351.98	837.284	1073.89	1441.61	710.893	1939.32	544.499	516.029	779.625	852.464	1121.03	845.671	1260.04	1124.93	1551.55	726.745	838.53	288.136	737.824	362.781	1048.83	762.318	1043	1994.63	2339.2	1111.7	197.184	657.887	452.361	607.281	857.204	637.763	1130.89	1051.5	419.476	307.638	872.239	838.235	907.008	854.143	2413.43	1299.55	2520.8	597.727	1460.84	220.684	510.15	502.428	572.988	3578.84	2052.78	647.474	809.561	1570.43	635.396	1286.25	2092.68	907.918	2572.89	602.169	751.176	1199.87	1171.72	997.126	1228.85	1041.92	627.116	1871.22	732.334	907.103999999999	1341.51	740	2000.34	1355.93	534.454	2054.7	1157.96	1119.94	1168.58	545.455	59.8883	356.18	483.287	1371.47	597.996	739.985	824.619	576.968	2150.75	1095.97	1141.51	913.537	1235.98	1290.07	1438.33	496.244	487.715	961.843	877.269	1240.5	1356.13	504.296	961.486	1410.6	756.799	1006.06	837.667	520.886	682.315	950.12	658.102	1320.65	1081.02	1970.01	603.163	462.597	1267.08	334.975
RBM6	3298.85	1788	2753.23	1360.65	1328.91	2623.5	1258.3	3988.85	4728.27	3797.55	1933.31	2190.35	1999.68	898.464	4315.29	2338.71	1936.52	2254.96	2498.43	2121.35	3856.75	1803.53	2655.64	2287.49	1603.35	1968.71	2339.96	3537.22	2715.56	1951.93	3294.61	2211.77	2981.3	2226.74	2349.25	2432.05	3247.52	3528.49	2249.28	2826.88	2881.4	2365.05	2149.94	1118.94	2502.13	2123.99	2645.66	3340.69	3619.86	2185.18	3569.29	3318.99	2800.45	2405.91	1395.57	2941.02	1583.03	1519.86	2396.07	1953.66	2994.35	2241.68	1381.9	1491.8	2568.06	2143.04	2256.39	2413.55	2075.73	2330.53	2962.98	1975.62	2063.5	1791.19	1821.15	2330.61	2137.77	2455.82	3679.27	2056.22	2974.9	3138.32	2631.49	2922.69	2401.39	3515.5	2846.41	2422.95	2411.45	1452.77	1632.95	4177.26	1757.01	1818.08	1295.8	2298.4	3128.8	2941.15	2387.76	2477.96	1861.28	2080.97	2993.73	1989.66	1368.59	2738.96	1005.56	2865.67	3099.53	2611.68	2259.95	2550.49	1797.35	2719.74	2333.46	2084.46	3937.76	1726.96	4807.88
