TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01	TCGA-2J-AABK-01	TCGA-2J-AABO-01	TCGA-2J-AABP-01	TCGA-2J-AABR-01	TCGA-2J-AABT-01	TCGA-2J-AABU-01	TCGA-2J-AABV-01	TCGA-2L-AAQA-01	TCGA-2L-AAQE-01	TCGA-2L-AAQI-01	TCGA-2L-AAQJ-01	TCGA-2L-AAQL-01	TCGA-2L-AAQM-01	TCGA-3A-A9I5-01	TCGA-3A-A9I7-01	TCGA-3A-A9I9-01	TCGA-3A-A9IB-01	TCGA-3A-A9IC-01	TCGA-3A-A9IH-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IL-01	TCGA-3A-A9IN-01	TCGA-3A-A9IO-01	TCGA-3A-A9IR-01	TCGA-3A-A9IS-01	TCGA-3A-A9IU-01	TCGA-3A-A9IV-01	TCGA-3A-A9IX-01	TCGA-3A-A9IZ-01	TCGA-3A-A9J0-01	TCGA-3E-AAAY-01	TCGA-3E-AAAZ-01	TCGA-F2-6879-01	TCGA-F2-6880-01	TCGA-F2-7273-01	TCGA-F2-7276-01	TCGA-F2-A44G-01	TCGA-F2-A44H-01	TCGA-F2-A7TX-01	TCGA-F2-A8YN-01	TCGA-FB-A4P5-01	TCGA-FB-A4P6-01	TCGA-FB-A545-01	TCGA-FB-A5VM-01	TCGA-FB-A78T-01	TCGA-FB-A7DR-01	TCGA-FB-AAPP-01	TCGA-FB-AAPQ-01	TCGA-FB-AAPS-01	TCGA-FB-AAPU-01	TCGA-FB-AAPY-01	TCGA-FB-AAPZ-01	TCGA-FB-AAQ0-01	TCGA-FB-AAQ1-01	TCGA-FB-AAQ2-01	TCGA-FB-AAQ3-01	TCGA-FB-AAQ6-01	TCGA-H6-8124-01	TCGA-H6-A45N-01	TCGA-H8-A6C1-01	TCGA-HV-A5A3-01	TCGA-HV-A5A4-01	TCGA-HV-A5A5-01	TCGA-HV-A5A6-01	TCGA-HV-A7OL-01	TCGA-HV-A7OP-01	TCGA-HV-AA8V-01	TCGA-HV-AA8X-01	TCGA-HZ-7289-01	TCGA-HZ-7918-01	TCGA-HZ-7919-01	TCGA-HZ-7920-01	TCGA-HZ-7922-01	TCGA-HZ-7923-01	TCGA-HZ-7924-01	TCGA-HZ-7925-01	TCGA-HZ-7926-01	TCGA-HZ-8001-01	TCGA-HZ-8002-01	TCGA-HZ-8003-01	TCGA-HZ-8005-01	TCGA-HZ-8315-01	TCGA-HZ-8317-01	TCGA-HZ-8519-01	TCGA-HZ-8636-01	TCGA-HZ-8637-01	TCGA-HZ-8638-01	TCGA-HZ-A49G-01	TCGA-HZ-A49H-01	TCGA-HZ-A49I-01	TCGA-HZ-A4BH-01	TCGA-HZ-A4BK-01	TCGA-HZ-A77O-01	TCGA-HZ-A77P-01	TCGA-HZ-A77Q-01	TCGA-HZ-A8P0-01	TCGA-HZ-A8P1-01	TCGA-HZ-A9TJ-01	TCGA-IB-7644-01	TCGA-IB-7645-01	TCGA-IB-7646-01	TCGA-IB-7647-01	TCGA-IB-7649-01	TCGA-IB-7651-01	TCGA-IB-7652-01	TCGA-IB-7885-01	TCGA-IB-7886-01	TCGA-IB-7887-01	TCGA-IB-7888-01	TCGA-IB-7889-01	TCGA-IB-7890-01	TCGA-IB-7891-01	TCGA-IB-7893-01	TCGA-IB-7897-01	TCGA-IB-8126-01	TCGA-IB-8127-01	TCGA-IB-A5SO-01	TCGA-IB-A5SP-01	TCGA-IB-A5SQ-01	TCGA-IB-A5SS-01	TCGA-IB-A5ST-01	TCGA-IB-A6UF-01	TCGA-IB-A6UG-01	TCGA-IB-A7LX-01	TCGA-IB-A7M4-01	TCGA-IB-AAUM-01	TCGA-IB-AAUN-01	TCGA-IB-AAUO-01	TCGA-IB-AAUP-01	TCGA-IB-AAUQ-01	TCGA-IB-AAUR-01	TCGA-IB-AAUS-01	TCGA-IB-AAUT-01	TCGA-IB-AAUU-01	TCGA-IB-AAUV-01	TCGA-IB-AAUW-01	TCGA-L1-A7W4-01	TCGA-LB-A7SX-01	TCGA-LB-A8F3-01	TCGA-LB-A9Q5-01	TCGA-M8-A5N4-01	TCGA-OE-A75W-01	TCGA-PZ-A5RE-01	TCGA-Q3-A5QY-01	TCGA-Q3-AA2A-01	TCGA-RB-A7B8-01	TCGA-RB-AA9M-01	TCGA-RL-AAAS-01	TCGA-S4-A8RM-01	TCGA-S4-A8RO-01	TCGA-S4-A8RP-01	TCGA-US-A774-01	TCGA-US-A776-01	TCGA-US-A779-01	TCGA-US-A77E-01	TCGA-US-A77G-01	TCGA-US-A77J-01	TCGA-XD-AAUG-01	TCGA-XD-AAUH-01	TCGA-XD-AAUI-01	TCGA-XD-AAUL-01	TCGA-XN-A8T3-01	TCGA-XN-A8T5-01	TCGA-YB-A89D-01	TCGA-YH-A8SY-01	TCGA-YY-A8LH-01	TCGA-Z5-AAPL-01
POMP	1716.1	1706.65	3516.96	2647.24	1857.45	1543.76	1346.69	2277.31	2626.74	1885.7	2161.65	2229.97	2189.9	1381.57	1581.35	1840.61	2642.52	1779.21	1860.06	2050.78	1652.97	3824.14	1998.22	3744.9	1557.06	1141.08	2349.69	1520.49	2602.26	2036.97	1383.92	1008.08	1525.41	993.901999999999	999.546	1929.26	1758.94	1431.75	1163.57	2299.97	2284.25	1692.6	2146.35	1255.6	1153.69	1444.74	2136.87	1635.35	2203.17	1823.15	1576.9	959.809	1340.65	3886.8	1726.18	2026.22	1540.6	2137.7	1980.69	2423.59	2311.48	1931.21	2393.19	1929.05	2076.31	4573.11	2349.3	1905.93	1713.95	1751.62	1525.4	1491.13	2236.28	2563.7	3641.4	5712.97	1444.23	2249.41	2440.15	1474.44	1883.47	1646.01	1834.26	1125.91	1175.06	1770.32	1299.68	2730.47	1416.76	1416.89	1563.61	1708.44	2030.84	1766.62	1927.47	1917.71	1497.07	1427.24	1864.23	1573.37	2119.03	1581.97	2915.64	1781.83	1941.25	2325.19	2016.17	2096.86	1372.7	2192.52	2353.81	2770.52	1821.65	1540.32	1506.49	1630.61	1527.19	2057.98	1711.61	2676.14	1551.67	1630.54	1793.48	1275.75	1335.26	1260.89	2069.74	1895.56	1804.24	1455.93	2020.53	2199.1	1245.36	1751.88	1947.76	1214.34	2324.34	2320.18	1526.34	2066.33	1407.12	2038.71	1357.06	2547.51	1649.28	1262.68	1213.71	1107.74	2511.68	1797.67	1801.84	2825.72	2395.86	1856.65	2067.05	1896.65	1771.24	2029.47	1404.99	2475.55	1615.67	1756.63	1700.15	2188.49	1541.48	1617.53	1999.39	1331.76	1432.59	2350.17	1827.44	1775.32	1787.84	1887.98	2597.55	2234.37	1765.81
HIKESHI	364.878	443.603	612.281	643.948	503.751	403.945	342.223	386.639	418.118	703.556	448.409	650.641	658.075	385.9	438.048	574.236	664.567	409.411	597.776	508.687	480.693	597.684	319.881	703.481	420.964	505.949	687.292	541.728	455.716	1101.74	369.974	399.538	445.364	457.532	199	402.021	194.752	403.88	805.205	355.426	641.151	485.041	460.542	533.906	304.724	398.526	413.907	373.602	472.735	475.359	493.19	335.15	476.911	885.237	267.582	503.933	292.819	422.695	597.931	334.91	503.792	482.259	502.676	726.955	646.347	1013.74	526.761	584.096	428.683	509.159	417.363	360.022	368.573	555.674	619.84	747.702	433.075	488.005	307.371	366.053	388.973	412.756	349.036	393.307	272.818	507.688	296.125	858.896000000001	484.135	352.91	542.044	372.207	432.777	444.226	391.156	513.929	312.51	447.484	476.032	528.125	467.963	450.82	645.46	527.224	452.997	380.993	440.12	467.37	303.681	320.582	599.492	364.611	456.773	389.085	375.033	443.4	525.137	421.126	405.614	559.126	456.074	424.574	511.994	367.185	401.402	468.821	388.609	518.308	503.383	601.955	475.317	563.268	556.652	399.511	638.093	439.426	467.678	567.134	506.874	538.265	416.141	467.908	356.459	413.294	551.967	353.913	471.216	627.624	725.888	475.908	524.986	731.38	546.295	561.09	448.45	571.087	444.635	566.452	269.854	413.517	381.154	403.789	297.403	453.92	400.873	331.812	535.932	467.568	493.493	534.918	525.987	416.667	455.304	510.791	537.383	539.742	498.006
CWC15	693.659	864.478	1157.31	859.224	836.013	774.699	694.928	686.453	822.3	1003.63	863.285	1039.26	847.975	653.061	668.961	910.48	1132.28	654.333	795.644	772.99	751.98	837.016	735.905	923.169	675.402	780.736	708.657	781.728	864.195	1285.81	597.32	622.402	581.404	734.668	498.41	810.193	538.235	696.274	988.104	766.306	759.629	704.188	774.735	719.239	653.626	705.626	761.589	555.928	671.944	677.76	637.734	493.869	697.199	1002.61	550.978	926.234	581.464	860.645	808.966	879.326	1053.09	840.695	1125.54	1079.69	887.855	2117.6	961.502	868.73	549.493	774.246	594.897	657.174	670.133	1035.33	1274.8	911.134	809.408	809.164	289.598	719.018	838.945	807.02	722.484	648.774	609.476	743.332	639.534	1017.18	787.166	575.774	688.228	745.172	712.629	716.035	692.476	816.843	598.134	606.674	841.23	643.103	622.03	662.006	870.761000000001	550.614	680.376	902.282	883.234	747.448	721.779	627.443	1015.74	522.739	914.227	782.243	754.042	833.767	1016.75	965.928	615.85	1142.97	750.215	648.44	872.188999999999	576.075	822.704	776.274	741.961	733.551	696.992	710.124	615.116	990.174999999999	724.131	483.087	927.213	697.491	817.313	1106.72	640.192	841.837	625.789	703.577	605.861	649.34	677.433	590.641	1091.96	1032.12	1236.55	801.096	679.495	1016.88	901.696	890.83	1007.93	806.452	741.202	909.432	572.973	456.382	714.135	637.053	482.117	858.972	655.895	670.47	746.041	740.54	691.307	740.466	802.079	715.190000000001	655.542	644.399	871.495	743.909	883.191
UFC1	2057.07	2049.24	2470.76	2962.16	2077.17	1910.76	3163.25	2393.2	3283.1	2415.46	4265.69	2145.03	1519.73	1824.98	1540.68	1578.6	5669.29	2533.68	1479.15	2402.54	2655.94	3137.19	2484.27	4908.16	2069.74	2087.82	1940.54	2540.25	2485.34	4778.83	1958.72	1973.44	3566.53	2977.23	1691.05	2417.84	1392.45	1880.55	1532.34	2830.74	2550.95	2951.01	2144.58	3100.34	1940.39	1840.25	1597.13	2881.43	1363.24	2456.11	1796.26	1703	1378.5	2134.59	2585.1	1776.76	2562.34	5195.28	1973.79	4790.86	2803.9	1557.57	3233.35	2650.51	1987.44	3358.87	3938.97	2117.66	1897.9	3558.19	1973.13	2512.09	1918.54	1895.07	2290.2	10017.4	1980.6	3166.63	3079.98	2391	1903.67	2108.91	1665.52	1816.43	2027.18	3145.28	2034.99	3098.98	2021.03	1754.06	1194.05	1744.79	2327	2306.29	2156.78	2597.82	2233.75	1641.14	2692.16	1784.62	1754.74	1850.53	2559.14	2044.48	1643.36	3001.4	5465.27	3611.81	2525.15	3063.2	3059.9	2103.24	2488.77	2105.35	1928.97	1821.94	2659.59	2810.2	2742.43	4302.84	1586.01	2361.75	1935.16	1658.47	2130.52	1790.07	1823.32	1960.54	2674.74	1712.88	2979.9	2849.58	2274.38	2786.02	1370.02	3013.62	2133.22	2058.01	1637.66	1975.77	2076.19	1892.21	2058.61	2276.95	1945.76	2155.33	1200.04	2000.7	10589.3	2568.62	1623.21	2704.07	1828.95	2290.63	2134.1	2534.05	2504.72	2829.58	2780.87	1935.97	2080.47	2144	2329.74	2556.26	1482.53	2760.38	2426.31	2176.35	1960.44	2353.15	1868.61	1944.09	1880.81	1857.66	2252.34	3692.65	2075.21
OSER1	639.512	766.414	1546.78	619.506	692.39	549.867	578.388	620.891	701.655	1527.58	644.024	705.929	1069.44	506.493	793.492	978.166	688.189	865.474	886.006	497.512	828.218	524.591	560.237	609.844	626.374	845.326	565.958	727.407	700.416	753.292	446.649	435.335	480.538	407.613	697.41	790.422	644.31	631.751	1156.88	826.512	590.444	681.002	815.665	459.036	588.955	561.621	717.991	411.633	443.272	725.141	532.413	483.651	872.824	2355.24	700.375	701.402	678.143	1233.98	674.483	777.201	868.906	1141.93	857.924	830.377	805.491	1091.84	656.338	864.199	512.861	563.039	1382.9	464.267	522.819	928.265	837.338	859.04	468.962	687.703	589.127	808.18	704.666	524.015	829.979	631.875	577.806	665.83	682.877	942.74	578.61	542.213	1174.64	620.598	543.902	597.926	589.356	758.886	540.883	494.529	582.433	618.347	590.353	604.629	595.638	565.184	677.438	311.842	404.192	960.514	709.816	624.116	1464.97	884.736000000001	594.282	688.026	728.598	610.556	1326.78	694.753	595.487	849.197	602.12	636.861	544.977	531.623	594.213	902.415	829.523	619.33	651.408	569.314	883.355	1540.43	639.318	1367.98	1371.04	536.918	788.645	567.626	729.071	628.189	649.234	623.224	607.655	665.104	614.079	515.533	1583.68	1033.52	725.381	454.898	650.201	1245.78	1070.33	750.424	508.291	471.326	475.536	584.673	566.32	686.842	469.031	605.895	469.868	667.53	837.555	722.501	773.447	530.405	540.864	1015.85	614.553	652.426	661.502	552.929	582.36	713.042	838.177
SIRT7	1479.51	462.542	570.175	497.297	527.331	654.454	471.713	660.229	1120.64	481.495	572.227	940.705000000001	304.577	366.728	523.154	735.808	636.221	619.345	992.586	620.433	1930.69	1697.32	667.062	964.586	661.877	694.618	494.608	551.111	933.501	310.148	575.336	540.416	705.03	370.433	421.172	1172.23	230.111	361.817	678.81	1262.21	767.918	1102.47	454.358	287.205	244.045	293.704	1112.03	437.36	521.548	679.82	607.227	428.474	999.999999999999	870.631	1599.67	488.428	621.805	1231.29	504.138	1737.25	1099.67	715.424	927.198	773.42	722.661999999999	650.298	601.878	470.408	533.905	976.832	632.273	887.157	582.9	1040.69	1677.14	1629.21	664.889	929.76	311.553	332.106	440.466	268.589	632.12	333.002	446.135	505.177	394.329	548.875	327.273	366.02	566.624	472.927	314.515	375.945	498.82	417.227	531.393	625.821	599.058	1103.01	443.485	784.957	688.638	444.402	494.125	1175.56	1460.48	1486.31	394.172	448.649	601.015	343.701	349.217	527.831	343.228	655.534	498.767	268.722	380.297	641.945	471.447	320.36	372.938	241.417	238.783	426.601	814.026	833.05	429.371	543.885	489.733	542.549	669.378	1102.56	892.214	542.652	462.057	877.016	491.034	532.525	609.107	391.475	366.627	962.078999999999	289.441	408.179	539.998	982.489	992.386	601.051	1130.38	1465.24	1079.4	732.342	1273.97	786.738	418.884	438.907	1038.25	1598.09	795.13	518.316	857.423	1060.99	816.594	1424.46	441.535	346.622	474.232	603.269	891.892	502.11	455.9	584.789	636.098	705.545	704.843
LUC7L3	1690.24	2720.12	1427.49	2892.6	1779.21	2701.74	2304.92	2232.66	2104.53	3770.68	3358.13	2396.63	1072.59	1928.88	2695.87	2193.23	1645.67	2987.33	2141.8	1960.9	1010.89	1527.2	3474.78	2402.76	1667.79	2566.57	1691.02	2066.17	1764.01	2028.99	5519.04	2366.05	3451.18	2492.85	2265.33	2067.22	2351.06	2175.8	1674.35	2531.29	3261.82	2559.46	1329.8	2350.41	1297.14	1832.55	2769.87	1633.11	1274.85	1198.44	2659.16	3532.02	3694.17	1213.88	3598	1562.88	1714.48	2103.6	2715.17	2371.78	3305.53	2566.98	5348.26	3246.57	2403.91	3380.65	2657.28	3228.18	2770.85	9496.77	2687.16	2571.74	2287.7	2823.88	1558.84	1740.55	2304.56	1667.17	596.968	1040.9	2058.94	2284.42	1656.96	3471.84	2411.22	1286.79	1675.82	2428.22	2331.19	2091.24	882.277	3613.78	2494.2	3565.41	2768.16	2789.95	3725.13	3108.32	2475.48	2656.03	2046.08	2463.36	1733.77	2041.79	1311.99	2335.83	2797.6	2530.44	1194.48	2018.71	1144.16	1399.63	1352.62	1535.43	1021.2	1322.82	1394.96	1578.7	1138.69	1889.58	1697.21	2169.19	1099.7	2736.18	3141.23	2995.79	2696.24	1340.7	1258.7	791.346	1672.35	2146.1	2756.96	3471.62	1756.53	3207.17	2589.09	4999.93	3089.64	2644.77	3085.21	1912.79	2611.24	2376.22	2545.34	2352.34	1120.15	2560.13	1562.94	1654.26	2716.83	2043.69	1775.36	2990.53	3932.95	2406.21	2169.53	1721.87	2915.59	1867.38	3448.39	1706.95	2471.83	1961.78	2788.65	2909.17	1792.33	2316.89	2732.43	2711.24	2039.92	2409.28	2104.89	1490.75	2681.66	2521.44	4608.55
RTEL1	302.781	937.256000000001	2702.7	720.715	451.393	416.596	1098.57	809.561	1051.6	887.968	418.861	517.845	1389.69	363.525	668.517	659.989	454.126	515.628	897.933	404.103	947.272	1176.01	1315.92	432.173	618.762	1499.91	590.721	1475.33	1318.58	399.755	1255.95	1155.31	666.577	899.772	957.965	1147.37	653.548	333.77	277.695	752.416	1017.12	507.001	424.075	343.774	255.79	303.372	1456.9	587.226	615.941	1876.94	1085.03	648.038	708.721	1312.48	1211.69	554.035	612.471	644.838	933.441	404.76	696.192	1055.02	1198.18	668.489	452.569	187.805	732.441	539.226	1077.86	1226.11	956.562	859.35	471.704	1315.19	762.834	2286.69	514.748	455.738	776.78	109.203	469.599	239.831	822.334	461.339	335.521	438.946	269.247	536.945	264.253	466.198	955.126999999999	329.247	536.883	581.757	569.071	1865.13	447.332	610.629	559.124	599.868	923.437	1023.38	669.434	538.673	1022.59	697.244	576.024	806.723	500.638	285.742	942.391000000001	151.226	137.89	836.864	286.843	777.414	484.941	1217.17	191.238	175.987	398.67	214.204	158.34	264.615	339.689	489.003	1210.36	400.433	439.737	397.875	1002.76	3611.06	836.546	1707.71	677.591	622.882	613.94	1991.63	506.117	573.425	651.943	766.943	549.976	713.975	505.843	380.035	682.452	1563.55	723.239	627.915	1886.08	1488.52	1654.35	891.436	762.826	1061.49	506.725	370.139	441.256	620.845	874.791	613.743	445.973	596.051	1875.24	876.207	512.119	527.831	474.695	399	849.48	572.452	450.316	614.337	1332.04	1073.83	1133.77
CDK12	1236.59	934.343	749.708	1312.34	969.989	1173.63	953.291	1238.59	1256.53	1505.81	876.612	1007.21	693.319	1158.94	1025.03	911.572	510.236	2351.1	867.47	1259.33	1100.99	650.725	686.647	661.465	1018.17	644.193	937.217	904.691	884.329	317.595	1025.74	779.446	809	769.439	1134.48	1047.01	1423.32	1129.56	1060.97	1000.26	864.944	1163.43	1006.77	910.708999999999	1349.04	1286	1072.85	853.468	1173.26	602.568	921.736	1163.49	944.739	836.724	922.181	1126.9	1155.28	947.697	769.655	1435.01	761.647	1136.13	1045.61	784.412	1165.19	574.455	984.038	1415.75	949.337	1029.09	932.837	1020.42	890.815	671.306	626.001	893.769	931.135	1610.55	1211.71	1445.4	1465.18	1349.84	1504.93	1225.98	1799.75	1369.94	1513.66	696.524	1365.06	1540.12	1218.2	1337.37	1163.76	1290.5	1373.42	1436.12	1398.7	957.878	694.375	867.006	947.444	920.926	1041.81	1033.74	1075.21	801.88	1316.17	1177.59	1603.68	1527.23	1827.92	1625.2	1121.85	1517.24	1300.03	1157.67	1402.88	1232.55	1261.97	778.327	1566.54	1326.47	1659.67	1610.05	1262.53	1256.49	1211.55	914.274	859.722	1201.25	1254.7	770.939	870.675	1006.13	1442.05	989.247	1226.53	891.772	1212.63	888.393	1215.96	999.020000000001	864.234	1037.07	923.395	1097.13	1047.53	1379.57	617.259	1084.27	955.773000000001	609.732	794.498	919.017	677.001	756.87	1059.66	556.806	1355.93	1077.67	1013.76	1110.32	870.652	813.631000000001	1058.52	1160.66	658.343000000001	1047.3	1101.51	894.502	916.84	768.46	957.092	1029.8	1048.48	873.112	1741.31
CHIC1	217.073	256.734	73.6842	263.22	244.373	301.863	278.711	310.091	235.627	176.705	426.913	108.173	240.926	300.557	379.85	208.515	171.654	396.943	270.158	364.389	80.6931	324.716	525.816	223.289	306.002	258.357	289.832	318.025	294.647	466.551	515.282	495.381	385.361	364.58	444.798	241.213	372.106	292.394	185.874	64.9591	337.396	300.673	358.068	225.836	384.564	396.517	104.856	281.879	248.901	309.009	252.043	395.095	248.297	125.196	233.874	375.328	382.542	358.976	337.241	169.332	236.728	306.3	283.606	289.283	279.2	201.998	282.629	327.061	394.388	289.332	189.215	249.328	325.245	391.328	224.892	198.161	272.551	394.64	289.598	390.184	454.726	492.988	480.514	415.838	346.135	191.089	460.404	281.391	435.651	357.63	157.395	414.237	377.214	488.781	511.404	336.856	392.851	242.341	343.586	273.415	330.214	461.909	256.302	383.819	368.39	282.586	298.204	323.608	230.982	278.586	426.904	412.441	415.248	262.286	376.888	203.743	501.78	304.108	450.193	265.348	371.008	391.98	250.75	611.854	453.55	113.45	259.977	452.822	316.146	207.61	268.676	306.448	471.303	338.437	227.238	313.262	253.513	213.475	386.755	174.745	334.536	262.126	283.493	317	357.35	371.215	187.547	445.321	195.431	200.959	176.91	213.009	221.816	376.542	277.577	256.272	356.652	273.312	402.495	220.374	306.511	264.421	324.841	227.212	140.175	264.719	266.748	345.27	376.887	298.167	266.112	186.709	469.607	289.311	245.911	474.038	483.761
CLIC5	233.171	561.869	481.871	639.248	170.418	380.147	470.479	278.905	871.951	79.1001	183.577	560.096	46.2914	346.939	383.604	123.362	70.8661	246.933	465.709	185.595	999.999999999999	464.434	595.252	147.059	407.861	463.456	191.877	313.086	509.147	57.4544	69.169	558.314	242.597	39.2466	26.806	878.295	127.403	396.937	249.071	177.449	435.885	576.664	463.781	193.924	324.152	350.301	210.265	146.532	726.913	596.388	174.324	589.237	162.756	201.356	138.577	1001.94	74.4218	345.515	217.931	210.633	186.349	509.051	138.547	101.924	70.2652	258.317	397.183	59.7277	441.154	254.31	87.2101	133.799	412.478	214.133	101.047	106.231	186.712	342.771	92.5248	352.147	369.563	249.785	1025.7	696.156	808.978	331.66	453.736	127.607	417.469	297.326	636.481	416.887	230.406	951.989	489.382	411.143	383.046	201.313	193.959	455.508	2258.22	306.654	78.053	235.813	380.729	89.7627	119.76	95.6505	217.791	561.331	402.031	611.082	420.694	1268.53	665.518	258.119	916.163999999999	206.359	230.6	385.661	154.757	473.464	32.9835	400.072	364.35	203.587	329.717	670.603	275.954	327.925	534.294	142.142	520.15	946.888	538.169	316.129	2152.33	136.742	242.437	282.526	199.279	235.179	471.292	242.863	157.764	627.212	46.1391	537.168	280.711	323.361	514.072	443.396	202.438	223.372	128.334	169.654	2061.8	303.858	212.89	81.6948	377.448	304	41.1563	82.1188	97.8166	244.181	235.688	210.135	282.145	422.982	161.331	486.814	1090.58	274.923	74.7664	154.779	266.667
SETD4	364.878	312.29	172.515	419.271	248.66	474.714	308.925	391.601	334.495	419.449	423.904	444.712	166.228	256.648	274.718	176.856	314.961	312.085	315.57	383.337	318.812	318.894	398.813	482.593	375.74	466.289	253.956	373.333	310.909	402.181	453.62	304.85	235.355	371.121	244.434	317.663	204.293	298.111	143.494	264.589	519.259	510.471	313.015	177.969	173.786	256.865	314.57	260.626	181.179	197.251	307.972	378.747	297.502	331.247	524.761	267.7	371.414	350.899	319.31	370.203	358.072	327.299	480.177	279.79	436.947	509.125	494.836	231.496	312.549	434.806	468.754	442.773	262.276	256.959	330.869	325.843	339.961	379.512	134.867	218.405	245.98	246.964	206.424	318.423	289.277	171.321	283.092	276.892	275.936	259.046	250.97	315.789	260.991	270.49	220.222	259.366	387.158	300.875	273.76	359.235	294.696	294.6	317.194	358.129	205.64	329.795	697.605	370.001	196.626	149.272	102.538	181.652	164.057	178.387	247.813	204.75	264.075	223.526	184.37	269.469	235.723	245.738	192.279	259.848	187.321	274.817	287.873	209.659	197.04	157.89	266.929	263.565	317.243	413.747	257.165	351.255	367.06	289.715	289.957	291.454	334.986	255.267	277.512	330.635	282.816	403.067	130.727	565.928	292.386	235.67	328.547	400.199	327.365	290.916	478.01	494.026	381.116	331.726	477.755	318.711	485.442	274.526	553.16	503.796	389.956	278.412	314.86	286.486	284.227	333.333	290.229	315.401	271.752	214.8	358.061	450.226	382.906
RBM27	592.683	552.609	516.374	737.015	565.916	776.577	529.058	702.755	506.533	661.466	723.56	512.019	367.701	697.588	611.389	643.013	314.961	849.387	736.793	955.670999999999	759.406	422.389	582.789	621.249	644.97	524.079	715.509	474.074	675.249	393.137	753.888	646.074	705.03	602.125	949.114	757.909	838.501	767.739	968.03	599.947	600.683	922.214	992.049	614.913	1110.58	971.199	870.861	682.327	1022.43	844.625	657.345	732.97	531.416	326.552	607.158	690.457	1199.1	790.645	575.862	1235.64	384.074	774.801	690.958	648.014	923.22	553.429	790.61	1039.67	595.479	748.922	709.361	623.858	669.555	432.548	391.251	164.453	514.064	698.941	766.858	1157.87	1088.09	981.901	964.454	875.083000000001	1239.9	985.566	1122.37	519.018	1130.12	927.111	824.493	936.008999999999	794.189	945.398000000001	1043.43	814.281	846.75	733.042	524.245	553.982	719.462	684.185	683.656	668.328	739.718	655.6	1031.74	801.288	1234.05	1086.9	1401.52	1206.22	1148.4	1139.29	1392.26	738.777	1247.67	828.239	986.241	590.853	1018.22	1151.07	1231.26	1272.14	854.267	1104.71	645.486	727.967	700.423	827.023	719.965	685.172	541.085	786.165	772.001	659.498	781.338000000001	618.781	819.27	535.077	745.266	608.035	674.641	685.556	702.277	779.788	826.658	517.221	435.025	603.791	672.028	287.488	493.108	683.413	616.438	521.505	778.112	483.923	1057.38	947.054999999999	735.839	672.842	928.956	307.316	721.834	738.932	448.234	642.568	613.743	575.037	665.697	589.135	674.017	623.33	568.341	701.135	1038.18
ZNHIT6	358.537	354.798	446.784	488.837	340.836	519.806	410.668	484.805	223.868	313.135	321.582	518.429	569.7	377.242	328.536	563.319	236.22	361.955	511.121	259.445	311.386	159.77	190.505	169.868	306.002	233.994	515.57	307.654	377.117	349.515	281.502	275.981	234.838	165.593	223.08	384.886	243.019	564.778	349.442	373.911	401.755	322.363	497.055	315.434	538.39	508.038	356.512	343.4	433.157	449.093	423.461	318.801	295.231	370.892	258.427	347.509	296.992	151.667	406.207	382.217	295.233	397.538	271.765	461.654	487.203	353.684	361.502	633.526	354.638	404.095	350.398	425.578	285.962	440.578	270.487	167.518	308.438	382.969	186.095	388.548	516.121	545.013	620.129	505.633	400.748	619.391	466.163	598.773	618.182	457.787	485.554	528.966	411.367	469.535	604.736	510.727	324.213	381.838	443.89	447.806	343.652	332.208	318.301	429.064	424.207	329.13	270.659	485.698	504.295	581.289	439.594	384.736	349.898	458.865	361.516	398.422	449.418	466.322	632.361	414.091	503.218	475.608	682.909	651.608	442.572	460.273	366.912	375.152	442.605	313.123	486.238	543.994	278.594	296.19	498.098	312.545	270.377	342.838	478.274	447.704	463.481	330.72	281.699	366.425	472.878	416.83	549.824	420.271	147.208	420.187	282.596	202.085	449.405	386.115	351.839	357.228	447.639	336.013	237.006	306.103	422.975	389.053	420.382	315.376	276.856	360.11	331.912	429.73	420.614	378.405	400.832	387.131	530.393	393.628	341.706	353.214	464.387
