TCGA-P7-A5NX-01	TCGA-P7-A5NY-01	TCGA-P8-A5KC-01	TCGA-P8-A5KD-01	TCGA-P8-A6RX-01	TCGA-P8-A6RY-01	TCGA-PR-A5PF-01	TCGA-PR-A5PG-01	TCGA-PR-A5PH-01	TCGA-QR-A6GO-01	TCGA-QR-A6GR-01	TCGA-QR-A6GS-01	TCGA-QR-A6GT-01	TCGA-QR-A6GU-01	TCGA-QR-A6GW-01	TCGA-QR-A6GX-01	TCGA-QR-A6GY-01	TCGA-QR-A6GZ-01	TCGA-QR-A6H0-01	TCGA-QR-A6H1-01	TCGA-QR-A6H2-01	TCGA-QR-A6H3-01	TCGA-QR-A6H4-01	TCGA-QR-A6H5-01	TCGA-QR-A6H6-01	TCGA-QR-A6ZZ-01	TCGA-QR-A700-01	TCGA-QR-A702-01	TCGA-QR-A703-01	TCGA-QR-A705-01	TCGA-QR-A706-01	TCGA-QR-A707-01	TCGA-QR-A708-01	TCGA-QR-A70A-01	TCGA-QR-A70C-01	TCGA-QR-A70D-01	TCGA-QR-A70E-01	TCGA-QR-A70G-01	TCGA-QR-A70H-01	TCGA-QR-A70I-01	TCGA-QR-A70J-01	TCGA-QR-A70K-01	TCGA-QR-A70M-01	TCGA-QR-A70N-01	TCGA-QR-A70O-01	TCGA-QR-A70P-01	TCGA-QR-A70Q-01	TCGA-QR-A70R-01	TCGA-QR-A70T-01	TCGA-QR-A70U-01	TCGA-QR-A70V-01	TCGA-QR-A70W-01	TCGA-QR-A70X-01	TCGA-QR-A7IN-01	TCGA-QR-A7IP-01	TCGA-QT-A5XJ-01	TCGA-QT-A5XK-01	TCGA-QT-A5XL-01	TCGA-QT-A5XM-01	TCGA-QT-A5XN-01	TCGA-QT-A5XO-01	TCGA-QT-A5XP-01	TCGA-QT-A69Q-01	TCGA-QT-A7U0-01	TCGA-RM-A68T-01	TCGA-RM-A68W-01	TCGA-RT-A6Y9-01	TCGA-RT-A6YA-01	TCGA-RT-A6YC-01	TCGA-RW-A67V-01	TCGA-RW-A67W-01	TCGA-RW-A67X-01	TCGA-RW-A67Y-01	TCGA-RW-A680-01	TCGA-RW-A681-01	TCGA-RW-A684-01	TCGA-RW-A685-01	TCGA-RW-A686-01	TCGA-RW-A688-01	TCGA-RW-A689-01	TCGA-RW-A68A-01	TCGA-RW-A68B-01	TCGA-RW-A68C-01	TCGA-RW-A68D-01	TCGA-RW-A68F-01	TCGA-RW-A68G-01	TCGA-RW-A7CZ-01	TCGA-RW-A7D0-01	TCGA-RW-A8AZ-01	TCGA-RX-A8JQ-01	TCGA-S7-A7WL-01	TCGA-S7-A7WM-01	TCGA-S7-A7WN-01	TCGA-S7-A7WO-01	TCGA-S7-A7WP-01	TCGA-S7-A7WQ-01	TCGA-S7-A7WR-01	TCGA-S7-A7WT-01	TCGA-S7-A7WU-01	TCGA-S7-A7WV-01	TCGA-S7-A7WW-01	TCGA-S7-A7WX-01	TCGA-S7-A7X0-01	TCGA-S7-A7X1-01	TCGA-S7-A7X2-01	TCGA-SA-A6C2-01	TCGA-SP-A6QC-01	TCGA-SP-A6QD-01	TCGA-SP-A6QF-01	TCGA-SP-A6QG-01	TCGA-SP-A6QH-01	TCGA-SP-A6QI-01	TCGA-SP-A6QJ-01	TCGA-SP-A6QK-01	TCGA-SQ-A6I4-01	TCGA-SQ-A6I6-01	TCGA-SR-A6MP-01	TCGA-SR-A6MQ-01	TCGA-SR-A6MR-01	TCGA-SR-A6MS-01	TCGA-SR-A6MT-01	TCGA-SR-A6MU-01	TCGA-SR-A6MV-01	TCGA-SR-A6MX-01	TCGA-SR-A6MY-01	TCGA-SR-A6MZ-01	TCGA-SR-A6N0-01	TCGA-TT-A6YJ-01	TCGA-TT-A6YK-01	TCGA-TT-A6YN-01	TCGA-TT-A6YO-01	TCGA-TT-A6YP-01	TCGA-W2-A7H5-01	TCGA-W2-A7H7-01	TCGA-W2-A7HA-01	TCGA-W2-A7HB-01	TCGA-W2-A7HC-01	TCGA-W2-A7HD-01	TCGA-W2-A7HE-01	TCGA-W2-A7HF-01	TCGA-W2-A7HH-01	TCGA-W2-A7UY-01	TCGA-WB-A80K-01	TCGA-WB-A80L-01	TCGA-WB-A80M-01	TCGA-WB-A80N-01	TCGA-WB-A80O-01	TCGA-WB-A80P-01	TCGA-WB-A80Q-01	TCGA-WB-A80V-01	TCGA-WB-A80Y-01	TCGA-WB-A814-01	TCGA-WB-A815-01	TCGA-WB-A816-01	TCGA-WB-A817-01	TCGA-WB-A818-01	TCGA-WB-A819-01	TCGA-WB-A81A-01	TCGA-WB-A81D-01	TCGA-WB-A81E-01	TCGA-WB-A81F-01	TCGA-WB-A81G-01	TCGA-WB-A81H-01	TCGA-WB-A81I-01	TCGA-WB-A81J-01	TCGA-WB-A81K-01	TCGA-WB-A81M-01	TCGA-WB-A81N-01	TCGA-WB-A81P-01	TCGA-WB-A81Q-01	TCGA-WB-A81R-01	TCGA-WB-A81S-01	TCGA-WB-A81T-01	TCGA-WB-A81V-01	TCGA-WB-A81W-01	TCGA-WB-A821-01	TCGA-WB-A822-01	TCGA-XG-A823-01
SETD2	1086.96	1464.8	1665.1	1617.95	753.472	1604.44	1125.08	1537.05	1899.78	963.372	1092.53	1458.5	1035.57	1443.9	706.077	1198.13	1003.74	790.313	1130.35	1059.44	667.287	623.933	1080.12	1088.62	1808.16	768	914.788	1352.12	653.734	764.776	1279.21	1317.97	982.773999999999	965.383999999999	1271.51	1087.75	1870.12	1581.8	1475.15	1329.51	863.013999999999	1334.02	1269.14	900.662	1184.8	765.846	1213.05	1662.38	1447.8	1144.85	1808.12	1320.07	1285.11	1172.38	1391.59	1638.39	854.55	1146.62	1253.95	882.388	1660.63	1048.22	2137.73	1518.7	1589.86	954.194	894.043	1149.76	1651.06	1211.19	1028.38	638.755	1173.35	677.16	1325.13	1107.65	1787.39	1669.05	2025.55	705.825	897.425	1498.55	967.969	1699.42	1417.23	1086.55	1125.65	1059.43	1192.79	1571.56	569.653	1026.3	978.515000000001	1276.78	829.907	929.157	877.722	767.196	1714.86	1010.39	1403.77	1423.1	1203.67	951.308	991.905999999999	1423.61	580.875	1038.08	847.409	936.123	1510.36	1191.12	1066.54	1109.07	1007.13	1094.83	1549.42	1441.9	1247.58	877.037	1412.86	728.356	742.375	1764.64	1315.56	1239.82	1390.92	1631.46	1120.75	1731.66	965.814	958.968	1213.56	714.633	858.411	2105.21	1589.54	1526.23	1268.08	873.714999999999	1910.74	450.72	1375.68	1410.09	1385.31	1515.61	1395.98	1427.36	1309.34	678.394	1470.9	761.505	796.819	1233.05	1304.88	1436.86	906.475	1354.14	1513.22	1129.09	1406.88	1332.41	1500.97	1337.81	1262.62	789.178	1733.04	1512.2	1651.88	1565.14	1537.76	1634.52	1553.69	1213.84	972.926	951.124	1273.93	537.66
SCAPER	1167.82	1562.38	698.345	1275.62	1394.35	1106.09	1130.65	1163.18	742.417	609.444	400.575	909.479	810.194	948.802	811.05	1038.32	791.832	437.094	723.511	515	553.073	488.296	411.251	1005.42	1094.55	664.358	965.284	789.981	670.21	540.799	712.013	780.127	285.766	297.815	294.196	1327.54	1197.17	696.609	739.012	821.318	667.681	677.835	590.847	406.181	277.207	868.425	369.458	329.044	564.483	801.113999999999	704.444	403.646	481.915	478.472	1031.88	1522.93	1009.07	827.081	975.49	1343.95	1165.73	851.946	1867.57	1202.3	1312.75	532.574	703.047	399.894	1052.77	173.179	354.73	602.791	1533.41	377.013	1269.55	618.728	510.968	661.119	1207.08	889.213	1051.92	1160.22	804.688	1174.7	838.119	252.22	803.109	543.46	1063.12	1160.95	1061.63	590.816	1307.95	390.173	1289	962.41	1306.53	985.348	787.387	296.257	944.041000000001	992.549	1036.73	1242.66	829.51	840.338999999999	612.437	450.427	361.959	1285.83	259.401	945.537	521.029	276.747	639.219	1483.91	889.63	580.106	583.001	894.815	1466.66	308.181	160.069	1190.1	1041.48	654.945	635.941	1309.99	357.428	1768.57	209.416	1146.82	1127.93	741.348	1210.57	1810.29	840.062	1307.19	940.673	365.149	1528	382.06	811.321	1072.94	658.682	902.706	1173.83	951.858	342.413	532.806	841.094	836.146	491.115	561.088	750.99	1061.44	1078.34	1331.02	1286.74	982.124	930.342	1256.84	748.414	1089.36	666.101	600.306	957.189	919.127	1087.36	923.851999999999	878.981	1081.12	1051.19	598.008	1038.86	1187.64	659.878	285.256
HP1BP3	4722.83	2430.82	3417.03	2067.79	3524.8	3283.72	1944.27	2051.81	2254.64	1753.31	2844.83	3642.95	2213.16	3958.61	1865.56	2072.43	4395.24	2622.56	1997.6	1458.33	2296.71	1360.75	3129.39	3666.02	2308.36	2861.37	2277.73	3672.93	2816.9	3394.11	3895.78	3010.99	1855.3	2889.19	2744.5	2336.66	2375.17	3734.68	2022.21	3545.5	2405.89	2029.38	1438.6	3505.52	1535.93	2296.37	2738.92	1617.65	3929.89	1852.92	1696.63	1447.14	1890.43	2711.76	2098.96	6554.84	2060.15	2979.45	1702.52	2473.07	3665.48	3053.3	3633.9	4428.38	2115.46	2338.27	4409.73	2611.79	2061.28	1091.87	1487.84	2825.01	3951.8	1554.9	4059.15	1736.48	1989.48	1688.41	1862.84	1872.31	1592.66	2127.36	3499.22	3825.92	3344.53	2733.5	3574.7	1676.19	2244.74	2209.29	3470.74	1918.52	1776.48	2999.08	3411.53	2599.04	1969.01	4744.81	4688.74	3209.2	3492.69	1787.65	2903.17	2722.74	1352.27	4178.87	1285.74	3235.06	1513.84	2007.14	3742.13	2127.08	1455.12	2277.79	1592.5	1927.18	3319.59	1907.57	2088.99	1342.81	3374.29	1517.87	2273.85	1666.67	2175.31	2028.44	4109.21	1641.03	2999.86	2085.21	2963.08	3424.7	2314.45	1933.21	2074.22	2403.11	1784.68	1704.71	2493.11	3006.36	4029.47	1046.51	2674.63	3659.17	2005.96	1957.34	2199.29	2215.79	1714.01	1108.3	3164.73	3172.24	3464.65	2294.14	3219.09	1797.03	1866.91	3251.5	3402.01	2265.28	1922.21	2017.31	2544.61	3864.15	3552.82	3047.98	3551.7	3258.02	3868.29	1580.07	1748.41	2670.12	1873.87	1886.27	1895.2	3024.16	2383.4	1913.46
COPS4	1752.27	1985.32	1089.42	1495.4	1152.78	1656.25	1813	1599.82	1170.68	1320.39	1249.43	1531.29	973.573	1379.63	1482.87	1300.47	1485.65	903.13	1240.55	1305	1990.69	1432.51	1058.39	1132.35	1284.03	784.716	870.604	1254.82	544.247	1198.37	1012.07	1367.86	298.096	506.672	539.026	1454.39	1340.51	1740.04	1653.66	1326.13	765.601	1133.51	1018.12	297.277	544.148	1222.79	758.621	507.353	616.684	1227.3	1086.21	640.6	946.808	967.59	1372.75	1118.67	1478.87	988.019	1801.45	1849.71	1366.39	1839.26	1294.29	1377.95	1330.82	950.582	1326.97	718.534	1305.53	279.831	323.649	1037.04	1467.4	532.211	1185.79	1404.13	913.945	1024.19	2485.88	1883.01	1406.5	1431.74	915.625	1318.7	1281.61	557.055	1196.89	1296.68	1358.52	1210.62	1942	1190.35	1510.74	1260.73	1316.4	1011.08	1844.64	1523	1199.1	857.636	1351.47	1561.47	1266.56	1116.3	1978.14	1772.3	1971.82	1158.9	605.394	1207.44	529.547	1493.19	1010.04	526.444	1075.22	1534.29	1277.74	1231.07	1074.16	1491.56	1563.65	702.145	347.826	1067.63	1312.1	1018.69	1270.83	1638.73	630.593	1692.03	1036.14	751.41	1000.51	1345.48	1743.85	1562.75	1511.39	1209.84	1379.22	1001.47	1271.16	812.846	2008.81	1197.25	1031.88	1184.7	1611.61	1302.79	263.619	779.008999999999	1231.08	1464.72	1912.76	1086.19	1251.65	1745.34	1791.77	1145.17	1805.33	1373.23	1587.54	1275.53	1164.31	1355.37	2159.52	1380.3	1467.29	1594.78	1433.7	1516.24	1501.82	1254.17	819.534	1298.22	1599.56	1079.78	1189.92	1182.69
GPN3	388.007	584.942	333.991	443.917	304.067	633.224	375.851	459.219	497.1	556.046	459.195	426.282	448.665	538.126	470.718	579.907	333.069	288.246	337.145	417.222	453.135	260.774	169.156	286.378	455.865	322.866	688.909	444.605	256.71	350.323	400.987	441.861	238.622	194.933	302.869	417.463	450.875	395.598	572.015	350.361	309.995	418.041	396.919	184.695	215.606	382.34	315.271	299.632	244.115	416.713	384.336	310.209	368.085	353.844	499.884	291.714	441.794	304.149	516.62	337.813	486.996	527.919	539.141	418.792	377.51	277.64	317.417	265.003	257.021	130.94	312.162	276.973	370.19	184.48	401.35	394.976	405.757	353.784	425.818	629.94	514.985	518.048	307.422	310.689	425.168	175.385	368.739	444.123	404.036	338.957	475.919	339.011	647.192	456.586	234.18	267.952	701.424	520.961	282.883	345.876	336.298	491.219	412.354	296.579	546.992	401.04	472.666	345.371	173.882	492.241	345.357	518.407	332.078	319.057	365.796	369.602	463.918	441.461	406.731	460.444	489.671	366.958	175.643	331.736	454.815	538.168	394.346	458.86	263.252	654.276	412.581	276.743	555.157	349.12	490.52	461.934	393.375	610.059	511.138	438.081	381.474	209.302	575.681	247.248	400.077	455.775	490.439	381.334	239.3	622.75	364.959	406.751	556.232	529.707	393.753	527.542	616.307	361.073	394.612	511.21	416.185	414.041	504.985	463.843	383.114	447.677	385.299	303.808	359.202	312.057	435.851	595.764	450.709	419.811	445.851	648.315	369.654	326.122
SCAND1	861.213	791.248	1021.41	926.969	861.111	1095.39	1332.51	676.863	1172.58	1737.86	2102.3	835.141	1338.87	682.462	1613.63	884.112	1179.35	2231.54	2043.34	1746.67	2174.43	5994.31	1603.88	1043.73	1134.56	1900.9	2077.1	1503.37	1684.29	1948.79	1409.76	1134.88	3041.16	3980.66	2873.25	798.87	1340.51	980.369	1740.52	850.938	1869.1	2158.76	2478.48	1433.41	4223.82	1429.11	1532.02	1875.61	2597.24	1342.62	1912.94	2409.17	1639.36	1351.5	1208.49	1359.28	1191.08	997.816000000001	1247.68	956.561	1074.2	899.323	804.591	892.426	1228.41	1482.64	1595.27	1619.76	450.213	4611.4	2699.32	2110.57	1206.56	3379.21	1539.9	2321.37	1641.29	1456.16	943.971	917.913000000001	1750.95	736.559	1390.62	794.97	968.235	2374.38	1120.03	1489.09	1267.5	861.422	959.089	1128.22	849.227	2609.46	704.152	1108.43	868.091	1041.51	1340.09	1321.24	1001.57	1328.9	947.134	1239.44	1528.07	970.887000000001	3438.66	1407.75	3232.08	1142.79	2241.75	1735.75	1684.87	1808.22	1444.18	941.998	949.059999999999	1429.58	1592.13	1312	948.321	3655.28	3454.03	1152.29	1354.07	2055.28	1285.93	1169.92	2280.6	782.878	3842.16	826.289	1240.6	1870.07	909.237999999999	674.675	826.605	1108.71	1401.75	1100.34	788.211	3055.37	867.924	1185.78	1973	1017.69	1184.2	867.399	4630.35	1070.19	1203.14	1415.24	1424.13	1559	1373.96	927.119	1384.89	1681	861.744	1076.54	1025.96	1208.71	1245.11	1237.6	1095.88	2124.04	848.142	1432.61	787.14	1186.64	1306.19	911.221	1072.88	2110.59	952.402	1128.65	1551.93	4333.33
RSRC1	150.862	838.271	145.742	160.095	212.302	212.171	201.238	581.136	154.036	131.509	155.172	287.285	190.609	194.989	136.648	276.168	340.783	180.154	83.6328	102.778	126.009	56.8803	309.602	354.102	279.717	209.672	196.573	77.553	94.0739	114.86	176.632	184.778	87.0354	44.8656	90.7272	286.273	163.863	278.406	209.707	447.261	220.7	498.454	71.5904	204.562	32.8542	507.65	112.069	60.6618	60.9007	109.192	66.2825	73.2542	263.83	129.012	213.663	132.597	185.637	135.281	169.67	227.899	259.307	232.656	213.066	234.708	171.687	95.4711	110.96	314.392	499.575	44.3506	58.7838	172.839	160.389	79.795	176.657	182.84	116.725	137.023	181.981	229.6	297.594	180.584	244.141	246.579	141.723	94.3737	157.599	108.981	192.357	250.995	119.627	262.161	471.919	193.15	135.429	353.253	180.905	656.085	160.811	133.291	177.825	259.18	164.162	182.294	129.401	230.892	115.724	131.32	77.3598	183.763	134.305	219.365	166.353	158.835	103.985	206.605	432.99	133.363	150.029	194.963	179.847	113.582	82.1977	165.602	193.086	128.703	245.457	180.253	107.394	191.931	179.723	348.556	210.181	111.718	126.261	307.514	281.056	117.902	309.386	97.8953	521.263	102.99	150.943	127.064	63.3836	175.338	714.135	164.696	34.0467	207.329	319.558	114.477	301.727	256.485	187.857	127.542	177.058	158.576	284.817	239.803	134.418	186.537	312.314	192.149	235.893	185.809	268.175	253.744	204.878	314.296	161.511	117.621	141.721	408.805	265.939	534.27	102.851	24.0385
THEM6	1309.46	1154.39	841.658	1172.05	873.016	912.829	1101.55	1025.45	1187.41	1532.22	1348.85	1384.93	605.76	1210.78	1274.4	594.393	995.122	2178.38	1454.86	2043.89	2004.97	2220.08	1778.47	1424.54	1065.52	2125.37	1057.71	1460.5	1378.69	1531.47	1344.49	1443.97	2213.6	1639.14	1285.52	904.865	1851.62	759.072	1185.78	862.363	1873.67	439.175	1989.58	785.136	1556.47	845.111000000001	1173.65	1386.64	1247.7	1155.43	1602.08	1631.03	1084.04	1033.98	1484.83	1075.33	1020.48	822.883	1247.68	1888.14	881.438	1450.08	1143.61	956.472	938.253	1965.16	1196.45	1365.37	577.021	1066.53	1168.92	1307.03	1369.79	886.53	1237.4	1726.38	1473.35	1470.87	953.384	1352.3	658.084	1157.64	1356.64	1102.7	1697.62	740.792	1023.32	2142.01	1563.76	875.45	892.284	1027.93	1041.84	1185.46	1180.98	1420.72	876.466	869.76	1274.77	491.329	1453.98	1612.56	942.126	1841.45	1648.71	632.603	1726.09	739.33	1611.78	1010.44	819.646999999999	1376.7	1327.68	756.719	792.821	1786.2	760.461	1449.82	1028.52	1795.56	1071.62	1730.74	811.594	539.936	1343.21	2063.23	1274.69	878.683	946.165	1283.69	643.876	1401.67	1032.06	857.316	1029.85	1056.42	1856.63	587.345	1417.77	2398.43	906.526	3382.06	748.847	667.89	1873.62	1354.32	1760.35	1177.36	1098.25	470.302	1572.76	1125.48	1166.15	1388.7	709.195	1174.15	1407.67	1229.77	1262.03	1408.4	1141.57	1001.49	1056.07	1490.7	1078.49	881.062	1253.63	1396.66	875.388	1184.4	1730.66	1193.78	1250.65	1400.42	1073.8	1198.88	620.672	2025.64
POMP	1294.26	1360.42	1307.42	1164.15	1788.69	1526.32	1646.44	1547.44	1532.38	1923.65	2393.1	1365.19	2229.08	1497.28	1748.43	1323.36	1426.21	2399.29	2281.17	2127.22	1942.89	2880.77	1776.92	1327.79	1274.62	1900.9	1228.58	1705.68	1927.19	2229.24	1435	2985.2	992.203	1768.32	1987.32	1209.82	1393.34	1478.88	2578.39	1324.43	2152.71	2163.92	1924.78	2034.58	1431.21	1805.62	2246.31	881.74	1101.84	1644.57	1379.6	1672.89	2038.3	1724.13	1557.7	1247.39	1705.47	1574.39	1475.55	1465.78	1347.27	2684.43	1264.27	1122.91	1509.54	2149.91	1534.33	1825.81	1685.96	921.859	2370.27	2370.37	1127.18	2445.1	819.77	1824.36	1723.87	1356.3	1357.69	2266.33	1056.14	1436.92	1725.78	1049.44	2198.53	1670.33	1350.17	1886.44	2103.48	1188.25	1847.23	1785.53	1715.79	1951.42	1326.88	1868.43	1350.08	1109.48	1025.23	2327.73	1544.46	1777.01	1612.69	1872.43	2275.61	1194.4	2409.92	1949.44	1278.21	1245.11	1759.79	1555.72	2085.37	1888.68	1772.5	1119.81	1542.75	1059.42	2336	1926.52	1196.89	2843.53	1797.97	1191.16	1836.54	1306.41	1612.5	1424.03	1833.95	1167.91	2803.67	1463.41	417.904	1630.84	1317.87	1049.13	1934.78	1208.76	1515.89	1149.29	968	3344.41	995.387999999999	870.183	1163.22	1375.65	1100.03	1453.12	1396.89	2471.94	1469.73	1853.44	1843.17	1746.44	1291.68	1575	1462.43	979.196	1039.6	1289.48	1845.79	1289.45	1426.91	1184.4	1495.12	1681.98	903.877	1515.62	1249.22	1494.59	1646.95	1216.31	1475.3	1854.3	1563.76	1964.61	1988.29	3161.86
HIKESHI	340.795	559.663	587.824	725.763	334.821	436.678	447.678	672.348	610.44	620.918	582.759	355.816	591.098	320.261	772.007	497.664	689.28	629.061	677.774	811.111000000001	1076.97	1046.6	806.208	341.718	598.666	658.627	728.134	377.649	775.977	443.168	610.532	750.106	692.656	843.937	800.534	586.447	635.599	582.986	898.332	464.186	712.836	671.649	721.794	595.291	829.569	695.906	518.473	708.946	806.039	650.139	863.727999999999	838.686	862.766	670.111	677.113	482.849	630.023	404.444	603.47	660.638	327.894	642.978	466.745	549.569	390.562	466.518	754.434	601.168	523.404	645.195	812.162	536.769	573.917	836.75	419.214	625.799	809.131	742.404	629.314	632.859	746.307	524.944	469.531	545.925	372.633	868.572	430.484	727.667	327.179	534.976	856.551	651.315	560.121	714.487	323.257	450.12	651.591	691.901	312.613	471.384	464.437	786.589	374.513	493.763	943.96	609.783	977.644	644.78	591.909	578.269	701.458	707.01	681.733	546.558	531.011	662.151	604.002	549.296	686.823	882.963000000001	494.776	870.532	778.715	630.458	663.704	621.651	364.849	714.504	686.218	521.4	592.303	352.935	785.824	625.38	576.846	501.367	653.727	654.949	554.191	687.225	507.789	778.516	548.428	505.046	653.104	769.511	550.783	669.341	782.101	1032.84	711.292	515.358	489.623	603.766	491.861	605.932	743.405	642.164	657.956	645.531	683.452	648.306	682.118	628.099	685.193	802.961	608.643	760.376999999999	285.588	706.607	735.214	266.787	503.898	369.497	555.022	520.225	570.265	698.718
CWC15	495.998	932.046999999999	746.318	1122.25	407.738	781.25	640.867	754.529	977.845	1125.33	932.758999999999	443.705	630.477	473.312	1183.43	904.206	1075.44	846.427	1317.22	1429.44	1171.32	1326.62	1596.9	460.139	921.145	1047.88	868.35	578.516	1071.49	792.534	850.247	1260.89	1177.15	1513.83	1493.66	834.057	1156.8	1006.54	1403.16	712.994	898.021000000001	1201.03	1655.64	905.812999999999	1252.57	1094.57	919.951	1163.6	1523.03	1456.27	1760.34	2052.61	1264.89	1092.84	1088.07	640.672	1097.74	458.557	739.563	869.706	611.423	980.541999999999	621.542	705.657	594.378	791.12	1056.39	1163.57	746.383	1261.88	2100	451.422	971.648	1374.82	501.389	1029.87	1872.36	1205.34	873.599	774.9	1196.71	1026.61	584.375	821.6	576.665	1726.29	649.827	1132.73	512.237	731.754	429.311	927.647	746.325	992.866000000001	370.012	484.337	1094.64	723.647	650.451	706.346	549.688	1071.31	509.182	507.847	1202.76	861.482	1756.15	1128.04	1936.12	1121.92	1328.47	1471	1398.62	1512.05	816.047	892.041000000001	913.281	985.915	1080.43	975.407	614.936	1425.73	1534.07	804.579	923.457	1155.35	710.034	1263.68	1501.86	835.717	1188.51	440.95	1168.9	899.211	893.909	933.807999999999	1092.13	1040.56	1072.34	1065.1	884.632	884.828	790.356	778.44	994.869	1194.59	830.595	952.280000000001	1413.42	1958.19	1008.73	599.644	684.976	1159	721.953	891.949	920.464	961.165	948.04	1027.16	994.611	929.106	950.926	1063.02	953.755	1223.07	849.758	1261.02	416.408	933.556999999999	1031.39	388.463	927.313	835.954	1054.59	975.281	779.532	851.763
UFC1	2728.53	2906.22	1891.6	1974.5	3063.49	2649.67	3069.97	2338.09	2463.82	2489.85	3050	2195.29	2653.03	1930.28	2311.97	3122.43	1795.58	3790.9	2584.78	2503.89	4029.8	1712.54	3120.08	3001.16	1774.81	4276.54	2494.59	3644.03	3318.63	2866.71	1905.65	3436.79	1051.68	1843.36	2235.49	3363.16	1036.34	2632.36	3865.9	1340.94	3144.6	3755.15	3357.95	2983.08	2420.94	3470.79	2100.99	2654.41	2676.56	3143.73	2869.67	2848.69	1244.68	1637.08	2296.87	2167.48	2373.87	1996.1	2762.62	2399.28	2098.93	2902.71	1688.64	1451.58	980.422	2499.79	2678.04	3448.75	1285.11	997.888	3209.46	3717.12	2626.57	3801.61	2725.68	1783.45	3517.22	2567.83	2862.39	3598.69	3666.95	2286.39	3526.95	2546.17	2623.7	2471.25	1699.91	2906.81	3363.25	2000	5655.1	2421.58	1900.49	2580.12	2147.52	2224.58	3430.49	2554.33	2032.88	2441.56	2100.43	2946.25	2105.18	3548.49	3431.46	1680.34	5030.25	3526.59	2888.57	2032.59	2117.42	3065.05	2844.32	2385.99	2359.46	2187.98	3113.4	2161.09	2508.27	2833.78	1792.19	2571.88	3284.45	1845.05	2167.41	2650.59	2123.08	2950.25	2021.2	2588.35	2848.99	3188.24	3414.52	3553.13	2052.84	1820.23	2166.15	2528.39	1976.97	2446.4	1661.47	4894.8	2514.47	2550	2337.59	2906.35	1673.87	1959.04	3275.29	6503.43	2791.04	3047.7	4411.58	2278.66	1997.8	2550.85	2864.91	2415.16	2509.07	988.444	2187.52	3102.32	2430.14	2824.9	2838.78	3141.91	1947.5	2423.62	2551.22	3722.28	2675.16	1372.24	2623.42	4973.27	2769	2410.67	1496.94	3610.58
OSER1	585.538	693.123	473.66	551.438	680.059	648.849	773.994	633.064	723.02	511.033	467.241	504.492	604.085	623.638	619.889	958.878999999999	424.731	589.486	737.014	579.444	661.701	715.817	492.726	812.307	866.222	590.328	694.319	569.364	539.463	636.516	598.464	620.719	532.366	572.423	382.922	786.273	797.779	365.259	801.876	759.962	622.019	709.794	491.618	442.973	965.092	802.564	597.291	566.789	627.431	584.401	668.991	430.555	545.745	524.816	722.809999999999	521.334	491.574	572.846	618.243	400.072	614.482	748.731	586.227	501.246	834.839	423.169	371.987	287.308	600.851	545.934	404.054	636.071	597.813	365.3	639.143	717.22	538.362	615.444	439.265	646.479	1075.14	562.44	621.875	659.845	587.66	365.803	710.708	601.326	574.066	532.322	604.868	521.597	518.281	587.75	594.115	540.723	633.585	417.582	574.324	662.078	549.688	518.361	602.671	577.062	633.088	875.912	822.093	711.096	248.403	830.243	625.48	587.998	472.693	623.548	538.401	535.563	457.853	569.542	648.602	479.407	639.282	543.288	316.678	945.154	687.901	563.014	479.677	601.225	410.299	564.138	744.677	655.076	588.754	712.811	643.001	609.726	362.319	578.15	590.236	629.956	626.105	289.036	606.709	669.725	521.774	523.413	617.661	669.341	250	606.743	573.341	688.122	738.163	629.289	573.691	688.983	643.885	883.033	581.789	762.074	560.008	772.399	615.823	648.244	716.589	756.508	580.372	879.76	705.987	562.897	614.65	530.87	596.63	507.862	593.886	789.326	603.87	670.673
SIRT7	228.463	157.923	196.144	183.417	147.321	212.993	269.969	130.947	184.844	279.347	271.264	262.119	221.19	151.416	160.958	134.112	218.718	249.852	279.647	216.111	315.953	287.902	276.237	188.081	203.609	216.836	218.215	272.64	270.529	260.349	215.579	255.391	570.082	473.409	290.861	180.278	179.677	207.02	254.335	126.519	210.046	491.237	311.282	348.05	242.3	204.575	252.463	473.652	370.01	234.54	251.771	322.916	231.915	246.125	193.593	248.701	208.452	204.321	161.612	125.287	173.636	307.107	122.425	125.407	192.269	307.572	228.286	193.84	131.915	364.308	283.784	219.002	129.607	303.807	317.983	253.552	297.767	271.724	187.808	193.603	191.642	146.105	185.156	178.03	186.927	299.824	167.098	176.974	208.244	156.588	169.86	233.819	149.642	336.49	186.215	161.446	204.774	233.618	270.27	209.666	191.423	258.648	213.133	129.98	277.878	191.291	421.567	239.659	388.928	203.616	471.22	230.459	308.224	255.939	179.467	91.0246	110.976	209.947	195.665	194.963	89.9236	208.102	356.478	217.252	237.531	273.805	152.401	144.661	228.556	204.753	174.253	181.722	275.735	302.975	198.467	215.392	254.141	215.792	255.319	335.291	154.105	440.753	188.26	250.459	227.167	218.522	214.471	195.524	338.521	237.819	296.857	183.667	376.786	245.188	155.301	202.966	237.01	210.818	337.891	176.593	170.471	194.889	252.234	173.554	549.427	305.258	224.96	179.718	195.565	192.982	235.669	241.55	211.357	274.109	277.729	165.168	156.823	419.872
